feature,gain_importance,gain_normalized,split_importance,split_normalized
NDVI_std_2021_autumn,3.045889648185645,0.0002185540705587143,32.333333333333336,0.002507626286127915
TC_wet_std_2021_summer,3.0213622496995263,0.00021679413720638484,54.833333333333336,0.0042526239594643505
NDTI_std_2020_summer,2.9994962103755825,0.00021522516641189415,39.5,0.0030634403598572978
B8A_max_2020_spring,2.9783959519979057,0.00021371114328862413,26.333333333333332,0.0020422935732381984
NDRE2_median_2020_autumn,2.966212067007594,0.0002128369035861326,25.833333333333332,0.0020035158471640555
B06_q25_2021_autumn,2.9547625436449985,0.00021201535710025024,17.0,0.0013184426865208625
B06_mean_2021_autumn,2.9524943380589925,0.0002118526047943744,14.833333333333334,0.0011504058735329094
B05_max_2020_autumn,2.8960385706401817,0.0002078016905456435,46.833333333333336,0.0036321803422780623
B8A_q75_2021_autumn,2.8729662548685155,0.00020614616486626855,16.166666666666668,0.0012538131430639575
CRI1_q25_2021_spring,2.865234770392514,0.00020559140169397233,31.166666666666668,0.002417144925288248
B06_median_2020_spring,2.8604010072231176,0.00020524456095487412,17.5,0.0013572204125950054
IRECI_std_2021_spring,2.8556105657524617,0.00020490082871105864,46.833333333333336,0.0036321803422780623
SAVI_median_2020_summer,2.8547570123931414,0.00020483958303814674,13.666666666666666,0.0010599245126932423
NDRE2_q75_2020_summer,2.832994536331929,0.00020327804329837063,31.0,0.0024042190165968667
TC_bright_mean_2020_summer,2.8174430037421794,0.00020216216217873098,30.333333333333332,0.0023525153818313425
NDVI_q75_2021_spring,2.810465476055166,0.00020166149824977307,25.5,0.001977664029781294
NDVI_mean_2021_spring,2.7565861520755184,0.00019779545353547484,15.833333333333334,0.0012279613256811954
IRECI_std_2020_spring,2.7368673545637043,0.00019638055543984057,47.833333333333336,0.0037097357944263485
NDTI_std_2021_autumn,2.666452665465537,0.00019132803591120372,48.166666666666664,0.00373558761180911
SAVI_median_2020_spring,2.6629022477439626,0.00019107328004843105,19.666666666666668,0.0015252572255829585
IRECI_mean_2020_summer,2.6552186632883,0.00019052195388326055,12.333333333333334,0.0009565172431621943
CRI1_std_2021_spring,2.6298605766443566,0.0001887024155224681,40.333333333333336,0.003128069903314203
CRI1_q75_2021_spring,2.6242658026382437,0.00018830096938550104,30.333333333333332,0.0023525153818313425
B06_mean_2020_autumn,2.610878133376294,0.00018734035362115916,13.166666666666666,0.0010211467866190992
IRECI_q75_2021_spring,2.609423186628798,0.00018723595570434664,23.0,0.0017837753994105786
CRI1_median_2021_spring,2.5698300259300595,0.00018439499708913578,27.166666666666668,0.002106923116695104
B06_q25_2020_summer,2.548866815938254,0.00018289080770446278,26.0,0.0020164417558554367
SAVI_q75_2020_summer,2.5292146274320353,0.00018148068905621178,16.5,0.0012796649604467194
TC_green_std_2021_spring,2.5278757377069874,0.00018138461866849673,53.666666666666664,0.004162142598624683
B8A_mean_2020_spring,2.5086176771207342,0.00018000278018505097,12.0,0.0009306654257794323
IRECI_median_2020_summer,2.4598559130360322,0.0001765039396953164,12.333333333333334,0.0009565172431621943
B05_max_2021_spring,2.456860421153275,0.00017628900185451442,55.666666666666664,0.004317253502921255
B8A_std_2021_autumn,2.383539653269812,0.00017102796021206129,26.666666666666668,0.002068145390620961
SAVI_mean_2020_summer,2.357093598724532,0.00016913035605081676,10.666666666666666,0.0008272581562483842
B06_mean_2021_spring,2.354700602152055,0.00016895864952098258,10.666666666666666,0.0008272581562483842
IRECI_q25_2021_spring,2.3488377178501687,0.00016853796545905164,25.666666666666668,0.0019905899384726746
B8A_q25_2020_autumn,2.3479978871088556,0.0001684777044357399,23.166666666666668,0.0017967013081019597
B07_max_2021_autumn,2.327415204981662,0.0001670008193606047,24.333333333333332,0.0018871826689416265
NDRE2_q25_2020_autumn,2.315131017505337,0.00016611938257642686,35.666666666666664,0.0027661444599555345
NDVI_mean_2021_autumn,2.310116297378651,0.00016575955749312065,12.5,0.0009694431518535753
NDRE1_std_2020_summer,2.3074673271175925,0.00016556948388566473,33.5,0.0025981076469675816
NDRE1_median_2021_summer,2.29238329408084,0.000164487147622239,13.833333333333334,0.0010728504213846234
SAVI_std_2021_autumn,2.292190314602825,0.00016447330061682315,36.0,0.002791996277338297
TC_bright_std_2020_spring,2.277580830341776,0.0001634250150179284,43.166666666666664,0.00334781035106768
SAVI_q25_2020_spring,2.273653139019492,0.00016314318835132714,22.833333333333332,0.0017708494907191974
CRI1_mean_2021_spring,2.252456492106527,0.00016162224898709778,20.833333333333332,0.0016157385864226253
NDTI_median_2020_autumn,2.217854503132306,0.0001591394257685191,24.5,0.0019001085776330076
B07_q75_2020_spring,2.207858775553177,0.00015842219461343905,18.0,0.0013959981386691485
SAVI_std_2021_summer,2.207607178938512,0.00015840414160738,38.666666666666664,0.002998810816400393
B05_std_2021_spring,2.1883944684495873,0.0001570255571644663,48.166666666666664,0.00373558761180911
B07_median_2020_autumn,2.134815294037859,0.0001531810493137522,13.166666666666666,0.0010211467866190992
