feature,mean_abs_shap,shap_tree_cover,shap_grassland,shap_cropland,shap_built_up,shap_bare_sparse,shap_water
CRI1_std_2020_summer,0.0008202663624935548,0.002154555867675181,0.00024341592794990008,0.0010579305919125852,0.0013876558017102967,4.329103272065239e-05,3.474895299271244e-05
IRECI_std_2021_summer,0.0007987517168760535,0.0014030932435535302,0.0017379014555491765,0.0002104424744634514,0.0013281806894301432,8.081152045383272e-05,3.2080917806186037e-05
B05_q25_2020_spring,0.0007886165637245424,0.001127421031681009,0.0007950139451707215,0.00126781169159288,0.001254704574803485,6.67547540103013e-05,0.00021999338508885737
IRECI_median_2021_autumn,0.0007790851929520094,0.0008789871373512527,0.00032083668617869564,0.00018981842278884199,0.0032217445817112346,4.9522577043279483e-05,1.360175263875165e-05
NDRE1_q75_2021_autumn,0.0007702291039329732,0.0005758054102790594,0.0008963928183252499,0.0006800109034772698,0.0023501208453792412,0.00011485557093715042,4.189075199868547e-06
CRI1_q25_2020_autumn,0.0007622349205918273,0.0016014006681339338,0.0016232278540544204,0.0002716567960720003,0.001031880753411429,1.7799303840340973e-05,2.7444148038839823e-05
NDTI_mean_2020_spring,0.0007564728357286288,0.0016162667203093136,0.001221482727308657,0.0009809771977776643,0.0006189551684889227,4.975841831047234e-05,5.139678217674198e-05
NDVI_std_2020_spring,0.0007548493212904162,0.002071637299857267,0.0003118932042404624,0.0005544799835789574,0.0014939334812977558,3.4808692883945175e-05,6.234326588410803e-05
NDTI_q25_2020_autumn,0.0007460609110409587,0.00021577645767739548,0.0008924411409312722,0.0018020637589549013,0.0014218433736692443,0.00012386706256139747,2.0373672451541085e-05
B05_median_2020_spring,0.0007452570705760768,0.0013987863983118672,0.0008260709134867204,0.001695647496517686,0.00046751024428490754,4.963290658094937e-05,3.38944642743309e-05
IRECI_median_2021_summer,0.0007392740686655162,0.0009735964538340288,7.377960036933058e-05,0.00013597653587795426,0.002940914677518212,0.00030177360129394473,9.603543099627558e-06
CRI1_std_2021_autumn,0.0007357977319954736,0.002895526072537832,0.00025713184022093267,0.0006358405830313026,0.0005432323552650734,2.8243495494927488e-05,5.481204542277256e-05
NDVI_median_2021_autumn,0.000729766416431314,0.0003205256649013793,0.00024204063679549915,0.0009251320313940422,0.0028046795123569885,8.395215933712378e-05,2.2684938028504864e-06
SAVI_mean_2020_autumn,0.0007296180368217432,5.502175702223365e-05,0.00015400142981559196,8.356675390609991e-05,0.003963749910931995,0.00011592311098808376,5.4452582664548866e-06
NDRE2_std_2021_autumn,0.0007257933409828766,0.0021919002530568442,0.0008156718498664858,0.00039385874041101773,0.00076910181723329,5.611275543475998e-05,0.00012811462989486045
CRI1_median_2020_summer,0.0007169818134083627,0.0009940975136410403,0.0003768079144931103,0.00242593535619409,0.0004565404230284526,4.269692280837681e-05,5.812750285106261e-06
B06_max_2021_summer,0.000710218559006619,0.0005561468084790381,0.0027895908945480023,0.0006392409591085867,0.0002555490627163482,1.0516433797283875e-05,1.0267195390453976e-05
NDVI_std_2020_summer,0.0007042914860706734,0.0026154401932780643,0.000351877569331827,0.0005180454718010616,0.0006533852252428332,2.6515676871668638e-05,6.048477989858664e-05
CRI1_median_2020_spring,0.0007001652696184026,0.003205023658932741,0.00023013892301459085,0.00011004384813442397,0.00036408184241161864,5.2104019163554276e-05,0.0002395993260534866
IRECI_median_2020_autumn,0.0006963711755697085,0.0014822988481248542,0.00017355804606702284,0.0001635053873440518,0.0022873706266806197,6.432616311946477e-05,7.167982082237654e-06
NDVI_std_2021_summer,0.0006952837114438949,0.0006918344828142688,0.000537429551841719,0.0006970134333639694,0.0019880418136609527,0.00021957268462053167,3.781030236192794e-05
CRI1_median_2021_summer,0.0006884698107553177,0.0001822537163257957,5.1658783756070344e-05,0.003410953924170856,0.00043192880491215997,4.552040529387807e-05,8.50323007314702e-06
SAVI_median_2020_autumn,0.0006870576106113606,0.0007051801178962998,0.0007230151615389579,7.637999943579913e-05,0.0020547424928769116,0.0005575860819716775,5.441809948517171e-06
B06_max_2020_spring,0.0006867422692744203,0.0015883479245906267,0.00018312958688201228,0.001873654306414051,0.00035862444764552887,0.00010005096397348244,1.6646386140819995e-05
B06_max_2021_autumn,0.0006782395981369782,0.0005408627998461443,0.0022778727469577697,0.0008098969143832106,0.00040753108207304865,2.3374377856071055e-05,9.899667705624743e-06
TC_bright_mean_2021_autumn,0.0006773850066959337,0.0009936361221805359,0.000522409242093187,0.0008858197568634932,0.0015865541165228313,4.379199349039962e-05,3.209880902515494e-05
B05_max_2020_summer,0.0006767799960546465,0.0015747867479738477,0.0012571826897255858,0.0002952337446785279,0.0004841193138973488,0.0004214757774488743,2.7881702603694e-05
CRI1_median_2020_autumn,0.0006701467644626237,0.0025066476636477993,0.0006959007782478834,0.0004238059125119983,0.00023753148385916796,7.011332272163229e-05,8.688142578725982e-05
B05_max_2020_spring,0.0006684316591703049,0.0012378490292079786,0.0008892034548442781,0.0007478888623672882,0.0010609480836374094,4.548043062829393e-05,2.9220094336580704e-05
SAVI_std_2020_spring,0.0006627412392535391,0.0017420789541019962,0.0009594367349168863,0.0001923006774672216,0.0009555356337324002,3.691448977581644e-05,9.018094552691362e-05
B05_max_2021_summer,0.0006602658785634024,0.0019572368928833096,0.0009039654545444705,0.0005197219451672909,0.0003216562093751213,0.0002280938056062278,3.092096380399393e-05
CRI1_q75_2020_spring,0.0006556830788385853,0.0013154984314616826,0.0005163446355124998,0.001183956716084889,0.0006892779050971345,0.00020326758706202836,2.5753197813278103e-05
B05_q75_2021_spring,0.0006504381928110407,0.0005172789034107731,0.00020677775270323698,0.001741602452874846,0.0003843330768108278,0.0010418427823729052,1.0794188693655036e-05
IRECI_std_2020_autumn,0.0006502335610024252,0.0007524588499931767,0.00026257162213110094,0.0017805940057118508,0.0010601524475155838,7.650975587153981e-06,3.797346507568574e-05
NDRE1_mean_2020_summer,0.0006477789538085389,0.0031668501251225895,0.0002543181793807067,3.172549593948763e-05,0.0001890236198114588,0.0001988907607492227,4.586554184776853e-05
SAVI_q25_2020_autumn,0.0006453314204715755,0.000506304493027011,0.0005689234734823748,0.0013555224933495223,0.0012553687935364412,0.00015064333349003282,3.5225935944070865e-05
NDRE1_q25_2021_autumn,0.0006396579670518973,0.0012163862561795327,0.00041576519106407067,0.001266143680654549,0.0008677583746099074,5.704490995784189e-05,1.4849389845482276e-05
SAVI_median_2021_spring,0.0006349673411831646,0.0007131948320429463,0.0007036680652285968,0.0003604318983993305,0.0019519615943626432,7.359067572673221e-05,6.956981338738521e-06
TC_wet_std_2020_spring,0.0006299167640146096,0.00042514351777124136,0.001474745474274724,0.00040676989996797023,0.0008065576637248421,0.0003957125370654737,0.0002705714912834063
NDTI_mean_2020_summer,0.0006268591448669497,0.00022806954403737165,0.0014369769571417927,0.0014578729818721544,0.0004217510984111092,0.0002112897394929236,5.194548246346805e-06
NDTI_median_2020_autumn,0.0006191723512477429,0.0005372658245602947,0.0008570439459391054,0.0009240980286624075,0.0013162239968697157,7.869754784785478e-05,1.7047636070789244e-06
B07_std_2020_spring,0.0006179606800419736,0.0013962570483872895,0.00030661455512256134,0.0016559122063792343,0.00031180245786362263,1.704983317139139e-05,2.0127979327741916e-05
NDVI_median_2020_autumn,0.0006173625228124707,0.0005214867906483375,0.000225273845154782,0.00010538008218972148,0.0027869263932248445,5.8488242000952446e-05,6.619783656186829e-06
NDVI_std_2021_spring,0.0006126932800214277,0.0008819909983055661,0.00038960999607795673,0.0008893006996929628,0.0012600521631656865,0.00019282841486236403,6.237740802403013e-05
TC_green_mean_2021_autumn,0.0006017275836891835,0.002090099296457503,0.0007814746307130856,0.0004963714284190235,0.00020425232553477794,3.5001789300209826e-05,3.166031710501378e-06
NDRE1_q75_2021_spring,0.0005976081134084422,0.00016693024903247599,0.0002586025167554547,0.00038758009538219194,0.0024882366872515773,0.0002704344720836413,1.3864659945311445e-05
B07_median_2021_autumn,0.0005953108725450764,0.00045290914808762456,0.0002635543172460044,0.0025403583769173636,0.00029833433567590264,1.0528383104427125e-05,6.180674239135428e-06
SAVI_q75_2021_spring,0.0005935311211062663,0.0001353340866499381,0.001642330172961791,0.00025631936020409623,0.001453947800245896,7.044071675297617e-05,2.814589822900342e-06
TC_green_mean_2020_summer,0.0005855869557685035,0.00045414631761638913,0.0002933086716880741,0.002424171078259237,0.00020305507690678606,0.00012669501699098644,1.214557314954831e-05
NDTI_mean_2020_autumn,0.0005826373327492415,0.00023144384729917937,0.00020005899807185016,0.002616779667076423,0.00037939797484725816,6.132801615475057e-05,6.815493045987434e-06
CRI1_q75_2020_summer,0.0005803092777760399,0.001916464563578524,0.0008309770164018096,0.0004565776237797002,0.00020971500087384572,4.738700393301533e-05,2.073445808934438e-05
B05_q75_2020_autumn,0.0005784458575314213,0.0020482444823253267,0.0001528266973622864,0.0003961928664090466,0.0006743909230407326,0.00017043887580366342,2.8581300247472602e-05
NDRE1_q75_2020_spring,0.0005760577666435939,0.0010149506431422187,0.0007639127988741716,0.0005368500303112814,0.0007924601340111166,0.0003196332818357357,2.8539711687039954e-05
NDRE1_median_2020_autumn,0.0005720423101112853,0.001091704148654299,0.0002487332987958398,8.606666217226365e-05,0.0018463663714624536,0.00012677784860061354,3.260553098224224e-05
TC_bright_std_2020_summer,0.0005711129807601931,0.001253518836859387,0.00030891380468666356,0.001073025355215841,0.0006707347168080468,4.784323981527164e-05,7.264193117594862e-05
NDTI_q75_2021_autumn,0.0005664250913827788,0.00036632272487244867,0.0017588819850945607,0.001068555104418367,0.00016585536810297618,1.3117374353838227e-05,2.5817991454481374e-05
TC_green_mean_2021_spring,0.0005575525880710911,0.0002080239711980346,0.0006470906090679004,0.00017840832971079013,0.002083584753994243,0.00016437034887173876,6.383751558383877e-05
CRI1_mean_2020_autumn,0.0005547734446249566,0.0010051108586549883,0.0012494513255341436,0.0007667357860926862,0.00023414818219221633,1.7797547229001323e-05,5.539696804670416e-05
B05_std_2021_autumn,0.0005517616581133374,0.0004496827860386972,0.0017810425917064608,0.0003801577959567313,0.0005494186379652329,0.00013315399093011512,1.7114146082786586e-05
SAVI_q75_2020_spring,0.0005508122455770203,0.0001533256522037191,0.0006217316081866337,0.00010899718014745635,0.0023424918030730897,6.329628030698796e-05,1.5030949544235558e-05
IRECI_std_2020_spring,0.0005501107398186606,0.00042319234045326505,0.00029539447996890326,0.0018850039787212296,0.0005524506789619213,0.00010870954227206974,3.59134185345746e-05
TC_green_std_2021_spring,0.0005477476403429994,0.000504596048634233,0.00021872724529105406,0.0012334570414374772,0.0010756780635378974,0.00021131323763268447,4.2714205524650546e-05
TC_green_std_2020_spring,0.00054605451551523,0.0008439215270897711,0.0009556209052796137,0.00044003631144383647,0.000524003339638541,0.0004718904627653902,4.08545468742276e-05
