feature,mean_abs_shap,shap_tree_cover,shap_grassland,shap_cropland,shap_built_up,shap_bare_sparse,shap_water
B03_mean_2021_autumn,0.0017001242346802975,0.004425901478221531,0.0032447011176830612,0.0012474426553578674,0.0011618203692716873,6.348728348696173e-05,5.739250406067551e-05
NDRE1_mean_2021_summer,0.001695992009111761,0.004574012919524499,0.0032099850566664942,0.0009911294330182915,0.001285081836823411,5.8434357008787235e-05,5.730845162908152e-05
B05_mean_2021_autumn,0.0016951037846929912,0.004780298828381172,0.0020085434632182673,0.0007349723890218724,0.0024879714524546114,0.00013052121274525192,2.8315362336771927e-05
TC_green_mean_2021_summer,0.0016896620375849807,0.001532216643673156,0.0029989511090435907,0.0016905660751460635,0.0036134458675902035,0.00020417275125968271,9.861977879718698e-05
NDVI_median_2020_autumn,0.0016805863332385814,0.0016766348377249905,0.0038508682786680053,0.0008355853366726488,0.0036293266054818344,2.8222256496717998e-05,6.288068438729362e-05
B04_min_2021_summer,0.001661981339510592,0.00451855662676767,0.0013287507080913643,0.0022966869857104313,0.0016815473499944824,9.559133734848399e-05,5.075502915111948e-05
B03_q25_2021_summer,0.001649438425547373,0.004686665790466952,0.003495818911063268,0.000565657111484333,0.0010177202572964489,5.767713697431571e-05,7.309134599892043e-05
LBP_u8_9_2021_autumn,0.0016469400902525313,0.0033216654427044457,0.0022708157182609492,0.0013539287969671048,0.0026331143535510007,0.00018231883543429078,0.0001197973945973957
NBR_q75_2020_spring,0.0016133562274332665,0.0034464674806866415,0.0012229079530359003,0.001891245561874183,0.0030130927674898544,7.84815151057438e-05,2.7942086407274905e-05
B12_median_2021_summer,0.0016114261604796235,0.0020748138344494826,0.002374092677007655,0.0007178220334380746,0.0043550112014070445,9.091478398786919e-05,5.59024325876142e-05
NDRE2_q75_2020_spring,0.0015982740679883866,0.0015421861054508337,0.003838779614201721,0.0011221211690003595,0.002848166373781775,0.00011765188928289926,0.00012073925621273192
NDVI_median_2021_autumn,0.0015979942135798352,0.002043661203319895,0.0019405690831331116,0.0008892107472262235,0.0046506202787397,2.216753121384892e-05,4.1736437846229794e-05
NBR_mean_2021_summer,0.0015896024085545538,0.0014983522011450601,0.0020628609982138004,0.0013377593277770407,0.004479089443449524,5.986494432744352e-05,9.968753641445304e-05
B05_median_2021_autumn,0.001589020403203722,0.004375358235122582,0.002327908414142174,0.0006681608751096538,0.0019927390001158057,0.00013420133476450905,3.575455996760693e-05
NDVI_median_2021_summer,0.0015847220889167266,0.0029321533805315666,0.0006240848042763829,0.001266724199974109,0.004610050177826782,3.624382574022408e-05,3.9076145151293705e-05
NDRE1_median_2021_summer,0.0015737245676629484,0.004620192224381894,0.0015856096303608228,0.0005051572700012657,0.0026240217184581457,5.1271020624281875e-05,5.609554215128125e-05
B03_min_2021_autumn,0.0015588715434479209,0.004093186198825479,0.0024947697514965234,0.0016223944893356986,0.0009653764058527686,9.179941603143594e-05,8.570299914561912e-05
TC_wet_std_2020_autumn,0.001554749771738218,0.0041168972325264334,0.0017476496698600272,0.0005328267730742731,0.0027996457763634877,4.2826907978018435e-05,8.86522706270684e-05
B04_max_2020_autumn,0.0015489441189018912,0.0027644947079939744,0.002882527103212155,0.0014533413131640762,0.00207991221512669,5.151964476796081e-05,6.186972914649114e-05
B8A_q75_2020_summer,0.0015411383297607364,0.0022871105587865754,0.0007088232797307282,0.0017393625018796103,0.004428764485222509,3.019454906483104e-05,5.257460388016565e-05
B02_q25_2021_autumn,0.0015405705911728056,0.002201054244429813,0.002054752440058324,0.0024124444380975037,0.00241524918321739,0.00010695471538363534,5.296852585016573e-05
B03_median_2021_autumn,0.0015388501611074813,0.004216827562515255,0.003204397895186802,0.0006524444989803411,0.0010596578838604966,6.83935277385733e-05,3.137959836341914e-05
B8A_mean_2020_summer,0.0015364658273024155,0.002795163292580925,0.0004780638967544907,0.001732467667929052,0.004160412493555057,1.9215017005828008e-05,3.3472595989139063e-05
B05_q25_2021_autumn,0.001533215172010021,0.0038983450486724173,0.002458125932318193,0.0012643317226274748,0.0013507140564894618,0.00015735345144208732,7.042082051049087e-05
B12_min_2021_spring,0.001524489081306659,0.0019250473421694055,0.0021306912846749603,0.0019329518852134323,0.002754634319024564,0.00010670401825825222,0.00029690563849933975
B08_min_2021_autumn,0.001518266201567491,0.0035268055432900445,0.0010026218723766629,0.00047828510182566835,0.0038559719302094187,2.855833953452987e-05,0.00021735442216862081
NBR_median_2021_summer,0.001516867881674715,0.001488459566179236,0.0028477603351523555,0.0004988965898866906,0.004167836662026055,6.711052745893734e-05,3.114360934501698e-05
NDRE2_q25_2021_summer,0.0015154405163444436,0.002426638015996675,0.0024520400027534927,0.0020871485507513803,0.002061359246696634,1.7407506477972827e-05,4.8049775390507004e-05
B12_median_2021_autumn,0.0015092913665722893,0.004074168417602587,0.0012128600309002232,0.00035369122541165034,0.0033332266878844754,3.933711050771132e-05,4.246472712709064e-05
NDRE2_q75_2020_summer,0.0015074503487585381,0.0015157782698755242,0.001842074146065601,0.002323069662616765,0.003281414719296878,4.632401571903217e-05,3.604127897742863e-05
NDWI_mean_2021_autumn,0.0015051992802205827,0.004169256440495466,0.002248348267749341,0.0014284029364861305,0.0010151690026022173,2.9698895080433165e-05,0.00014032013890990876
NDVI_q75_2021_autumn,0.0015026621022572835,0.001339078576242038,0.00412050795445163,0.0007680841822646883,0.002716734327115893,3.0744135912461585e-05,4.082343755698913e-05
NDWI_mean_2020_autumn,0.0014936278603647861,0.004379373297674066,0.001857410676518972,0.0007885917074448627,0.0018131192609737359,2.0879855567015917e-05,0.00010239236401006236
NDRE1_median_2020_autumn,0.0014833119679069997,0.003883362372181427,0.0004634753000888285,0.00016122777019325518,0.004295986540570396,2.6372483634811823e-05,6.944734077327964e-05
B12_median_2020_autumn,0.0014831036347856318,0.004039294730218522,0.0008301558965500988,0.0009870621488844208,0.002916018055588605,8.473639471949348e-05,4.135458275265284e-05
B11_max_2020_spring,0.0014754264377902966,0.002599808085392717,0.00397467956739592,0.0012119901605679524,0.0008488411735939904,0.000159280534662102,5.795910512909683e-05
NBR_mean_2021_spring,0.0014752140733200172,0.0012405184232778521,0.003349862653299902,0.0018748107991253845,0.0023169515900377715,3.022465077273146e-05,3.8916323406460633e-05
NDRE2_std_2021_spring,0.001472643705820427,0.0014435483021959638,0.0030916068316611963,0.0024610834978611613,0.0015455116305425033,7.525431595085869e-05,0.0002188576567108772
TC_wet_std_2020_summer,0.0014696873667383954,0.0037895265345840898,0.002710841653621538,0.0005384060339991203,0.0016520561523957226,4.447030075146028e-05,8.28235250784423e-05
SAVI_q75_2020_autumn,0.0014622807129969718,0.0020774588289048687,0.0034753906444206033,0.0007816737008499057,0.002349107791013774,3.9116840604393455e-05,5.093647218828497e-05
NDVI_mean_2021_autumn,0.0014588849204542175,0.002371897170431741,0.002004929053224859,0.0005996231796864146,0.0037155431758715725,2.0092861557131705e-05,4.12240819535844e-05
TC_green_std_2020_autumn,0.00145098698600146,0.002155488387733994,0.0022115100220998327,0.0019870145897139496,0.0022530959600391147,4.9013916655495574e-05,4.9799039766373315e-05
B02_q25_2020_summer,0.001431820868311033,0.003341149075752874,0.001899529286034806,0.002119024125786521,0.0011204041751323227,9.032972319107902e-05,2.048882396859663e-05
NBR_median_2020_autumn,0.0014313431238233516,0.003788627138475688,0.0005092474124469349,0.0014117804237174412,0.0027811573940987586,6.30003825271512e-05,3.424599167413507e-05
TC_wet_std_2021_summer,0.0014309847409990498,0.002998829023003588,0.003318141413073943,0.0007611756519458453,0.001162850084489773,4.978688508389089e-05,0.00029512538839725807
B8A_max_2020_summer,0.001430305276876408,0.002248742095556884,0.001447236841074072,0.0007526576076957735,0.004026832658182452,7.772518984730937e-05,2.8637268901957427e-05
B12_q75_2021_summer,0.0014299698058745029,0.0022075435224538555,0.002090325235988405,0.00031972721646075054,0.003854018507670857,5.9752486519145886e-05,4.845186615400226e-05
B03_median_2020_autumn,0.0014280973910756663,0.00371327451405375,0.0021378964533271933,0.0012847918537258062,0.0013495417421316312,4.916982255935722e-05,3.3909960656260585e-05
B03_min_2020_spring,0.0014220081325190743,0.0018942617513747133,0.003496288186034895,0.0006905756481354433,0.0022858708771110988,5.8514989647520375e-05,0.00010653734281077372
B8A_max_2020_spring,0.0014209363564738158,0.0033673433153964686,0.003914880816673492,0.00036668773646607853,0.0008164520957400305,1.8880759098211412e-05,4.1373415468614256e-05
NDRE1_q25_2021_autumn,0.001419990800267671,0.004004404655293456,0.001240692403166971,0.0012518720503672562,0.0018509408735130491,4.901086843513227e-05,0.00012302395083016356
B04_q25_2020_spring,0.0014181636108916045,0.0033371987942400223,0.001764977475898313,0.0019867842117262703,0.0012648051830370182,0.00012932063828338292,2.5895362164619395e-05
NDWI_q75_2021_autumn,0.0014170858184702683,0.003932807714510358,0.0018808867317722658,0.0011065711493782892,0.0014409054680170612,3.524006853043621e-05,0.00010610377861319994
NDVI_q25_2020_autumn,0.0014136894910441612,0.0017191142262214622,0.0029261489068606035,0.001081353392846084,0.002633223202779458,2.57332757616056e-05,9.65639417957529e-05
NDRE2_mean_2021_autumn,0.0014108267510422202,0.002898619338751392,0.0013813512581759562,0.0006605342727624156,0.0034666057468976715,2.6094610138815605e-05,3.175527952706889e-05
B12_std_2020_autumn,0.0014090788119140545,0.0018903848222248173,0.00235353281444848,0.0016165941613114853,0.0023482688745838404,7.883687485706074e-05,0.00016685532405864284
B8A_median_2020_spring,0.0014068535366596761,0.002678808603831725,0.0032325875418479535,0.0009354227589318357,0.001564284594215564,1.2017911595669182e-05,1.7999809535309337e-05
NBR_q75_2021_summer,0.0014057345818457923,0.0012470242716791746,0.002468735271791118,0.0013038770807426358,0.0032671207387983286,7.420248375610607e-05,7.344764430739097e-05
B03_min_2020_autumn,0.0013924451698375442,0.003479262676581711,0.0014118079980779197,0.0013829484035574517,0.0019718930422131633,6.42955817023568e-05,4.446331689266082e-05
NDRE1_q75_2021_autumn,0.0013879007124679937,0.0040145175719633365,0.0016683966686435849,0.00042206653316924445,0.0020308758603773862,8.809949473400077e-05,0.00010344814592040898
NDRE2_q75_2021_summer,0.001384278235986417,0.0013775365091458127,0.003669521229121853,0.0011903694904287002,0.0019645936523510327,4.659006882856053e-05,5.7058466042541745e-05
B05_mean_2021_summer,0.0013823517053975496,0.003768636045271209,0.002211315091930597,0.000782457844889922,0.001367178757373845,0.0001276739882096601,3.68485047100637e-05
NDRE1_mean_2021_autumn,0.0013822049819065365,0.003994291624163976,0.0018955315982208299,0.0009984232782996134,0.0012949953191575554,4.111645347537635e-05,6.887161812186711e-05
B12_q25_2021_autumn,0.0013744809053641421,0.002538474630767295,0.0013676308665187635,0.0014208497105129363,0.0027951794053363865,6.804094242062759e-05,5.6709876628845254e-05
B12_q25_2020_spring,0.0013735887649871132,0.0029153212166716375,0.0007776736786268952,0.0022978428384911273,0.002025974605688211,0.00014435341333607322,8.036683710873515e-05
TC_wet_mean_2020_spring,0.0013686976156584178,0.0032165285812636633,0.0018338988003513384,0.0017503487978341107,0.0012492033569311677,2.9946610013313575e-05,0.00013225954755691308
B07_q75_2021_spring,0.0013677181549395323,0.003109436172074059,0.003976864628709483,0.0005172185893106277,0.0005507730347564396,2.2278299108560957e-05,2.9738205678023114e-05
TC_green_mean_2021_autumn,0.0013649177263360412,0.0023644355314448406,0.0019641317011010353,0.0018227021995503414,0.001669705306931122,0.00027938942037735164,8.914219861155576e-05
B04_q25_2020_autumn,0.0013628279237336413,0.0019190912142013595,0.0027473984242720557,0.0009644129690887994,0.0024008345201192312,5.303863303613847e-05,9.21917816842626e-05
NBR_q75_2021_spring,0.0013606974697727738,0.0016914821788183813,0.0023619967918066267,0.0021373179998973747,0.0019157716333298438,3.5043097918142734e-05,2.2573116866273893e-05
B02_median_2020_summer,0.0013603407938568874,0.0034354031989715537,0.0018650159507889663,0.0016419737150200806,0.0010477843157896374,0.0001269258071777011,4.494177539338626e-05
B02_median_2021_summer,0.0013565502478108775,0.001017963569503034,0.0008255393175734423,0.002582240495485286,0.003417198007379256,0.00023053411220476627,6.582598471948144e-05
B08_q75_2021_autumn,0.0013488198232070733,0.003832871851720607,0.0029310297404446938,0.0004163676536062947,0.000828069264515937,4.0946923070364906e-05,4.363350588454194e-05
B04_q25_2021_spring,0.001347967086043171,0.003582594735305572,0.000922473732449833,0.0017562591823181023,0.0016311695539012944,0.00015322878093212964,4.2076531352093864e-05
B11_std_2020_summer,0.001347503586881844,0.0032560340973774114,0.001226682688273459,0.0022047602766593756,0.0011878086640074645,0.00013567387792259476,7.406191705075862e-05
SAVI_mean_2020_autumn,0.00134698534142204,0.001324326717166224,0.002163737510115852,0.0008914065334534718,0.0036087107552793896,3.537197957200186e-05,5.835855294529964e-05
NBR_mean_2020_autumn,0.0013463390488564434,0.0036859201603607725,0.0004982483469849044,0.0016243414099316369,0.002196665176923801,4.7036823796944026e-05,2.582237514060168e-05
NDRE2_std_2020_summer,0.00134249026440151,0.0019242167994335789,0.0016752169402728643,0.0007017072876376372,0.0035943848664057605,1.536932674188584e-05,0.00014404636591733153
SAVI_q75_2021_autumn,0.0013399515151453192,0.0015270176480390839,0.0036830339039326913,0.0003451694991177378,0.0024271759076573804,2.1094600547445244e-05,3.6217531577577626e-05
SAVI_median_2021_autumn,0.001333692335552963,0.0015197053506183073,0.0026288133536462336,0.0002748186715488136,0.0035288147666220175,2.6311383452117615e-05,2.369048743028769e-05
NDMI_q75_2020_autumn,0.0013331413099268224,0.003194904667475424,0.003388250402081125,0.0004965927129112123,0.0008571538845612234,3.522381744231098e-05,2.6722375089637575e-05
B8A_q25_2021_summer,0.001327843929008504,0.0025785180521101657,0.0005543972998696885,0.0009782821982664044,0.0037636047750813466,3.8691038375455536e-05,5.357021034796154e-05
B04_min_2021_autumn,0.001316737742652668,0.0016692302122508433,0.0019386968810921827,0.002655239888434115,0.0014665189213927804,0.0001368278680619717,3.391268468411545e-05
B8A_median_2021_summer,0.0013148559201228635,0.003205074950729614,0.0007788719226984884,0.0007122417665779336,0.0031371507008309605,1.801149369514837e-05,3.778468620503418e-05
B8A_median_2020_autumn,0.001313735160983619,0.001349775021983152,0.0017513684841387691,0.0008975664448499936,0.0038097413305535413,3.666680135386384e-05,3.729288302239512e-05
NDVI_range_2021_summer,0.0013097431666555007,0.0033403445847030267,0.0010545828548885034,0.0012145865569416958,0.0020770533547414902,7.245417378913144e-05,9.943747486915801e-05
TC_green_std_2021_summer,0.0013020573268456724,0.003655850631048072,0.0011458337476103776,0.001208109565961088,0.001700002791023541,8.151836314248885e-05,2.1028862288465626e-05
B12_median_2021_spring,0.0012993745100130106,0.0012432463125981899,0.0030953457099247884,0.0013195587128117879,0.0020026075788653866,9.756307186527534e-05,3.792567401263394e-05
B11_q25_2020_autumn,0.0012919279828182875,0.0028749131969388157,0.003331063895322151,0.0004170008028118343,0.0010201050034473781,4.991773327916681e-05,5.856726511037937e-05
SAVI_q25_2021_autumn,0.0012817668838629285,0.0011343065025375115,0.0030108677376212267,0.00030800343323513684,0.0031689743776144607,3.1021804965995485e-05,3.74274472032413e-05
B02_mean_2021_summer,0.0012766882432756214,0.0012714944161065444,0.0006592633245392,0.0020277563124605326,0.003508897861389141,0.0001482660083075794,4.445153685073116e-05
SAVI_q25_2020_autumn,0.0012659974371984019,0.0019908435376021416,0.0034111809625115763,0.00030958075911730336,0.0017965607931772468,2.4587293040363883e-05,6.323127774177944e-05
NDVI_mean_2020_autumn,0.0012652218656487673,0.0013538167993448944,0.0026306714598919264,0.000845759218745208,0.0026635905550200277,4.418972663780847e-05,5.330343425273823e-05
LBP_u8_7_2020_spring,0.0012644320205922007,0.0034641958422480914,0.0020419261820813694,0.0005279203607554386,0.001447234315681085,3.26469411649275e-05,7.266848162229268e-05
B12_min_2020_spring,0.0012628477535444336,0.0031811348795286252,0.0008872027519756109,0.0013968062298829302,0.0018490472727398595,5.115084875568724e-05,0.0002117445383838884
B07_std_2021_spring,0.0012608391401051427,0.0016230813414202792,0.0034508797608891707,0.0009671161637747022,0.0013681174215647493,4.6870485179475084e-05,0.00010896966780247927
NBR_median_2021_autumn,0.0012584550551579682,0.0014291167138808752,0.0015649383452324124,0.0009952223706281218,0.003417958330243518,0.00010007106843245897,4.342350253042258e-05
B04_min_2020_spring,0.001258347531477582,0.0025289570660981817,0.0009677330400826264,0.002682551888191065,0.0011785798358450528,0.00016156682205106893,3.069653659749688e-05
NDVI_q75_2020_spring,0.0012518651147486466,0.003516038782805134,0.0007865658897476966,0.0012321321380531767,0.0018323170481964986,6.326980091042651e-05,8.086702877894588e-05
B07_max_2020_spring,0.0012495635339197346,0.003246890165084566,0.0018646805493624783,0.0015194036482771324,0.0008054465253526524,3.003010733358058e-05,3.093020810799827e-05
B12_mean_2021_spring,0.0012470738168132323,0.0014240915571453404,0.0017503070374911,0.0023695064833367105,0.0017639092779692873,0.00013539980135321027,3.922874358374619e-05
B12_max_2021_spring,0.0012453334011364922,0.0012771976264187386,0.0007433371308941678,0.0031760644997875795,0.0021033163909483523,0.00012318098394051424,4.890377482959978e-05
B03_q25_2020_autumn,0.0012432291278609718,0.0032349707243519454,0.003045144225152746,0.000320412295829057,0.0007887770177453065,5.094228146248372e-05,1.912822262429215e-05
B12_q25_2020_autumn,0.0012427740063316818,0.003307830587150013,0.0007745460221671845,0.0010227875785920632,0.0022428844007357077,7.848589607717658e-05,3.0109553267944563e-05
B02_q75_2021_autumn,0.0012424659761536634,0.0008859210031214566,0.0009886952644812229,0.002170381042343168,0.0031239783179009893,0.0002080292785123578,7.779095056278701e-05
NBR_median_2021_spring,0.0012421324663686613,0.0018573461285522658,0.0033727150841727283,0.0005966510946620892,0.0015043055944407345,3.60349180873147e-05,8.574197829683516e-05
B05_q75_2021_summer,0.001241621151671166,0.002794753152777195,0.0010186073352221,0.0016322754730934664,0.0017965484587120783,0.0001830888341795459,2.4453656042609507e-05
B08_max_2021_summer,0.0012398838472635855,0.002542182507111185,0.0015323618571436832,0.0021490006111330472,0.001141280862535569,4.162565728500212e-05,3.2851588373025825e-05
LBP_u8_0_2021_autumn,0.0012395827954574637,0.0035095846788595203,0.0012783290610462862,0.0008000121488570797,0.0017356881668665833,9.197987416195663e-05,2.190284295335706e-05
NDVI_mean_2020_spring,0.0012386351661916497,0.0031399089650850885,0.0020558322078965464,0.001264111697659455,0.0008670125990109496,5.5511713887159556e-05,4.943381361069935e-05
SAVI_median_2021_summer,0.0012369632976310164,0.0021348135475180545,0.0011977373764548702,0.0004486049701025149,0.0035760813075922837,3.10030238351634e-05,3.353956028321138e-05
B06_min_2021_summer,0.001227723084447445,0.0027396655527497315,0.001457886285777822,0.002038230908938838,0.0008647434191780478,1.795119341209624e-05,0.0002478611466281332
NDVI_range_2020_autumn,0.0012256114382861434,0.0019613096951707934,0.0009242797012543224,0.002490927510970808,0.001800059332569832,2.1654437404255668e-05,0.00015543795234684957
B8A_median_2020_summer,0.0012252093401507824,0.0014908246231493461,0.00047742299425152873,0.002063344839680637,0.003254382421362856,2.9457639096844035e-05,3.582352336348208e-05
B08_median_2020_spring,0.0012245036742793646,0.002339107442344776,0.0026413272993124843,0.0009824806290506067,0.0013162390520185436,3.6941980547616983e-05,3.092564240216e-05
B05_min_2021_summer,0.0012241226074266376,0.00259574488434562,0.002684996714153814,0.0008508170117511197,0.00111873747069798,4.6893538603380306e-05,4.754602500791245e-05
LBP_u8_0_2020_summer,0.0012233718415603576,0.0030475460133324818,0.0021711434044774376,0.0008226068466969741,0.0011011895621001037,6.123047208794998e-05,0.00013651475066719864
B11_min_2021_spring,0.0012147463106679478,0.001044171877147144,0.0015842241733965688,0.002513275334341028,0.001328628314557023,0.0001349917882756011,0.0006831863762903218
LBP_u8_6_2021_spring,0.0012146911717469575,0.0030286889303647348,0.002288548909050198,0.001022325572528562,0.0007675910227226456,0.0001230858692953111,5.790672652029471e-05
B11_min_2020_autumn,0.0012127575110499915,0.0024664349731096627,0.0019949043197394593,0.0016901955371049788,0.0009905407249295411,4.0154800483980854e-05,9.431471093232594e-05
B08_min_2020_summer,0.0012096367784160606,0.001566965066158882,0.0008357576599214546,0.0019692716106080783,0.0025035065718961623,4.3751759003950946e-05,0.0003385680029078342
NBR_mean_2020_spring,0.0012096193262310215,0.002218087629286854,0.0013347211422227996,0.001557075591050264,0.0020545842852471097,6.0738520090820264e-05,3.250878948827985e-05
B04_min_2020_autumn,0.0012095470223176972,0.0016965040243962144,0.0020337843103435164,0.0005974448518164957,0.0027894122914049616,7.812832284342142e-05,6.20083331015737e-05
B8A_std_2020_autumn,0.0012052700698306994,0.0025097353127463257,0.002062631271975311,0.001366972964013506,0.001209264899543631,3.638620275500783e-05,4.662976795041549e-05
B08_std_2021_spring,0.0012048807826144513,0.0015505365589651274,0.0031310688171747344,0.0010687985652653815,0.0011631339040340165,6.737402908666066e-05,0.0002483728211607883
B03_median_2021_summer,0.0011970840484639665,0.0033892355849067402,0.0024212654576273836,0.0002912783787475031,0.0010024322594657613,5.416096429541952e-05,2.413164574099133e-05
B04_median_2021_spring,0.0011874276577618639,0.0019311830006231514,0.0012452236203402036,0.002149789925082161,0.001584514686013339,0.0001676713907645833,4.61833237477444e-05
B12_std_2021_summer,0.0011868353518266843,0.002849697662521132,0.002511935976607361,0.0007667860594287788,0.0008929725790161634,4.626102412778021e-05,5.3358809258890544e-05
NBR_median_2020_spring,0.0011856645560687112,0.002137524022931546,0.001370196489389285,0.00041515055764255614,0.0030903924099624247,5.855562943127382e-05,4.216822705518271e-05
B07_q25_2020_summer,0.001185359548457595,0.002213920545424082,0.002088992861408923,0.0012925857750567893,0.0014398670902063951,2.3327691569509757e-05,5.346332707987111e-05
B07_mean_2020_spring,0.001184773054184644,0.002635160838466369,0.001378605886661585,0.002126880251174832,0.0009299371807589555,1.0685274359811295e-05,2.7368893686310145e-05
B8A_min_2020_summer,0.0011798378425707415,0.0016909371624254294,0.0008907938629154898,0.0018373045930653472,0.002590435298332465,2.676543088719252e-05,4.27907077985244e-05
B03_q75_2021_autumn,0.0011797661405209968,0.003082617489763169,0.0014466257007099287,0.0012531164920544268,0.001221617867776835,4.8196365962286534e-05,2.6422926859333958e-05
B02_min_2021_spring,0.0011788549447514702,0.0016378207490231453,0.0017810699292855165,0.0006621315739396686,0.0028597857083045436,7.943295249150012e-05,5.288875546444694e-05
B8A_mean_2020_spring,0.001178345888809091,0.001578160930308933,0.0020346121215321852,0.001454926009538405,0.001972346905707846,1.4214393617612274e-05,1.5814972149563393e-05
