feature,importance_mean,importance_std
TC_bright_std_2020_spring,0.0027527411778767905,0.000624881398533267
B05_q25_2020_autumn,0.002735873063405355,0.0002574512511032227
NDMI_std_2021_autumn,0.002692997455596924,0.0013619403511475779
B06_mean_2021_summer,0.002685070037841797,5.084859634545199e-05
NDRE1_q75_2021_summer,0.002655208110809326,0.00017362789030572623
NDMI_std_2021_spring,0.002589106559753418,0.0004193775097431647
B11_mean_2020_autumn,0.0025876363118489585,0.00011143916152299081
B03_max_2021_summer,0.002557814121246338,0.00040664936801152623
BSI_std_2020_spring,0.0025416811307271323,0.0010535650696731238
TC_green_std_2020_autumn,0.002506077289581299,0.00016076048584094205
NDMI_std_2021_summer,0.002500335375467936,0.0003346175289088469
TC_green_mean_2020_autumn,0.002480785051981608,0.00023711838114731548
B03_median_2020_spring,0.0024367372194925943,0.00033512852504478545
TC_bright_mean_2021_summer,0.0024332404136657715,0.0001112595164781702
NDRE1_std_2020_spring,0.0024312734603881836,0.0004204515867336607
B06_median_2020_summer,0.002429485321044922,0.00035221939825382924
B03_q75_2020_summer,0.0024009148279825845,0.0005069179361848897
B02_max_2021_spring,0.0023925304412841797,0.0010363407919553762
B04_q75_2021_spring,0.002391676108042399,0.0004636942624139931
NDVI_q75_2021_spring,0.0023523767789204917,0.00040684057590652245
LBP_u8_6_2021_summer,0.0023499528566996255,0.0014040806471485735
BSI_std_2021_summer,0.002320408821105957,0.000585934560829128
B11_median_2020_spring,0.0023163159688313804,0.0003144977552513299
B05_min_2021_autumn,0.002310077349344889,0.00012723424893547707
NBR_std_2020_autumn,0.0022954543431599936,0.0003311160759196372
B04_mean_2021_summer,0.0022870898246765137,0.0005984802169351491
B02_max_2020_spring,0.0022695461908976236,0.002403602813417373
B04_std_2020_spring,0.0022683143615722656,0.0008997711594303002
B02_max_2020_summer,0.0022452672322591147,0.0011631672289150769
TC_green_mean_2020_summer,0.0022062460581461587,0.0002252944998099411
B8A_max_2020_autumn,0.0021992127100626626,0.00028205643992332285
B06_std_2020_autumn,0.0021553834279378257,0.0010231979737047963
TC_wet_mean_2021_spring,0.0021196206410725913,0.000639319070385648
B06_q75_2021_autumn,0.0021136601765950522,0.00011478226980280534
NDBI_std_2021_spring,0.0020961364110310874,0.0003850692077134336
B08_median_2021_spring,0.002095679442087809,8.470159541806048e-05
B04_median_2021_summer,0.0020657777786254883,0.0002919962662955456
B02_max_2021_autumn,0.0020592808723449707,0.0007555932326220771
B03_mean_2021_spring,0.002047260602315267,0.0002521795874899817
LBP_u8_2_2021_autumn,0.0020303924878438315,0.00015051854100545513
B06_max_2021_summer,0.0020215710004170737,0.00026965062830584374
B08_median_2021_autumn,0.0020036697387695312,9.434454440846925e-05
B02_std_2021_spring,0.001977423826853434,0.0009542499388716357
B03_max_2020_spring,0.0019759734471639,0.00045770067219102155
B05_q75_2020_spring,0.0019266406695048015,0.0004102504532348665
NDRE1_q75_2021_autumn,0.0019246141115824382,0.00021516988553623424
B11_q25_2021_summer,0.0019136667251586914,3.9375293311055885e-05
NDRE2_mean_2020_spring,0.0018902023633321126,0.0006648691955743897
TC_wet_std_2021_autumn,0.0018879175186157227,0.000761705558099499
B05_q75_2020_summer,0.0018854935963948567,0.00017115424592695563
B02_q75_2020_spring,0.0018628239631652832,0.00013917502038563527
NDVI_median_2021_summer,0.0018627444903055828,0.0005793616938587025
NDRE2_q75_2021_autumn,0.0018482406934102376,0.0002716150214255528
B06_q75_2020_summer,0.0018253127733866374,4.4281513283853285e-05
B11_median_2020_summer,0.0018117825190226238,0.00016453427436100192
B02_std_2020_spring,0.0018081267674763997,0.00026828223133636587
B03_mean_2020_summer,0.0017961661020914714,0.00033946865743303075
B11_median_2020_autumn,0.0017682115236918132,0.0004963831070684193
NDRE1_q75_2020_spring,0.0017510453859965007,0.0002961857350263083
B03_q75_2021_summer,0.0017459988594055176,0.0007554316334418759
B8A_std_2020_autumn,0.0017422835032145183,0.0006158600982984397
NDMI_q75_2021_summer,0.001732468605041504,7.44696529412399e-05
NDRE2_q25_2020_spring,0.001729885737101237,0.00014337909655542643
LBP_u8_7_2021_spring,0.001701335112253825,0.0001290425401945616
NDRE2_median_2020_spring,0.0016799569129943848,0.0005226036704999542
B03_max_2020_autumn,0.0016749898592631023,0.0002070003685306196
LBP_u8_3_2021_summer,0.0016720294952392578,0.0005071656426073767
B08_q75_2021_autumn,0.001655876636505127,0.00028459123006754217
TC_wet_std_2021_summer,0.0016055504480997722,0.0012374450477525005
B06_q25_2020_summer,0.0015882054964701335,0.00048590499323235324
NDWI_std_2020_spring,0.0015694697697957356,0.00034639964753578487
B8A_median_2021_spring,0.0015605489412943523,0.0002867332690233791
B08_mean_2020_summer,0.00153428316116333,0.0005373839894830931
B08_max_2021_autumn,0.0015194018681844075,0.0006402603306979109
B11_std_2020_spring,0.001514136791229248,0.0004183877919015007
TC_bright_mean_2021_spring,0.0015135606129964192,0.0010360728022705181
SAVI_std_2021_summer,0.001489857832590739,0.0007806320974412695
B02_std_2021_autumn,0.0014898379643758137,0.0003834073499634318
B07_min_2021_summer,0.0014717380205790203,0.00017068594842263333
NDVI_iqr_2021_spring,0.0014580090840657551,0.0003847947143789908
B04_max_2020_summer,0.0014469424883524578,0.00010421388016357198
BSI_std_2021_autumn,0.0014404654502868652,0.0008231469910129959
B05_std_2020_autumn,0.0014220674832661946,0.0008290812493500317
B05_median_2020_autumn,0.001420895258585612,0.00011664859270174608
LBP_u8_7_2021_summer,0.0014179150263468425,0.00044080515630812677
B03_std_2020_spring,0.0014111995697021484,0.0008161146074017446
TC_wet_mean_2020_spring,0.0014017422993977864,0.00022008203099095232
BSI_q25_2020_autumn,0.0013822118441263835,0.0007904088113965901
B02_std_2020_autumn,0.0013624827067057292,0.0007762196449979862
B03_max_2021_autumn,0.0013619263966878254,0.0007537115853367479
LBP_entropy_2021_summer,0.0013614098230997722,0.00024457660561683927
B06_median_2020_spring,0.0013571381568908691,0.0003959621416881562
B07_std_2021_spring,0.001352866490681966,0.0006724117199321274
B05_std_2020_summer,0.0013452569643656413,0.000292938495706738
B02_std_2020_summer,0.0013225674629211426,0.00023808978675291534
NDRE1_q75_2020_summer,0.0013222098350524902,0.0006252014146225292
B07_min_2021_spring,0.0013194680213928223,5.829376920688283e-05
TC_wet_std_2020_summer,0.0013153751691182454,0.00017564726183806544
SAVI_std_2020_spring,0.0013100107510884602,0.0003510040433385
B11_std_2021_spring,0.00129777193069458,0.00010183872923497402
NBR_median_2021_autumn,0.001295646031697591,0.0006104186146890042
NDRE1_std_2021_autumn,0.0012753009796142578,0.0001673058387901458
LBP_u8_2_2020_spring,0.0012639562288920085,0.0007474279261832569
NDVI_std_2020_summer,0.0012551347414652507,8.430373205738901e-05
NBR_std_2020_spring,0.0012498100598653157,7.33246370859103e-05
B12_q75_2020_spring,0.0012428760528564453,0.0004993368387447927
NBR_std_2021_spring,0.0012267827987670898,0.00030188313128531966
B06_q25_2021_spring,0.0012167493502298992,0.00016903730371118302
B04_median_2020_autumn,0.001215974489847819,0.0002750571805272365
NDMI_mean_2020_summer,0.001203914483388265,0.00036013069265555255
B04_q75_2020_spring,0.0011968413988749187,0.0010765378984806514
NDVI_std_2021_spring,0.0011805891990661621,0.0006381957634130979
B06_q25_2021_summer,0.0011788209279378254,0.0002372903770430282
B05_q25_2020_spring,0.0011620322863260906,0.00027510420465816544
NDBI_std_2020_spring,0.001156926155090332,0.0001786368075579518
NDRE1_q75_2021_spring,0.0011551380157470703,0.0004905389406305117
NDRE2_median_2020_autumn,0.0011460185050964355,0.000687322516344256
TC_green_mean_2020_spring,0.0011309583981831868,4.063376865899087e-05
NDRE2_mean_2021_summer,0.001130064328511556,0.000969390755064394
B04_median_2020_spring,0.0011152227719624837,0.0007467502075595693
NDWI_median_2021_autumn,0.001105805238087972,0.00014026172584784388
LBP_u8_7_2021_autumn,0.0010796785354614258,0.0009138876375952465
NDMI_std_2020_spring,0.0010649561882019043,0.00025310038905640013
BSI_q75_2020_spring,0.0010643601417541504,0.00012812249125267725
NDBI_q25_2020_autumn,0.0010560154914855957,0.0001901477168380935
NDRE2_q25_2021_autumn,0.0010477503140767415,0.0005313171460534103
LBP_u8_1_2020_spring,0.001022934913635254,0.00047153387806618644
B06_q75_2021_summer,0.001010596752166748,0.00024406652025167546
NDBI_q25_2020_spring,0.0010062058766682942,0.00027934112718793977
NDWI_q25_2020_summer,0.0010040998458862305,0.00026968166154676346
LBP_u8_1_2021_autumn,0.0009822249412536621,0.00014549346873208275
B06_mean_2020_autumn,0.000982046127319336,1.7753247865584863e-05
NDMI_q75_2020_spring,0.0009799400965372722,0.000116413190000936
B05_mean_2020_summer,0.000976840655008952,0.00011767996196671597
TC_wet_std_2020_autumn,0.0009581645329793295,0.0004324275758444443
TC_green_std_2020_summer,0.0009568730990091959,0.00018946182032183686
SAVI_std_2020_summer,0.0009423096974690756,0.00011751303584650165
SAVI_q75_2020_autumn,0.0009151299794514974,0.0001432967836512589
TC_green_std_2021_autumn,0.000906825065612793,0.00032960554061699823
B11_std_2021_summer,0.000906685988108317,0.0004614008047213747
SAVI_q75_2021_spring,0.000901639461517334,0.0003856952684318862
B8A_mean_2021_autumn,0.0008992950121561686,7.6919901211325e-05
NDMI_q75_2021_spring,0.0008853872617085775,0.0001004417360821621
BSI_mean_2020_spring,0.0008839766184488932,0.00012402869984021476
NDVI_median_2021_spring,0.0008759299914042155,0.00014872670222003997
NDMI_std_2020_summer,0.0008651415506998698,0.000638221066530818
B02_std_2021_summer,0.0008486310640970866,0.0007134191429904286
TC_green_std_2021_summer,0.0008458097775777181,0.00024773604610265514
B04_finite_frac_2021_autumn,0.0008439222971598307,0.000970407747459687
LBP_u8_5_2021_summer,0.0008383591969807943,0.0014549488965735669
NDBI_median_2021_summer,0.000837703545888265,0.00012019402693360428
NDWI_q75_2021_summer,0.0008308688799540201,0.0004183381064954949
LBP_u8_5_2021_spring,0.0008257031440734863,0.001165448393342519
NDVI_q25_2020_autumn,0.0008240739504496256,6.361632401424139e-05
B08_q25_2020_summer,0.0008153120676676432,0.0001339751314416498
NDWI_q25_2020_spring,0.0008109609285990397,0.00018258182332412447
B02_min_2021_spring,0.0008085370063781738,0.00037840454582533
BSI_mean_2021_autumn,0.000807483990987142,0.0002003171404790539
NDBI_q75_2020_spring,0.0007993578910827637,0.00039113283053921963
NDMI_q25_2020_spring,0.0007952253023783366,0.0002230104436613021
NDBI_q75_2020_summer,0.000782926877339681,0.00024170623605659355
B05_max_2020_autumn,0.000767966111501058,0.00018973849204385166
LBP_u8_6_2020_autumn,0.0007545948028564453,0.00010997408552846875
B04_q25_2021_spring,0.0007533033688863119,0.00013428174076702737
NDVI_q75_2020_summer,0.0007504622141520182,2.5665427516990656e-05
B08_median_2020_autumn,0.000746309757232666,0.00011977564861413585
NBR_q75_2021_summer,0.0007462700208028158,0.0003096833963632813
NBR_std_2021_autumn,0.0007355610529581705,0.00021580688049739282
NDWI_q25_2021_spring,0.0007350842157999674,0.00012941775156800312
NDVI_median_2020_autumn,0.0007265210151672363,7.278419471329956e-05
NDVI_iqr_2020_autumn,0.0007237792015075684,0.0002013884270672026
B08_std_2020_autumn,0.0007102489471435547,0.0007828328654829612
B08_q75_2020_spring,0.0007065335909525553,0.00018429986416789086
B11_q25_2020_autumn,0.0007045269012451172,7.259307412294577e-05
SAVI_median_2020_spring,0.000700533390045166,0.00023138492905375792
B08_mean_2021_autumn,0.0006977717081705729,0.0001749369167335161
B12_q25_2020_summer,0.000697016716003418,0.0001095819790383358
LBP_u8_3_2021_spring,0.0006952484448750814,0.00030648980490217574
NDRE1_q25_2021_autumn,0.0006941556930541992,0.0003564308053460051
LBP_u8_5_2020_spring,0.0006909370422363281,0.0004217680932872375
NDVI_median_2021_autumn,0.0006850560506184896,0.00014655447172740542
SAVI_mean_2020_autumn,0.0006823142369588217,0.00016634693765796806
SAVI_median_2020_autumn,0.0006794134775797526,9.636152650649274e-05
B08_q75_2021_spring,0.0006782809893290201,0.0003063740754912043
NDRE1_mean_2021_spring,0.0006673932075500488,0.00023128059982777767
NDRE1_median_2021_summer,0.0006659825642903646,0.0002707216865392832
NDWI_median_2021_summer,0.0006613334019978842,0.00033263879395960554
B08_median_2020_spring,0.0006539026896158854,0.0005533583965814808
B05_q75_2021_summer,0.0006533463795979818,0.00043241267770779745
B06_std_2020_summer,0.0006387829780578613,0.0004709000898536495
NDRE2_q25_2020_autumn,0.0006308356920878092,0.00018367739283605867
B03_q75_2021_spring,0.0006269415219624838,0.0001728720513401036
LBP_u8_8_2021_autumn,0.0006196697552998861,0.00033487088767903317
NDVI_mean_2021_autumn,0.0006129940350850424,0.00018844065607750656
B8A_q75_2021_autumn,0.0006086826324462891,0.00020491879230897606
NDVI_mean_2021_summer,0.0006075898806254069,6.0210119690445314e-05
NDVI_iqr_2021_summer,0.0006059010823567709,0.0003210605627812152
NDVI_mean_2020_autumn,0.0006042718887329102,0.00016497206855919374
SAVI_std_2020_autumn,0.0006027619043986002,0.0002857261631255792
NDMI_mean_2021_summer,0.0005943377812703451,0.00011709003726581158
B08_max_2021_summer,0.0005906224250793457,0.00010338635971480531
NDMI_q75_2020_summer,0.0005829334259033203,7.537427820792356e-05
B11_mean_2021_spring,0.0005715688069661459,0.00011195528790851742
B05_std_2020_spring,0.000568250815073649,0.0004355311416396676
SAVI_q25_2021_autumn,0.0005652507146199545,0.00027484968413686204
LBP_u8_2_2021_spring,0.0005628466606140137,0.0008351005407709461
SAVI_q75_2021_autumn,0.0005571842193603516,0.0002797367840402078
B11_min_2020_spring,0.0005449056625366211,3.543488194628126e-05
SAVI_median_2021_autumn,0.0005422035853068033,9.451580690268352e-05
BSI_q25_2021_summer,0.0005401968955993652,0.0004010653032020883
B08_max_2020_spring,0.0005344947179158529,0.00029608471687381585
B06_q25_2020_spring,0.000534355640411377,0.0002277105621070293
LBP_u8_8_2020_autumn,0.00052871306737264,8.615459607203924e-05
NDBI_q25_2021_summer,0.0005272030830383301,6.548925910769889e-05
NDRE2_q25_2021_summer,0.0005234479904174805,0.00041279328311582137
NDRE2_mean_2021_autumn,0.0005078315734863281,0.00021447115084860614
SAVI_median_2021_spring,0.0005074739456176758,0.00015032551382782985
NDRE1_mean_2021_summer,0.0005073746045430502,0.0002506295405555629
NDVI_iqr_2020_summer,0.0005041956901550293,0.0005627657648867077
B06_min_2021_autumn,0.0004900296529134115,3.2578590011392986e-05
SAVI_q75_2020_spring,0.0004877448081970215,0.0006533453180336349
LBP_u8_0_2020_summer,0.00046384334564208984,0.0007304861695165965
B07_q25_2021_spring,0.00045627355575561523,0.00013830878195450025
SAVI_q75_2021_summer,0.00045547882715861004,0.00010446618608653789
B12_std_2021_summer,0.0004490017890930176,0.00022870826990643164
NDMI_q75_2021_autumn,0.00044800837834676105,0.00032262140151731645
SAVI_q25_2020_autumn,0.00044687589009602863,0.00014724067998413983
B8A_min_2021_autumn,0.0004465182622273763,0.000354065026956983
B04_q75_2021_autumn,0.0004413922627766927,0.00027384470113125665
B03_q25_2020_spring,0.0004413723945617676,7.696993132157467e-05
B08_mean_2021_spring,0.0004402001698811849,0.00012069037715021999
B07_std_2021_autumn,0.0004369815190633138,8.405092342700352e-05
B06_mean_2020_spring,0.0004368225733439128,4.065279535432415e-05
B11_mean_2021_autumn,0.0004285176595052083,5.375718500114303e-05
BSI_q25_2020_summer,0.0004132787386576335,0.0001508182859569114
LBP_u8_9_2020_autumn,0.00039700667063395184,0.00045357299590171316
TC_wet_mean_2020_autumn,0.00039138396581013996,8.783916005853455e-05
NDVI_std_2021_summer,0.00038369496663411457,0.0008342614100497215
NBR_median_2020_spring,0.00038125117619832355,0.0002282875549700767
B8A_std_2021_spring,0.00036591291427612305,0.00053840397778954
NDRE1_mean_2021_autumn,0.00036485989888509113,0.000116168747576231
NDWI_q75_2021_spring,0.0003602902094523112,0.00036441035295888463
NBR_mean_2021_summer,0.00035683314005533856,0.00030180077711778735
LBP_u8_4_2020_spring,0.00035526355107625324,0.0007140231726924616
NBR_std_2020_summer,0.00035144885381062824,0.0010635975985399464
NDRE1_median_2020_autumn,0.0003428459167480469,0.00017766492622975426
B08_mean_2020_autumn,0.0003350973129272461,0.0002078799867709313
NDVI_q75_2021_autumn,0.00033420324325561523,2.8970105734121608e-05
NDRE1_median_2021_spring,0.00033138195673624676,0.00025481821641970814
NDBI_q75_2021_autumn,0.0003230174382527669,0.0001428303101195077
BSI_median_2021_autumn,0.0003229180971781413,6.489801483568712e-05
NDVI_q25_2021_spring,0.00032267967859903973,0.00012531663902235726
NDWI_q25_2020_autumn,0.00032011667887369793,4.3805597784966125e-05
LBP_u8_7_2020_autumn,0.00031606356302897137,0.0003435668127968519
NDVI_q25_2021_summer,0.0003140966097513835,0.0002216073777691593
B07_q75_2021_autumn,0.0003115137418111165,4.62954903174764e-05
B08_q25_2021_spring,0.00030875205993652344,6.646798984927154e-05
NDMI_q25_2021_autumn,0.000308374563852946,0.000157998428669095
B07_std_2020_autumn,0.0003064870834350586,9.540502482788256e-05
B8A_max_2021_spring,0.00030624866485595703,0.00016407265956978838
NDBI_q75_2021_spring,0.00029853979746500653,0.0001842721227487637
NDBI_mean_2020_summer,0.00029798348744710285,0.00014494353969766899
LBP_entropy_2020_autumn,0.00029520193735758465,0.00047472307413179643
NDBI_median_2021_spring,0.0002930363019307454,0.00015463874447980345
NDMI_q75_2020_autumn,0.00029154618581136066,0.00021147360800600028
NDMI_mean_2021_spring,0.00028856595357259113,0.0001228984115679422
NDMI_median_2021_spring,0.00028779109319051105,3.8591582061688375e-05
NDRE1_median_2021_autumn,0.0002855062484741211,3.948197752548727e-05
B03_finite_frac_2021_autumn,0.0002818107604980469,0.0001622613673283926
B08_q25_2021_autumn,0.0002810557683308919,0.00020616476832593255
B02_finite_frac_2021_autumn,0.0002808968226114909,0.00010809835815215935
SAVI_q25_2021_spring,0.000280300776163737,0.00018235780633046956
NDRE2_std_2020_summer,0.0002798636754353841,0.00034761350250358815
NDRE2_median_2020_summer,0.0002796848615010579,0.00014670870446357835
SAVI_std_2021_spring,0.0002683599789937337,0.00037272371397232987
BSI_median_2020_spring,0.00026545921961466473,0.0001713389215697542
NDRE2_median_2021_summer,0.00026428699493408203,0.00044503709731449757
B06_mean_2021_spring,0.00026349226633707684,0.0002499152996949064
BSI_mean_2020_autumn,0.00026237964630126953,3.5432341926369524e-05
B06_min_2021_summer,0.00026148557662963867,0.00010875011862646691
NDMI_mean_2020_spring,0.00025798877080281574,0.000291275819417999
B02_finite_frac_2021_summer,0.0002536177635192871,0.00031635759149735746
NDBI_std_2020_summer,0.0002532203992207845,0.0004892585834123943
B11_median_2021_autumn,0.00025268395741780597,0.00013927993347635117
B8A_max_2021_autumn,0.0002503395080566406,6.495145244083252e-05
SAVI_mean_2021_summer,0.00024451812108357746,0.0006544783180813874
B06_std_2021_spring,0.0002442598342895508,0.00021444167969650023
B06_finite_frac_2021_spring,0.00023106733957926431,0.000146618867489106
NDWI_std_2020_summer,0.0002298553784688314,7.068045902962279e-05
BSI_median_2020_autumn,0.00022844473520914713,0.00018311667230405394
B11_finite_frac_2021_spring,0.0002256631851196289,1.0232574335992305e-05
LBP_u8_2_2020_autumn,0.00022520621617635092,0.002349265223249412
SAVI_mean_2021_autumn,0.000224153200785319,0.000141481970019198
B8A_median_2020_spring,0.00022280216217041016,0.00011704607059466728
B12_std_2020_summer,0.00022246440251668295,0.00033099021986887286
NDWI_mean_2021_summer,0.0002203186353047689,0.0002256755713644755
SAVI_median_2021_summer,0.0002154707908630371,0.0003251068822218404
NDRE1_q25_2021_spring,0.0002151926358540853,0.00044712642243642037
NDRE2_median_2021_spring,0.00020736455917358398,0.00038919655080266196
NDBI_mean_2020_spring,0.00020649035771687826,0.00011419393720918573
B8A_std_2020_summer,0.0002031524976094564,0.00025886010310198455
B8A_q75_2021_spring,0.00020182132720947266,0.00016387261274389611
LBP_u8_8_2020_spring,0.0001954038937886556,8.46260067781647e-05
NDRE2_q25_2020_summer,0.0001942912737528483,0.0002599761943387446
B12_max_2020_spring,0.0001879731814066569,0.00030812588047768015
B06_max_2021_autumn,0.00018543004989624023,8.79022955294895e-05
NBR_q25_2021_summer,0.00018155574798583984,0.00017414152290259728
LBP_u8_7_2020_spring,0.0001812577247619629,0.0005087124429031939
