feature,tree_cover,grassland,cropland,built_up,bare_sparse,water,abs_mean
TC_green_mean_2020_spring,-0.0015070547,-0.0044699917,0.01797521,-0.01088538,-0.0004519048,-0.0006648765,0.005992402
B04_min_2020_summer,0.0023978334,-0.012494037,0.015555441,-0.000845766,-0.0016936071,-0.002917156,0.0059839734
B11_median_2021_autumn,-0.008153068,0.014777479,-0.006355421,-0.0034421769,0.0018562942,0.0013156848,0.005983354
B02_mean_2020_summer,-0.002760946,0.0077456823,-0.012787616,0.010194494,-0.000903594,-0.0014925288,0.0059808106
B05_median_2020_autumn,0.008470339,-0.008380247,0.007088455,-0.009541577,0.0007893595,0.0015768402,0.0059744697
B05_mean_2021_summer,-0.010053556,0.008904794,0.00890768,-0.0059509287,0.000110509674,-0.0019128397,0.005973385
B11_median_2021_spring,0.00773161,0.006526509,-0.016527599,-0.0013610644,9.480235e-06,0.0036284302,0.0059641153
B8A_median_2020_spring,-0.01065473,0.012017041,0.0055302703,-0.006584731,-0.00062478194,0.00031771412,0.0059548784
B06_mean_2021_summer,0.0015122269,0.004055977,-0.01310838,0.012104583,0.000107422704,-0.0046842596,0.0059288074
NDWI_median_2020_summer,0.012797224,-0.0052400827,-0.0030370518,-0.0094745485,0.0011352565,0.003822554,0.005917786
B03_q25_2020_autumn,-0.009149085,0.011295075,0.005196958,-0.008558607,0.0011108496,0.000103068516,0.005902273
B06_q25_2021_spring,-0.011598246,0.012235666,-0.004297179,0.0054563107,-6.126221e-05,-0.0017343101,0.005897162
B03_median_2021_summer,-0.00962113,0.017692497,-0.005070827,-0.00028629787,-0.0006074664,-0.002100051,0.0058963783
LBP_entropy_2021_autumn,0.00554952,0.004844288,-0.01623678,0.0072703296,-8.1865524e-05,-0.0013444319,0.0058878693
BSI_median_2020_spring,0.008694512,-0.008367558,0.005760454,-0.008207282,-0.0010772359,0.0031951256,0.005883694
NDVI_q75_2020_summer,0.011195428,-0.0012988508,0.0022322,-0.016323905,0.0009114264,0.0032840918,0.005874317
BSI_mean_2020_spring,0.0070677707,-0.016597329,0.0074807615,-0.0007400643,-0.00026477093,0.0030555588,0.005867709
B08_median_2020_spring,-0.015965635,0.015292674,0.00081226433,-0.0016007113,0.00046740417,0.0009945661,0.005855543
B02_median_2020_spring,-0.0044530975,0.0028014362,-0.0072956993,0.014757504,-0.0024543053,-0.0033553112,0.005852893
B8A_q25_2020_autumn,0.010183002,-0.007052378,0.0070201405,-0.009677208,0.00029886444,-0.0007746954,0.0058343816
NDRE1_mean_2021_summer,0.007255365,-0.0150330635,0.007392065,0.0021478613,0.000609398,-0.0023625325,0.0058000474
B03_mean_2020_spring,0.016224656,-0.013015231,0.0011592298,-0.002492393,-1.5833753e-05,-0.0018623865,0.0057949554
B03_median_2020_autumn,-0.0118784215,0.0063871196,0.010976482,-0.004355919,-0.000569507,-0.0005734245,0.0057901456
B07_mean_2020_spring,-0.010260634,-0.0046130945,0.017352486,-0.0009069145,-0.0005116436,-0.0010619133,0.005784447
B12_min_2021_spring,-0.005169223,-0.012134181,0.016947899,0.00027884854,0.00010530127,-2.595078e-05,0.005776901
B04_mean_2021_spring,0.0054166517,-0.013086781,0.008671399,-0.004220137,0.0026033684,0.00059868343,0.00576617
NDRE1_mean_2021_autumn,0.013036659,-0.009663209,0.003123606,-0.0069944384,0.0011246994,-0.0006261835,0.0057614655
NDRE1_q75_2021_summer,0.00066469685,-0.014552692,0.016583314,-6.810599e-05,-0.0004535112,-0.002159758,0.005747013
B07_max_2020_summer,-0.009174271,0.007327108,0.009099564,-0.0075089885,-0.000547407,0.00080495374,0.0057437145
B03_min_2021_summer,-0.014888329,0.005619801,0.009060302,-0.0023332424,0.0017441496,0.00079683634,0.0057404437
B8A_std_2021_autumn,-0.0004999184,0.00848362,-0.016213369,0.0063281683,-0.00043020057,0.002334088,0.005714894
B11_mean_2021_autumn,-0.006218721,0.015430736,-0.008580752,-0.0023061296,0.00062173064,0.0010668054,0.005704146
B05_mean_2020_autumn,0.008777668,-0.009938559,0.0072930492,-0.0071618697,0.0009165563,0.00012198075,0.005701614
NDWI_q75_2021_summer,0.009880905,-0.0014710565,-0.014568041,-0.001057158,0.0023093175,0.004902783,0.00569821
B12_min_2020_spring,-0.0064951554,-0.009120855,0.014153224,0.0026681707,-0.0014577666,0.00025117025,0.005691057
B02_q75_2021_summer,-0.0009870452,0.0070619555,-0.0153839495,0.009692699,-0.00069602556,0.00031243562,0.005689019
NBR_median_2021_autumn,0.007789705,-0.00027204343,0.004364966,-0.016776938,0.0019369402,0.002950578,0.0056818617
TC_wet_std_2020_summer,-0.01033368,0.012761745,-0.0048825447,0.0042622914,-8.054627e-05,-0.0017278732,0.0056747794
B04_std_2021_summer,-0.0023110905,0.0007717336,0.012969208,-0.014707958,0.00091790844,0.002363497,0.0056735654
B08_q25_2020_autumn,-0.012958689,0.0062242756,-0.0036406417,0.009154781,-0.0003924442,0.0016034909,0.0056623872
B06_median_2021_summer,0.006262823,0.0015911121,-0.014066592,0.008720045,0.00040929258,-0.0029117274,0.005660265
B11_q75_2021_autumn,-0.0024509903,0.013551921,-0.010725802,-0.0038038194,0.0012978108,0.0021222285,0.005658761
B12_q25_2020_summer,0.006052335,-0.014671725,0.009496527,-0.0022046906,0.00032039467,0.0010091945,0.005625811
B07_median_2021_autumn,-0.010306899,-0.005624579,0.009504307,0.006305923,-0.00079700176,0.0009297507,0.005578077
B04_min_2020_autumn,0.015047884,-0.013184381,0.0016521486,-0.0013140735,-5.3269505e-05,-0.0021507568,0.005567085
B08_mean_2021_summer,-0.0005741761,0.008795312,-0.01599422,0.0044084974,-0.000100033474,0.003463266,0.005555917
B02_min_2020_summer,0.0067879832,0.0042655985,-0.014241737,0.005143798,0.00044700713,-0.0024032523,0.0055482294
B08_median_2021_summer,-0.004328377,0.00867079,-0.011415078,0.0076878644,0.00024954937,-0.0008700867,0.005536957
B06_q25_2021_summer,0.003962704,0.0063719936,-0.013031401,0.006205746,6.4695625e-05,-0.0035738363,0.0055350624
B8A_q25_2020_spring,-0.009817945,0.0077604144,0.008795971,-0.0062778504,-1.5046984e-05,-0.00044831255,0.0055192565
B11_q75_2020_spring,-0.0043451996,0.011173891,-0.011320132,0.004960058,-0.0008628904,0.00039264056,0.005509135
B05_min_2021_spring,-0.00095331186,0.004353395,-0.012075951,0.011322882,0.00083470775,-0.0034811297,0.005503563
NDBI_std_2021_autumn,-0.0112873,-0.00061557384,0.015015006,-0.003740523,-0.0007660104,0.0013981869,0.005470433
NDMI_std_2021_autumn,-0.011287296,-0.00061560614,0.015014978,-0.0037404993,-0.00076601084,0.0013981865,0.005470429
B11_mean_2021_spring,0.006167199,0.007827151,-0.015142319,-0.0011620497,-6.109358e-05,0.0023621044,0.005453653
B07_std_2020_summer,-0.005415215,0.0014672611,0.013645957,-0.0102307405,-0.0007038433,0.0012365011,0.0054499204
NDVI_q75_2021_spring,0.013619249,-0.0014246021,-0.009178632,-0.005741961,0.0011314263,0.0015990799,0.0054491586
SAVI_median_2020_autumn,-0.0071136206,0.002407343,0.013906797,-0.006845026,-0.00015910895,-0.002198578,0.005438412
B03_q75_2020_spring,0.015929995,-0.008116397,-0.0038419315,-0.0025950396,0.000350652,-0.0017287094,0.0054271203
BSI_std_2020_autumn,0.001744763,-0.004063306,0.013322855,-0.011748424,-0.00046989223,0.0012109939,0.0054267063
NDRE2_median_2021_spring,0.009608937,-0.00036310081,0.0065951436,-0.015355041,3.8065136e-05,-0.0005187488,0.0054131728
NDVI_std_2020_summer,0.014261344,-0.0057539274,-0.00613773,0.0016658099,0.0003073672,-0.004340607,0.0054111313
B12_mean_2021_summer,0.0049222526,0.0035462216,-0.01618934,0.0046387357,0.0005234886,0.0025534453,0.0053955805
B07_mean_2021_autumn,-0.01253547,-0.0027963226,0.00965572,0.0065253787,-0.00027521834,-0.0005823836,0.0053950814
B06_median_2021_spring,-0.010254711,0.010308543,-0.005054976,0.0054380232,-0.00084136165,0.00040566426,0.0053838794
NDWI_mean_2021_spring,0.0025983634,0.002180818,-0.0009930147,-0.015153529,0.0003539794,0.011014248,0.0053823255
B8A_q75_2020_autumn,0.014999236,-0.005231198,-0.004017938,-0.005535285,0.0011111631,-0.0013297288,0.0053707585
BSI_median_2020_autumn,0.008292484,-0.0033425696,0.003009154,-0.012008226,-0.0007224155,0.0047839778,0.0053598043
B02_min_2020_autumn,-0.009760255,0.012466029,0.001448412,-0.0062848567,0.0003440505,0.001785616,0.0053482037
B8A_median_2020_autumn,0.007106452,-0.0056402953,0.008010825,-0.009918733,0.0008118648,-0.00036615643,0.005309054
B07_max_2021_spring,0.009220643,-0.012187453,0.006248261,-0.0031334616,0.00039478025,-0.0005388989,0.00528725
B07_min_2020_autumn,-0.0048610955,0.005746468,-0.011000844,0.00822508,0.00034558546,0.0015391154,0.0052863644
NDVI_median_2021_spring,0.012198545,-0.0049268,-0.0044734995,-0.0063326075,0.0014579715,0.0020692667,0.0052431156
B08_q75_2021_summer,0.0016398042,0.008018094,-0.015099292,0.005391681,0.0006065145,-0.00055446825,0.005218309
NDRE2_median_2021_summer,-0.005579385,-0.0033295273,0.015618712,-0.0048738713,-0.00012855031,-0.0017026995,0.0052054576
NBR_q75_2020_summer,0.01137014,-0.0038212426,-0.011746906,0.002306051,-1.649137e-05,0.0019115064,0.00519539
NDRE1_mean_2020_spring,0.0018992918,0.0014106676,-0.012145048,0.011798401,0.00045126266,-0.003412709,0.00518623
BSI_q75_2020_autumn,0.006250641,-0.0057314443,0.0045777955,-0.009236641,-0.0005441533,0.004690261,0.005171823
NDRE2_std_2021_summer,-0.006582259,0.0037597988,-0.008927075,0.009557275,0.00028686487,0.0019080552,0.005170221
SAVI_q75_2021_autumn,0.005039285,-0.011840156,0.008447481,-0.00340693,-0.00022933916,0.0019929677,0.00515936
NDBI_mean_2020_spring,0.009014972,-0.0097757755,-0.005677554,0.005138605,0.0011994818,0.00010178641,0.0051513626
NDMI_mean_2020_spring,-0.009014968,0.009775773,0.005677559,-0.0051385937,-0.0011994827,-0.00010178576,0.0051513603
NDRE2_q25_2021_spring,0.0006864817,-0.0040144688,0.014731595,-0.0101860035,-0.00015685128,-0.001061162,0.005139427
B04_max_2020_autumn,0.009256589,-0.0032257729,-0.011926238,0.005223096,-0.00024647097,0.000918065,0.0051327054
B07_q25_2021_autumn,-0.013551651,-0.0010076836,0.012968868,0.001130693,-0.0008393389,0.0012917317,0.005131661
NBR_mean_2020_summer,0.012700124,-0.005136368,-0.0021307492,-0.008120829,0.0007489288,0.0019296256,0.005127771
B08_max_2021_autumn,0.012817378,-0.010527896,0.0024345622,-0.0043995664,-0.00022918303,-9.3171e-05,0.005083626
NDVI_q25_2020_summer,0.007986624,-0.001271007,0.003951,-0.013966669,0.00077690737,0.002521762,0.005078995
B8A_max_2021_summer,0.008030197,-0.0061251232,0.005882302,-0.009026056,0.00025054876,0.0009903773,0.005050767
B02_median_2021_spring,0.0009415772,0.0076872883,-0.011488492,0.006515775,-0.001485579,-0.0021794438,0.0050496925
NBR_mean_2021_spring,0.0053220913,0.0069992333,-0.004649778,-0.010450879,-1.0756752e-05,0.0027981023,0.0050384738
B08_q75_2020_autumn,-0.007605268,0.0070723095,-0.0062264926,0.0076333038,0.00038952116,-0.0012618531,0.005031458
B06_min_2021_autumn,-0.0077605657,0.0075525297,-0.004864312,0.0075311204,-0.0010059869,-0.0014572254,0.005028623
B12_q25_2021_summer,0.0016915847,0.0021801554,-0.01506613,0.009332444,0.0010869143,0.00077470794,0.00502199
B08_min_2020_spring,-0.0044983253,-0.0040050233,0.011495021,-0.005828992,-0.0007118246,0.0035478994,0.005014514
B07_median_2020_spring,-0.010238053,-0.0034252591,0.014673799,-0.0011825744,-0.00018012877,0.00035209156,0.0050086514
B08_median_2020_summer,0.0063610435,0.0014792267,-0.0149039645,0.0068305493,-0.00010736099,0.00033844536,0.0050034313
NDBI_mean_2021_summer,0.0056710904,-0.0007985359,-0.009218809,0.009298256,-0.00016581384,-0.0047889,0.0049902345
NDMI_mean_2021_summer,-0.0056710886,0.0007985363,0.00921881,-0.009298256,0.00016581347,0.0047889003,0.0049902336
B03_std_2021_spring,-0.010840888,0.0040967776,0.009981121,0.0007556999,-0.0005662282,-0.0034220002,0.0049437857
B02_max_2021_autumn,-0.0044237776,0.0025201482,-0.01008226,0.011493574,-0.00030126586,0.0007912453,0.0049353787
NDRE1_q25_2021_autumn,0.007371346,-0.009379282,-0.0049481383,0.0069590686,0.00046390126,-0.0004470761,0.0049281353
B03_q75_2020_autumn,-0.0073172986,0.009790065,-0.0054122997,0.004313887,0.000603112,-0.0019819406,0.0049031
NDRE2_mean_2020_autumn,-0.009023555,0.01195613,-0.0036067753,0.0026308703,0.000116660005,-0.0020791888,0.0049021966
B07_std_2021_autumn,-0.0146637615,0.004926463,0.0029072706,0.004759997,0.00026336184,0.0018033206,0.0048873625
NDRE1_q25_2021_summer,0.0016402879,-0.0077708038,-0.004181288,0.012240428,0.0007679629,-0.0027005873,0.00488356
NDVI_std_2021_summer,-0.0038974106,0.0035330039,-0.009845791,0.010704644,0.00041191146,-0.0009012215,0.0048823305
B02_max_2020_spring,-0.0044805976,-0.0031993072,0.014642241,-0.0059161894,-0.0004081304,-0.0006363456,0.0048804684
NBR_std_2020_spring,-0.0053526848,-0.0035171304,0.0145375,-0.0033982643,-0.0010991637,-0.0011696691,0.004845735
NDRE2_q25_2021_autumn,-0.01021135,0.009239135,0.0052391747,-0.0014654256,-0.00095024955,-0.0018520063,0.004826223
B02_median_2020_autumn,-0.004855239,-0.004822806,0.011953317,0.002528417,-0.0036666598,-0.0011255665,0.004825334
NDWI_std_2020_summer,0.006699121,-0.005504458,-0.008333685,0.0020066958,-0.00061233033,0.0057425695,0.0048164767
B02_mean_2021_spring,-0.00072864455,0.004545491,-0.009133959,0.009916661,-0.0015558453,-0.0030179503,0.0048164255
B12_q75_2021_summer,0.0018259507,0.001852232,-0.014439422,0.0069351243,0.0012227735,0.00260895,0.004814076
B02_q75_2020_summer,-0.0064840615,0.009089311,-0.006787484,0.0052939984,-0.0009345997,-0.00017786566,0.0047945534
NBR_mean_2020_spring,0.0059309313,0.0030023854,-0.0047379113,-0.009374442,-0.00026369127,0.005442897,0.004792043
NDWI_q75_2021_spring,0.0031547658,-0.0005681012,0.004906653,-0.013788929,0.0007082642,0.0055836393,0.0047850586
B12_max_2021_spring,-0.004572766,2.60083e-05,0.014059057,-0.008794097,0.0002282811,-0.0009411156,0.0047702207
B07_std_2020_autumn,-0.009705984,-0.00089051545,0.012937501,-0.0030172549,-0.0006173006,0.0012867755,0.004742555
B03_min_2020_summer,-0.010892247,0.003541813,0.010268548,-0.0021677655,-0.0011635225,0.00041355193,0.004741241
B06_min_2020_spring,0.0051246076,-0.0020628588,-0.009281813,0.009084979,-0.00015898093,-0.0027045307,0.004736295
B08_max_2020_spring,0.00524359,-0.0049386835,-0.009234289,0.00741037,0.0007221244,0.0007977596,0.0047244695
B07_median_2020_summer,-0.010391894,0.004935006,-0.0025711283,0.008391559,-0.0011122565,0.000749762,0.004691934
B04_q25_2020_spring,-0.011766245,0.006310185,0.005616353,-0.002307549,0.0013346054,0.0008119199,0.004691143
B06_max_2021_summer,-0.007929004,0.008516932,-0.004700943,0.0053641456,0.00018782922,-0.0014418287,0.004690114
TC_green_std_2021_autumn,0.0023821578,-0.012664986,0.004825338,0.0068517523,-0.001149179,-0.00024213882,0.0046859253
NDRE2_q75_2021_summer,-0.006547204,-0.006048788,0.0005298077,0.0130179245,0.00050124386,-0.0014591835,0.0046840254
B02_median_2020_summer,-0.0005367198,0.008021271,-0.008947704,0.0060096374,-0.0018263627,-0.0027168642,0.0046764263
TC_green_mean_2021_spring,-0.0075974585,0.00841094,-0.006425453,0.0047673946,0.00042212653,0.0004130046,0.0046727294
NBR_q25_2021_spring,0.0005260743,0.008913654,-0.008998043,-0.0049973004,0.0003184711,0.0042374954,0.004665173
B04_min_2021_spring,0.00061705045,-0.0082179615,0.011511529,-0.0057304245,0.00062635227,0.0011945969,0.004649652
SAVI_q75_2021_summer,0.010711963,-0.0050300946,0.0005019321,-0.008828691,-5.312202e-05,0.0026869432,0.0046354583
B8A_mean_2020_spring,-0.006708718,0.008108248,0.0056808265,-0.005503569,-0.00021397749,-0.0013630837,0.0045964033
B02_q25_2020_summer,0.0027565598,0.0039669075,-0.013714145,0.006303031,0.00020874217,0.00047633535,0.004570954
NDRE2_q25_2020_spring,0.0013807773,3.6815552e-05,0.012291225,-0.0077336254,-0.0003479946,-0.0056302645,0.0045701168
B04_std_2021_autumn,0.00603108,0.0029939476,-0.011359304,-0.0023436826,0.0016574461,0.0030141394,0.0045666
B06_q75_2021_spring,-0.008422062,0.013207128,-0.0034887388,-0.0004013203,0.00047983305,-0.0013777958,0.0045628124
B08_min_2020_summer,-0.005737406,-0.0007044619,0.011107283,-0.0066918447,-0.00051990256,0.0025469258,0.004551304
B03_mean_2020_summer,-0.006486015,0.011913299,-0.0051944344,0.0007543296,0.0009535159,-0.001937262,0.0045398097
NDBI_mean_2021_autumn,1.127487e-05,-0.0024766563,-0.007912565,0.013611766,-0.00024785718,-0.0029649076,0.0045375046
NDMI_mean_2021_autumn,-1.1276827e-05,0.0024766554,0.007912559,-0.013611747,0.000247857,0.0029649062,0.0045375
NDBI_q25_2020_summer,0.007872737,-0.0054063695,-0.00816525,0.004278214,0.00032417226,0.0010937011,0.004523407
NDMI_q75_2020_summer,-0.00787212,0.005405945,0.008165715,-0.0042783194,-0.00032422677,-0.0010935174,0.0045233076
B05_q75_2021_summer,-0.006179341,-0.00044374383,0.013534708,-0.0053808033,2.8937828e-05,-0.0015641965,0.0045219553
B8A_mean_2020_autumn,0.01313283,-0.007603824,-0.00074577547,-0.004051073,0.00043493393,-0.0011631041,0.004521923
B08_mean_2020_summer,0.006584967,-0.0019419703,-0.0113444775,0.004218468,-0.00026238323,0.002748071,0.0045167226
B8A_min_2021_summer,0.0027820417,-0.0074370354,0.010710108,-0.005043749,-0.0007181871,-0.00029339513,0.004497419
B05_mean_2020_spring,0.0002442416,-0.005625427,0.013223698,-0.005661799,-0.0002240458,-0.0019582377,0.004489575
BSI_q75_2020_spring,0.006659524,-0.010676552,0.0057842834,-0.0023231911,-0.00043496676,0.0009910556,0.0044782623
B04_std_2021_spring,0.006129591,0.0015585052,-0.013403663,0.0032373047,0.00068178104,0.0017969304,0.004467963
B05_median_2020_spring,-0.0020274401,-0.005571438,0.013388197,-0.003915098,-0.00068655063,-0.0011859338,0.004462443
B05_q25_2020_spring,0.0034055908,-0.006547985,0.009507023,-0.0055298074,0.0004659458,-0.0013016823,0.0044596726
NDVI_mean_2021_spring,0.011002076,-0.003157378,-0.0041770088,-0.0060229404,0.0015275168,0.0008359275,0.004453808
B02_std_2020_summer,-0.00933503,-0.0017151816,0.010037365,0.0027155695,-0.0023037412,0.0006030499,0.0044516562
B06_q75_2020_summer,0.0022453745,0.004947737,-0.011939816,0.0056216368,0.0004639063,-0.0013416228,0.004426682
B05_std_2020_summer,0.00033763883,-0.01120722,0.00036227526,0.012555413,-0.00043731363,-0.0016157303,0.0044192653
NDRE2_q75_2020_summer,-0.0031099927,-0.001790093,-0.008349216,0.011103125,0.0002396238,0.0019100734,0.004417021
NBR_q25_2020_spring,0.005248598,0.0024291915,-0.0101383,-0.0031056567,0.00012612237,0.0054450217,0.004415482
TC_green_std_2020_autumn,0.0027150738,-0.0058928556,-0.006284164,0.0102359485,-0.0009888404,0.00021702982,0.0043889857
B12_std_2021_summer,-0.002606488,0.004008,0.006234148,-0.010553697,2.0175567e-05,0.0029017623,0.0043873787
SAVI_median_2021_summer,0.011199639,-0.0021719676,0.00096818304,-0.009701582,-0.001263537,0.00097564736,0.004380093
B08_q25_2021_spring,-0.012390538,0.010612249,-8.7375214e-05,0.0009883778,-0.0006470731,0.001525983,0.0043752664
B04_q75_2021_spring,0.009317932,-0.0069215475,-0.001579014,-0.004526118,0.0025641203,0.0011507248,0.004343243
NDWI_q25_2020_summer,0.0076115727,-0.004745626,-0.0034097384,-0.0048724664,0.0009910866,0.004424822,0.0043425523
NDRE2_std_2021_autumn,0.003492555,0.0024311813,-0.013024172,0.0053071203,0.0010894268,0.0007027314,0.004341198
B11_std_2020_spring,-0.0013196301,-0.002632516,0.012983715,-0.0060916804,-0.0014458254,-0.0014929405,0.0043277177
SAVI_median_2021_autumn,0.00082819397,-0.0049270666,0.010403404,-0.006359762,-0.0016764005,0.0017223915,0.0043195365
NDRE2_q25_2021_summer,-0.0007035409,-0.004699745,0.012774865,-0.0037884582,7.59004e-05,-0.0036616393,0.004284025
B07_min_2021_spring,0.003664234,-0.011743015,0.0070084604,0.0021763835,-0.0005354999,-0.0005676199,0.0042825355
NBR_median_2021_spring,0.0022522712,0.007342386,-0.009648526,-0.0031747804,0.0008279483,0.0024104659,0.004276063
B05_std_2021_spring,-0.0045301393,-0.008286177,0.008555158,0.0030948985,0.0006987031,0.0004728424,0.004272986
B8A_std_2020_summer,0.0042252513,-0.0001501767,-0.012255644,0.0076695024,-0.00039769997,0.00090645626,0.0042674555
B02_std_2021_summer,-0.0029491184,0.007532145,-0.009403467,0.0052507315,1.3839477e-05,-0.00044948148,0.004266464
B06_mean_2021_autumn,-0.0029728361,0.002650721,-0.0061180177,0.009997524,0.00014130844,-0.003707253,0.00426461
B07_min_2020_summer,-0.003793873,0.0049285144,-0.0089900745,0.007516738,0.00022137212,0.00011764,0.0042613684
B03_q75_2021_autumn,-0.007986991,0.0006364453,0.012086566,-0.00017843563,-0.00040549817,-0.004154032,0.004241328
NDWI_mean_2020_autumn,-0.012696525,0.004645222,0.000602065,0.0014805151,0.00046460293,0.0055159642,0.004234149
B11_q25_2021_autumn,-0.00397919,0.011037707,-0.0059833378,-0.0026947553,6.4058577e-06,0.0016041035,0.004217583
NDRE1_q75_2021_spring,-0.006086978,0.005473276,0.006871565,-0.0057510165,0.0003012587,-0.0008140382,0.004216355
SAVI_q25_2021_summer,0.009148953,0.001748712,-0.0024143043,-0.009422317,-0.00081060745,0.0017511941,0.004216015
B06_max_2021_spring,-0.009468198,0.00904316,-0.0009759801,0.003494498,0.00010681567,-0.002198449,0.0042145164
B05_min_2021_autumn,-0.0044631967,0.002320155,-0.0066213915,0.010321637,-0.0002603663,-0.0012940951,0.0042134738
B05_q25_2020_summer,-0.0024006027,0.0052949423,0.0033209384,-0.010159111,0.0013258237,0.0026165578,0.004186329
B05_max_2021_autumn,0.005883491,-0.00470252,0.0060558096,-0.006528468,0.000544976,-0.0012562207,0.0041619143
B06_median_2020_summer,0.0046380037,0.001164609,-0.011354989,0.006651892,-0.00016151718,-0.00093877234,0.0041516307
TC_wet_mean_2021_summer,-0.0011197685,0.003689722,-0.01119302,0.0074560046,-0.000107136075,0.001276684,0.0041403887
B02_q75_2020_autumn,-0.0075077442,-0.00040303956,0.0064960094,0.0058923275,-0.0020011037,-0.0024688374,0.0041281767
NDRE1_mean_2021_spring,-0.0033558018,-0.003041919,0.011726099,-0.005233836,0.0006303311,-0.0007346889,0.004120446
B07_q75_2020_spring,-0.0063442877,-0.005393741,0.011948733,0.00037651416,-0.00010750418,-0.00048040628,0.004108531
B07_q75_2021_autumn,-0.011773087,0.00086193875,0.0047545685,0.0066492087,-0.0005273804,3.782682e-05,0.0041006687
LBP_entropy_2020_spring,0.00687647,0.0007134742,-0.012213136,0.004074377,0.0006351421,-8.5761145e-05,0.0040997267
TC_green_std_2021_spring,0.010951068,-0.00317337,-0.004614903,-0.0020819786,0.0013391508,-0.0024220007,0.0040970785
B06_max_2020_spring,0.005492001,-0.0011672648,-0.011071537,0.0056305416,0.00022924315,0.00088816526,0.004079792
TC_bright_std_2020_autumn,0.0010262312,0.0031846643,0.004380353,-0.01223696,0.0013000598,0.002347887,0.004079359
B02_mean_2020_autumn,-0.0079160975,-0.00019029164,0.003648206,0.008585131,-0.0018298546,-0.00229271,0.0040770485
B8A_q75_2021_spring,0.008396083,0.0038264685,-0.009085875,-0.0015881509,-0.0005005266,-0.0010392573,0.0040727267
NDVI_q25_2021_spring,0.009510776,0.00029865198,-0.0056880205,-0.006493491,0.001098045,0.0012658925,0.004059146
B06_q75_2021_summer,-0.0007269934,0.0040115993,-0.009865025,0.007791686,0.00029990898,-0.001514531,0.0040349574
B07_max_2020_spring,-0.0076726424,-0.0017162773,0.012086977,-0.0023466835,-0.000116519965,-0.00023646264,0.0040292605
B06_mean_2020_summer,0.0008415009,0.0003317109,-0.010215447,0.010564555,0.00034549303,-0.0018754071,0.004029019
B06_std_2020_summer,0.00020477669,0.0055995756,-0.011986198,0.005255589,0.0009729027,-4.3137745e-05,0.004010363
BSI_median_2021_autumn,-0.00826515,0.007827477,-0.00064401363,-0.0020632776,-0.0010535389,0.0041991384,0.004008766
B02_q75_2021_spring,0.0013253487,0.004078557,-0.008020885,0.006598606,-0.0030584028,-0.0009295152,0.004001886
B05_max_2020_autumn,0.008422735,-0.009113737,0.0029271517,-0.0017621543,0.00065272034,-0.0011291977,0.0040012826
NDRE2_mean_2021_autumn,-0.005138554,0.0032863028,-0.0043746727,0.008313244,0.00032096833,-0.0024026665,0.003972735
BSI_std_2020_spring,-0.003210927,0.010484467,-0.0022965372,-0.0052375235,0.001417187,-0.0011569539,0.003967266
B07_max_2021_autumn,-0.0097324215,-0.0013876461,0.011723667,-0.0005691515,-0.00020555504,0.0001684648,0.0039644847
B08_q75_2020_summer,0.0034365586,-0.0037637919,-0.008113791,0.0081679905,0.0002433965,2.9438228e-05,0.003959161
B07_max_2020_autumn,-0.008422831,0.0044542165,0.006458942,-0.0032227472,-0.00021194461,0.00094821386,0.003953149
B12_median_2020_spring,-0.0033910614,-0.008055784,0.010474278,0.0013747339,-0.00010438624,-0.00030166382,0.003950318
TC_green_std_2020_spring,0.011847168,-0.0038843998,-0.003684941,-0.0010052439,-0.0020709042,-0.0012007536,0.003948902
B02_max_2021_summer,-0.0002749368,0.0031594657,-0.0113963485,0.0074393093,-0.00017188658,0.0012423758,0.003947387
B08_std_2020_autumn,3.0652667e-05,-0.008492369,0.011805819,-0.0026000089,-0.0007471014,2.1263259e-07,0.0039460273
B08_min_2021_summer,-0.00571686,0.0026076373,0.00587797,-0.0056252955,-0.00048065028,0.00333746,0.0039409786
B07_q75_2021_summer,-0.0018959336,-0.009490496,0.006745094,0.0050730086,-0.00022224877,-0.00020609284,0.0039388123
NDMI_std_2021_spring,-0.0031369436,-0.0063712494,0.007994917,-0.0023067885,0.0007543038,0.0030640177,0.0039380365
NDBI_std_2021_spring,-0.0031369175,-0.0063711395,0.007994844,-0.0023067691,0.00075429364,0.0030640077,0.003937995
B06_std_2021_summer,-0.003559423,0.0043409364,-0.008093985,0.0073011247,0.00016109025,-0.00014812368,0.003934114
B8A_max_2020_summer,0.0063461647,-0.006944488,0.0054523144,-0.004288582,-0.00036294234,-0.00020274983,0.0039328733
B05_std_2020_autumn,0.0049246093,-0.007315659,0.006549521,-0.0042465096,0.00032231046,-0.00023313574,0.0039319573
B07_q25_2021_summer,-0.004869403,-0.0010729486,-0.0053215474,0.011792983,-0.00010185365,-0.00042439913,0.0039305226
NDWI_q75_2020_autumn,-0.009385023,0.001313282,0.008791872,-0.0023874356,0.0010734702,0.00059073383,0.0039236364
BSI_q75_2021_autumn,-0.0039443625,0.0055034915,-0.0073614144,0.003382197,-0.00042794814,0.0028521384,0.003911925
B07_mean_2021_summer,0.00017552264,-0.010003641,0.0011351123,0.010317723,-5.4318174e-05,-0.0015607481,0.0038745112
B06_q75_2021_autumn,-0.0016818413,0.0026620082,-0.0076115197,0.00892666,-2.1043223e-05,-0.0022699682,0.0038621733
