version,name,fold,feature_set,n_features,r2_uniform,mae_mean_pp
V5_deep,model,-1,unknown,924,0.7522060871124268,3.544307127594948
V5_deep,model,-1,unknown,1428,0.7479836344718933,3.716539964079857
V5_deep,model,-1,unknown,1428,0.7323362231254578,3.773742914199829
V5_deep,model,-1,unknown,1428,0.7433486580848694,3.833051398396492
V5_deep,model,-1,unknown,1428,0.7486376762390137,3.598390892148018
V5_deep,model,-1,unknown,1428,0.7557377219200134,3.706909343600273
V5_deep,model,-1,unknown,1428,0.7191872000694275,4.019549861550331
V5_deep,model,-1,unknown,1428,0.7343206405639648,3.810084611177445
V5_deep,model,-1,unknown,1428,0.7309566140174866,3.815928846597672
V5_deep,model,-1,unknown,1428,0.7488322257995605,3.612390905618668
V5_deep,model,-1,unknown,1428,0.7251790165901184,3.794253244996071
V5_deep,model,-1,unknown,1428,0.7326653599739075,3.861089050769806
V5_deep,model,-1,unknown,1428,0.7404109835624695,3.6539454013109207
V5_deep,model,-1,unknown,1428,0.7280864715576172,3.783727809786797
V5_deep,model,-1,unknown,1428,0.7413382530212402,3.652539476752281
V5_deep,model,-1,unknown,798,0.7263557314872742,1.6341187059879303
V5_deep,model,-1,unknown,798,0.7204709053039551,1.707005500793457
V5_deep,model,-1,unknown,798,0.6636536121368408,1.7060596495866776
V5_deep,model,-1,unknown,798,0.7525172829627991,1.6164954751729963
V5_deep,model,-1,unknown,798,0.6848744750022888,1.6800960525870323
V5_deep,model,-1,unknown,798,0.6963099837303162,1.7366552725434303
V5_deep,model,-1,unknown,798,0.6882238388061523,1.7408667132258415
V5_deep,model,-1,unknown,798,0.6504594683647156,1.7388341948390007
V5_deep,model,-1,unknown,798,0.6849408745765686,1.685514114797115
V5_deep,model,-1,unknown,798,0.7091208100318909,1.6910554841160774
V5_deep,model,-1,unknown,798,0.662355899810791,1.7496133223176005
V5_deep,model,-1,unknown,798,0.6891947388648987,1.7060643061995506
V5_deep,model,-1,unknown,798,0.6648971438407898,1.6776477918028831
V5_deep,model,-1,unknown,798,0.7121939063072205,1.7330264672636986
V5_deep,model,-1,unknown,924,0.724590003490448,1.734866015613079
V5_deep,model,-1,unknown,924,0.7250404357910156,1.699960045516491
V5_deep,model,-1,unknown,924,0.7391194701194763,1.7008617520332336
V5_deep,model,-1,unknown,924,0.767128050327301,1.69305969029665
V5_deep,model,-1,unknown,924,0.7067074775695801,1.7390839755535126
V5_deep,model,-1,unknown,924,0.7341341972351074,1.704921014606953
V5_deep,model,-1,unknown,924,0.5837805867195129,1.744815893471241
V5_deep,model,-1,unknown,924,0.7195615768432617,1.7297005280852318
V5_deep,model,-1,unknown,924,0.7141034007072449,1.708722859621048
V5_deep,model,-1,unknown,924,0.7400528788566589,1.6961432993412018
V5_deep,model,-1,unknown,924,0.6635871529579163,1.775776408612728
V5_deep,model,-1,unknown,924,0.7588677406311035,1.6585951671004295
V5_deep,model,-1,unknown,924,0.6625463366508484,1.720140315592289
V5_deep,model,-1,unknown,924,0.6696116328239441,1.793789304792881
V5_deep,model,-1,unknown,1428,0.7094828486442566,1.7518801614642143
V5_deep,model,-1,unknown,1428,0.6405732035636902,1.773708313703537
V5_deep,model,-1,unknown,1428,0.6901378631591797,1.7543967813253405
V5_deep,model,-1,unknown,1428,0.727078914642334,1.678781770169735
V5_deep,model,-1,unknown,1428,0.6540586948394775,1.810733787715435
V5_deep,model,-1,unknown,1428,0.7028892040252686,1.7882360145449638
V5_deep,model,-1,unknown,1428,0.6501606106758118,1.817885972559452
V5_deep,model,-1,unknown,1428,0.7304697036743164,1.7074516043066978
V5_deep,model,-1,unknown,1428,0.6790215373039246,1.7657198011875153
V5_deep,model,-1,unknown,1428,0.6608219146728516,1.783968321979046
V5_deep,model,-1,unknown,1428,0.6676128506660461,1.8075516447424889
V5_deep,model,-1,unknown,1428,0.7153964638710022,1.717657409608364
V5_deep,model,-1,unknown,1428,0.6461079120635986,1.836804486811161
V5_deep,model,-1,unknown,1428,0.6625823378562927,1.823679357767105
V5_deep,model,-1,unknown,798,0.694240391254425,3.762558102607727
V5_deep,model,-1,unknown,798,0.741528332233429,3.6767303943634033
V5_deep,model,-1,unknown,798,0.4128658771514892,4.046474024653435
V5_deep,model,-1,unknown,798,0.497403472661972,3.61076220870018
V5_deep,model,-1,unknown,798,0.7585843205451965,3.9031527936458583
V5_deep,model,-1,unknown,798,0.6995334029197693,3.6383334547281274
V5_deep,model,-1,unknown,798,0.5229977965354919,3.8844481110572815
V5_deep,model,-1,unknown,798,0.7385228276252747,3.804546967148781
V5_deep,model,-1,unknown,798,0.7071564197540283,3.7102308124303818
V5_deep,model,-1,unknown,798,0.667041540145874,3.722043707966805
V5_deep,model,-1,unknown,798,0.6742191314697266,3.996590524911881
V5_deep,model,-1,unknown,798,0.7128322124481201,3.809724003076553
V5_deep,model,-1,unknown,798,0.7372779846191406,3.888101503252983
V5_deep,model,-1,unknown,798,0.6061916351318359,3.866416588425636
V5_deep,model,-1,unknown,924,0.5859966278076172,3.566882014274597
V5_deep,model,-1,unknown,924,0.5209717750549316,3.7540990859270096
V5_deep,model,-1,unknown,924,0.4158815443515777,3.782181441783905
V5_deep,model,-1,unknown,924,0.4651178121566772,3.6568593233823776
V5_deep,model,-1,unknown,924,0.7594756484031677,3.788758814334869
V5_deep,model,-1,unknown,924,0.7382623553276062,3.803567215800285
V5_deep,model,-1,unknown,924,0.7283645272254944,3.509790077805519
V5_deep,model,-1,unknown,924,0.6547310948371887,3.681715205311775
V5_deep,model,-1,unknown,924,0.7675606608390808,3.764693066477776
V5_deep,model,-1,unknown,924,0.6802499890327454,3.7678323686122894
V5_deep,model,-1,unknown,924,0.6915525794029236,3.767058625817299
V5_deep,model,-1,unknown,924,0.7602753639221191,3.7105221301317215
V5_deep,model,-1,unknown,924,0.6043277978897095,3.7519697099924088
V5_deep,model,-1,unknown,924,0.7411454319953918,3.816498816013336
V5_deep,model,-1,unknown,1428,0.7467243671417236,3.9556603878736496
V5_deep,model,-1,unknown,1428,0.7160224914550781,4.031949862837791
V5_deep,model,-1,unknown,1428,0.3336068093776703,4.125487059354782
V5_deep,model,-1,unknown,1428,0.7007269263267517,4.047420993447304
V5_deep,model,-1,unknown,1428,0.7381908893585205,4.1100818663835526
V5_deep,model,-1,unknown,1428,0.738245964050293,3.941714391112328
V5_deep,model,-1,unknown,1428,0.7323732376098633,3.842718154191971
V5_deep,model,-1,unknown,1428,0.7359254956245422,4.052906110882759
V5_deep,model,-1,unknown,1428,0.7291103005409241,4.200080409646034
V5_deep,model,-1,unknown,1428,0.7060149312019348,3.9646629244089127
V5_deep,model,-1,unknown,1428,0.5832570195198059,4.126153141260147
V5_deep,model,-1,unknown,1428,0.7019057273864746,3.9787624031305313
V5_deep,model,-1,unknown,1428,0.6626283526420593,4.212392866611481
V5_deep,model,-1,unknown,1428,0.7539727091789246,4.2075201869010925
V5_deep,model,-1,unknown,798,0.842843770980835,1.1076168157160282
V5_deep,model,-1,unknown,798,0.7524970173835754,1.1526436544954777
V5_deep,model,-1,unknown,798,0.7978400588035583,1.1096108704805374
V5_deep,model,-1,unknown,798,0.8295819163322449,1.1075184680521488
V5_deep,model,-1,unknown,798,0.6423929333686829,1.111797709017992
V5_deep,model,-1,unknown,798,0.8321688175201416,1.158688124269247
V5_deep,model,-1,unknown,798,0.7391672730445862,1.1705289594829082
V5_deep,model,-1,unknown,798,0.6031952500343323,1.1907809413969517
V5_deep,model,-1,unknown,798,0.6842515468597412,1.1844477616250515
V5_deep,model,-1,unknown,798,0.7900839447975159,1.1083018966019154
V5_deep,model,-1,unknown,798,0.8041215538978577,1.1516387574374676
V5_deep,model,-1,unknown,798,0.7976728081703186,1.119799166917801
V5_deep,model,-1,unknown,798,0.6926358342170715,1.1606580577790735
V5_deep,model,-1,unknown,798,0.7179004549980164,1.1405736207962036
V5_deep,model,-1,unknown,924,0.7692313194274902,1.12695237621665
V5_deep,model,-1,unknown,924,0.7713561058044434,1.1889939196407795
V5_deep,model,-1,unknown,924,0.744480311870575,1.1529679410159588
V5_deep,model,-1,unknown,924,0.7943100929260254,1.1843559332191944
V5_deep,model,-1,unknown,924,0.6882927417755127,1.1663307435810566
V5_deep,model,-1,unknown,924,0.7821356654167175,1.1656682007014751
V5_deep,model,-1,unknown,924,0.7848322987556458,1.143431756645441
V5_deep,model,-1,unknown,924,0.5805536508560181,1.168655697256327
V5_deep,model,-1,unknown,924,0.7500360608100891,1.163520012050867
V5_deep,model,-1,unknown,924,0.7350730299949646,1.152955275028944
V5_deep,model,-1,unknown,924,0.7822617888450623,1.1860801838338375
V5_deep,model,-1,unknown,924,0.7911152839660645,1.2016038410365582
V5_deep,model,-1,unknown,924,0.6743733286857605,1.173622626811266
V5_deep,model,-1,unknown,924,0.722482442855835,1.1326219886541369
V5_deep,model,-1,unknown,1428,0.7976272702217102,1.1946226470172403
V5_deep,model,-1,unknown,1428,0.7609734535217285,1.2084214948117733
V5_deep,model,-1,unknown,1428,0.7780756950378418,1.1634382419288158
V5_deep,model,-1,unknown,1428,0.78779536485672,1.2370902113616469
V5_deep,model,-1,unknown,1428,0.7152060866355896,1.302469987422228
V5_deep,model,-1,unknown,1428,0.7496976852416992,1.2702100910246372
V5_deep,model,-1,unknown,1428,0.7429873943328857,1.2423950247466564
V5_deep,model,-1,unknown,1428,0.7323644161224365,1.199568901211023
V5_deep,model,-1,unknown,1428,0.7516694664955139,1.2180102057754991
V5_deep,model,-1,unknown,1428,0.7634081840515137,1.1834502220153809
V5_deep,model,-1,unknown,1428,0.7584179043769836,1.2175548821687698
V5_deep,model,-1,unknown,1428,0.7645263671875,1.2337553314864635
V5_deep,model,-1,unknown,1428,0.7051995396614075,1.263353880494833
V5_deep,model,-1,unknown,1428,0.7205397486686707,1.2558091431856155
V6_arch,model,-1,unknown,1083,0.8106179237365723,2.6684321463108063
V6_arch,model,-1,unknown,1083,0.7875630259513855,2.625648491084576
V6_arch,model,-1,unknown,1083,0.7995249629020691,2.7503391727805138
V6_arch,model,-1,unknown,1083,0.7670871615409851,2.631098218262196
V6_arch,model,-1,unknown,1083,0.8146246075630188,2.623879350721836
V6_arch,model,-1,unknown,1083,0.8213266730308533,2.6662014424800877
V6_arch,model,-1,unknown,1083,0.8088786005973816,2.7264511212706566
V6_arch,model,-1,unknown,1083,0.8264610767364502,2.784387953579426
V6_arch,model,-1,unknown,1083,0.8264955878257751,2.5920813903212547
V6_arch,model,-1,unknown,1083,0.7727014422416687,2.7532288804650307
V6_arch,model,-1,unknown,1083,0.7557585835456848,3.387388959527016
V6_arch,model,-1,unknown,1083,0.7514168620109558,3.5733450204133987
V6_arch,model,-1,unknown,1083,0.7105560898780823,3.633046522736549
V6_arch,model,-1,unknown,1083,0.7634034752845764,3.372790291905403
V6_arch,model,-1,unknown,1083,0.7598748207092285,3.592165559530258
V6_arch,model,-1,unknown,1083,0.7558343410491943,3.477790951728821
V6_arch,model,-1,unknown,1083,0.7634773254394531,3.55738066136837
V6_arch,model,-1,unknown,1083,0.7512712478637695,3.5258088260889053
V6_arch,model,-1,unknown,1083,0.756260871887207,3.4703154116868973
V6_arch,model,-1,unknown,1083,0.7523655295372009,3.513086214661598
V6_arch,model,-1,unknown,1083,0.7080793380737305,1.6889868304133415
V6_arch,model,-1,unknown,1083,0.7228824496269226,1.663406752049923
V6_arch,model,-1,unknown,1083,0.6791413426399231,1.7221318557858467
V6_arch,model,-1,unknown,1083,0.6584217548370361,1.7015675082802773
V6_arch,model,-1,unknown,1083,0.6907661557197571,1.7183316871523855
V6_arch,model,-1,unknown,1083,0.6863260269165039,1.703844964504242
V6_arch,model,-1,unknown,1083,0.7323196530342102,1.6803372651338575
V6_arch,model,-1,unknown,1083,0.7120111584663391,1.688036136329174
V6_arch,model,-1,unknown,1083,0.6826968193054199,1.6858888790011406
V6_arch,model,-1,unknown,1083,0.6521557569503784,1.7428617924451828
V6_arch,model,-1,unknown,1083,0.5090539455413818,3.880100697278976
V6_arch,model,-1,unknown,1083,0.5023614168167114,3.7331808358430862
V6_arch,model,-1,unknown,1083,0.591160237789154,3.7764061242342
V6_arch,model,-1,unknown,1083,0.6930575966835022,3.906971588730812
V6_arch,model,-1,unknown,1083,0.7115724682807922,3.746761381626129
V6_arch,model,-1,unknown,1083,0.7290499210357666,3.7991411983966823
V6_arch,model,-1,unknown,1083,0.5003767609596252,3.7621986120939255
V6_arch,model,-1,unknown,1083,0.6854121685028076,3.995597735047341
V6_arch,model,-1,unknown,1083,0.6811075806617737,3.941967338323593
V6_arch,model,-1,unknown,1083,0.6130523085594177,3.859817609190941
V6_arch,model,-1,unknown,1083,0.7537901997566223,1.1561387218534946
V6_arch,model,-1,unknown,1083,0.7326493859291077,1.1094916611909866
V6_arch,model,-1,unknown,1083,0.7216941714286804,1.1068657040596008
V6_arch,model,-1,unknown,1083,0.7851305603981018,1.1308311484754086
V6_arch,model,-1,unknown,1083,0.7473624348640442,1.1544324457645416
V6_arch,model,-1,unknown,1083,0.8023760914802551,1.1238306760787964
V6_arch,model,-1,unknown,1083,0.7610637545585632,1.1271911673247814
V6_arch,model,-1,unknown,1083,0.7411885857582092,1.1718965135514736
V6_arch,model,-1,unknown,1083,0.6488979458808899,1.138067897409201
V6_arch,model,-1,unknown,1083,0.6872069835662842,1.2038052082061768
V7_arch,model,-1,unknown,1173,0.8300431370735168,2.716362662613392
V7_arch,model,-1,unknown,1173,0.8437713980674744,2.6422932744026184
V7_arch,model,-1,unknown,1173,0.7921679615974426,2.755661867558956
V7_arch,model,-1,unknown,1173,0.7844817638397217,2.664787322282791
V7_arch,model,-1,unknown,1173,0.8115242123603821,2.661960013210773
V7_arch,model,-1,unknown,1173,0.8144132494926453,2.629176527261734
V7_arch,model,-1,unknown,1173,0.8107207417488098,2.6165619492530823
V7_arch,model,-1,unknown,1173,0.7906747460365295,2.901851385831833
V7_arch,model,-1,unknown,1173,0.7721691131591797,2.680366486310959
V7_arch,model,-1,unknown,1173,0.7802472114562988,2.68878061324358
V7_arch,model,-1,unknown,1173,0.7429599761962891,3.4561846405267715
V7_arch,model,-1,unknown,1173,0.730516254901886,3.4827832132577896
V7_arch,model,-1,unknown,1173,0.7595685124397278,3.3803358674049377
V7_arch,model,-1,unknown,1173,0.7434794306755066,3.544129803776741
V7_arch,model,-1,unknown,1173,0.7526721358299255,3.474537655711174
V7_arch,model,-1,unknown,1173,0.7429897785186768,3.681571409106255
V7_arch,model,-1,unknown,1173,0.6966543793678284,3.560379520058632
V7_arch,model,-1,unknown,1173,0.7522128224372864,3.548827767372132
V7_arch,model,-1,unknown,1173,0.7551329731941223,3.5619303584098816
V7_arch,model,-1,unknown,1173,0.7260865569114685,3.800787404179573
V7_arch,model,-1,unknown,1173,0.694232165813446,1.6797028481960297
V7_arch,model,-1,unknown,1173,0.7350710034370422,1.688050664961338
V7_arch,model,-1,unknown,1173,0.7207126617431641,1.7101740464568138
V7_arch,model,-1,unknown,1173,0.6480336785316467,1.6417454928159714
V7_arch,model,-1,unknown,1173,0.6796000003814697,1.700399070978165
V7_arch,model,-1,unknown,1173,0.6786556243896484,1.7880752682685852
V7_arch,model,-1,unknown,1173,0.7466195225715637,1.6555849462747574
V7_arch,model,-1,unknown,1173,0.6341781616210938,1.7314724624156952
V7_arch,model,-1,unknown,1173,0.7056023478507996,1.7690731212496758
V7_arch,model,-1,unknown,1173,0.7143355011940002,1.734793744981289
V7_arch,model,-1,unknown,1173,0.0804138407111167,3.8386426866054535
V7_arch,model,-1,unknown,1173,0.6542533040046692,3.71435321867466
V7_arch,model,-1,unknown,1173,0.669639527797699,3.8490891456604
V7_arch,model,-1,unknown,1173,0.6893129944801331,3.677494451403618
V7_arch,model,-1,unknown,1173,0.0385883450508117,3.8831349462270737
V7_arch,model,-1,unknown,1173,0.667774498462677,3.845144435763359
V7_arch,model,-1,unknown,1173,0.4173672199249267,3.67320068180561
V7_arch,model,-1,unknown,1173,0.5535569787025452,3.857985511422157
