version,name,fold,feature_set,n_features,r2_uniform,mae_mean_pp
V5_arch,model,-1,unknown,633,0.7667310833930969,2.839513123035431
V5_arch,model,-1,unknown,633,0.7573006749153137,2.7621233835816383
V5_arch,model,-1,unknown,633,0.7666341662406921,2.860846929252148
V5_arch,model,-1,unknown,633,0.7979912161827087,2.7293620631098747
V5_arch,model,-1,unknown,633,0.7788717150688171,2.8134427964687347
V5_arch,model,-1,unknown,633,0.7655026316642761,2.8423747047781944
V5_arch,model,-1,unknown,633,0.8158103823661804,2.778836339712143
V5_arch,model,-1,unknown,633,0.8054816126823425,2.858993224799633
V5_arch,model,-1,unknown,813,0.7919204831123352,2.644898556172848
V5_arch,model,-1,unknown,813,0.7867164611816406,2.709985338151455
V5_arch,model,-1,unknown,813,0.793389618396759,2.630598284304142
V5_arch,model,-1,unknown,813,0.7683551907539368,2.6577824726700783
V5_arch,model,-1,unknown,813,0.7868995666503906,2.685161493718624
V5_arch,model,-1,unknown,813,0.7697529196739197,2.6704102754592896
V5_arch,model,-1,unknown,813,0.7765498757362366,2.630765736103058
V5_arch,model,-1,unknown,813,0.771571159362793,2.712601236999035
V5_arch,model,-1,unknown,633,0.7417653203010559,3.634730353951454
V5_arch,model,-1,unknown,633,0.7462324500083923,3.548992425203324
V5_arch,model,-1,unknown,633,0.7448489665985107,3.633834049105644
V5_arch,model,-1,unknown,633,0.738983154296875,3.742439672350884
V5_arch,model,-1,unknown,633,0.7500246167182922,3.722237423062325
V5_arch,model,-1,unknown,633,0.7243908047676086,3.8342472165822974
V5_arch,model,-1,unknown,633,0.7312042713165283,4.040936008095741
V5_arch,model,-1,unknown,633,0.7509041428565979,3.634767234325409
V5_arch,model,-1,unknown,813,0.7474164962768555,3.6378201097249994
V5_arch,model,-1,unknown,813,0.7532641291618347,3.620724380016327
V5_arch,model,-1,unknown,813,0.7541379332542419,3.524479642510414
V5_arch,model,-1,unknown,813,0.7453739047050476,3.478617593646049
V5_arch,model,-1,unknown,813,0.7522987723350525,3.469674289226532
V5_arch,model,-1,unknown,813,0.761358916759491,3.5324931144714355
V5_arch,model,-1,unknown,813,0.7363267540931702,3.619181737303734
V5_arch,model,-1,unknown,813,0.7316483855247498,3.7733878940343857
V5_arch,model,-1,unknown,633,0.6452034115791321,1.7747912555933
V5_arch,model,-1,unknown,633,0.6950711607933044,1.7069652676582336
V5_arch,model,-1,unknown,633,0.6331523060798645,1.7781933769583702
V5_arch,model,-1,unknown,633,0.6802130341529846,1.6894182190299034
V5_arch,model,-1,unknown,633,0.7201667428016663,1.7477413639426231
V5_arch,model,-1,unknown,633,0.6396543383598328,1.805173233151436
V5_arch,model,-1,unknown,633,0.6589153409004211,1.849265955388546
V5_arch,model,-1,unknown,633,0.6799092888832092,1.803048513829708
V5_arch,model,-1,unknown,813,0.6984153389930725,1.7443008720874786
V5_arch,model,-1,unknown,813,0.7065659165382385,1.7124785110354424
V5_arch,model,-1,unknown,813,0.7095246911048889,1.7612768337130549
V5_arch,model,-1,unknown,813,0.7102649807929993,1.7516380175948143
V5_arch,model,-1,unknown,813,0.6959772109985352,1.7344512045383451
V5_arch,model,-1,unknown,813,0.699567973613739,1.721109263598919
V5_arch,model,-1,unknown,813,0.6915223598480225,1.7677705734968183
V5_arch,model,-1,unknown,813,0.6783210635185242,1.743361912667751
V5_arch,model,-1,unknown,633,0.717268168926239,4.384293779730797
V5_arch,model,-1,unknown,633,0.6165311932563782,4.355625435709953
V5_arch,model,-1,unknown,633,0.6636112928390503,4.094156995415688
V5_arch,model,-1,unknown,633,0.6052055358886719,4.291660711169243
V5_arch,model,-1,unknown,633,0.561812162399292,4.242268204689026
V5_arch,model,-1,unknown,633,0.6908516883850098,4.297493398189545
V5_arch,model,-1,unknown,633,0.6996026635169983,4.04859334230423
V5_arch,model,-1,unknown,633,0.7211322784423828,4.3176185339689255
V5_arch,model,-1,unknown,813,0.6865273118019104,3.9170417934656143
V5_arch,model,-1,unknown,813,0.5407275557518005,3.925686702132225
V5_arch,model,-1,unknown,813,0.6010046601295471,3.82763110101223
V5_arch,model,-1,unknown,813,0.5406946539878845,3.956829383969307
V5_arch,model,-1,unknown,813,0.5833547711372375,4.004988074302673
V5_arch,model,-1,unknown,813,0.7055760025978088,4.070549458265305
V5_arch,model,-1,unknown,813,0.0364350490272045,4.100755229592323
V5_arch,model,-1,unknown,813,0.5732119679450989,4.029048979282379
V5_arch,model,-1,unknown,633,0.7403738498687744,1.19429724290967
V5_arch,model,-1,unknown,633,0.7551953196525574,1.173830684274435
V5_arch,model,-1,unknown,633,0.5624783635139465,1.2318044900894165
V5_arch,model,-1,unknown,633,0.7807446122169495,1.1525467038154602
V5_arch,model,-1,unknown,633,0.6858275532722473,1.1692340485751629
V5_arch,model,-1,unknown,633,0.7236862778663635,1.188726257532835
V5_arch,model,-1,unknown,633,0.781586229801178,1.1924815364181995
V5_arch,model,-1,unknown,633,0.74640291929245,1.143521722406149
V5_arch,model,-1,unknown,813,0.7697380185127258,1.1919931508600712
V5_arch,model,-1,unknown,813,0.6119257807731628,1.1972177773714066
V5_arch,model,-1,unknown,813,0.7923710942268372,1.148353796452284
V5_arch,model,-1,unknown,813,0.7875001430511475,1.1512835510075092
V5_arch,model,-1,unknown,813,0.7819443345069885,1.1682044714689257
V5_arch,model,-1,unknown,813,0.7498307228088379,1.177111268043518
V5_arch,model,-1,unknown,813,0.7838131785392761,1.1796764098107817
V5_arch,model,-1,unknown,813,0.7919468283653259,1.150012668222189
V5_deep,model,-1,unknown,798,0.8312017321586609,2.570935897529125
V5_deep,model,-1,unknown,798,0.8608360290527344,2.6001282036304474
V5_deep,model,-1,unknown,798,0.8226262927055359,2.6071086525917053
V5_deep,model,-1,unknown,798,0.7886099815368652,2.566664665937424
V5_deep,model,-1,unknown,798,0.821721076965332,2.644112706184387
V5_deep,model,-1,unknown,798,0.8007466793060303,2.616599760949612
V5_deep,model,-1,unknown,798,0.8331052660942078,2.661028318107128
V5_deep,model,-1,unknown,798,0.8388057351112366,2.612181566655636
V5_deep,model,-1,unknown,798,0.861024796962738,2.59218942373991
V5_deep,model,-1,unknown,798,0.8323709964752197,2.6416366919875145
V5_deep,model,-1,unknown,798,-5.0425124168396,23.938606679439545
V5_deep,model,-1,unknown,798,-4.828451633453369,23.59517365694046
V5_deep,model,-1,unknown,798,0.2085697501897812,7.093734294176102
V5_deep,model,-1,unknown,798,-0.0416534133255481,8.13497081398964
V5_deep,model,-1,unknown,798,0.5811511874198914,4.412093386054039
V5_deep,model,-1,unknown,798,0.2355270236730575,6.406238675117493
V5_deep,model,-1,unknown,798,0.8147404789924622,2.7042271569371223
V5_deep,model,-1,unknown,798,0.7822861075401306,2.63314675539732
V5_deep,model,-1,unknown,798,0.8160498142242432,2.625430189073086
V5_deep,model,-1,unknown,798,0.8531444668769836,2.6001622900366783
V5_deep,model,-1,unknown,924,0.855187714099884,2.6770785450935364
V5_deep,model,-1,unknown,924,0.8006371855735779,2.730797231197357
V5_deep,model,-1,unknown,924,0.7983601689338684,2.6467010378837585
V5_deep,model,-1,unknown,924,0.8560657501220703,2.577936463057995
V5_deep,model,-1,unknown,924,0.7740724086761475,2.6458365842700005
V5_deep,model,-1,unknown,924,0.8226339221000671,2.698556892573833
V5_deep,model,-1,unknown,924,0.7686260342597961,2.7350232005119324
V5_deep,model,-1,unknown,924,0.7850642204284668,2.614164911210537
V5_deep,model,-1,unknown,924,0.819616973400116,2.6555871590971947
V5_deep,model,-1,unknown,924,0.7867206931114197,2.627798914909363
V5_deep,model,-1,unknown,924,-5.165484428405762,23.53471964597702
V5_deep,model,-1,unknown,924,-4.927955150604248,23.662491142749783
V5_deep,model,-1,unknown,924,0.4556317329406738,6.064042821526527
V5_deep,model,-1,unknown,924,-0.0072345933876931,8.187755942344666
V5_deep,model,-1,unknown,924,0.5917525887489319,4.281867668032646
V5_deep,model,-1,unknown,924,0.1433673053979873,7.505454123020172
V5_deep,model,-1,unknown,924,0.767587423324585,2.70687285810709
V5_deep,model,-1,unknown,924,0.8566548228263855,2.656472288072109
V5_deep,model,-1,unknown,924,0.7661369442939758,2.74178683757782
V5_deep,model,-1,unknown,924,0.8570817112922668,2.673131041228771
V5_deep,model,-1,unknown,1428,0.8063113689422607,2.7097515761852264
V5_deep,model,-1,unknown,1428,0.7622613310813904,2.859614044427872
V5_deep,model,-1,unknown,1428,0.7948975563049316,2.8714893385767937
V5_deep,model,-1,unknown,1428,0.8271262645721436,2.6998795568943024
V5_deep,model,-1,unknown,1428,0.7530439496040344,2.853553928434849
V5_deep,model,-1,unknown,1428,0.7519962787628174,2.8837544843554497
V5_deep,model,-1,unknown,1428,0.746002197265625,2.837546728551388
V5_deep,model,-1,unknown,1428,0.785023033618927,3.019196353852749
V5_deep,model,-1,unknown,1428,0.7914876937866211,2.9428163543343544
V5_deep,model,-1,unknown,1428,0.7746589779853821,2.8784267604351044
V5_deep,model,-1,unknown,1428,-5.282993793487549,23.847822844982147
V5_deep,model,-1,unknown,1428,-4.908951282501221,23.651187121868134
V5_deep,model,-1,unknown,1428,0.4433103501796722,5.424467846751213
V5_deep,model,-1,unknown,1428,0.5129469037055969,5.860507860779762
V5_deep,model,-1,unknown,1428,0.5036211609840393,4.934779182076454
V5_deep,model,-1,unknown,1428,-0.238793134689331,8.898615837097168
V5_deep,model,-1,unknown,1428,0.7696945071220398,2.9212407767772675
V5_deep,model,-1,unknown,1428,0.801961362361908,2.791406400501728
V5_deep,model,-1,unknown,1428,0.7541049122810364,2.854139916598797
V5_deep,model,-1,unknown,1428,0.8027267456054688,2.8319476172327995
V5_deep,model,-1,unknown,798,0.7522532343864441,3.3514734357595444
V5_deep,model,-1,unknown,798,0.7632389664649963,3.4323077648878098
V5_deep,model,-1,unknown,798,0.7684810757637024,3.331989049911499
V5_deep,model,-1,unknown,798,0.7691323757171631,3.274964913725853
V5_deep,model,-1,unknown,798,0.7651972770690918,3.400114178657532
V5_deep,model,-1,unknown,798,0.7549588680267334,3.388800099492073
V5_deep,model,-1,unknown,798,0.7537815570831299,3.4637633711099625
V5_deep,model,-1,unknown,798,0.7507750391960144,3.7875209003686905
V5_deep,model,-1,unknown,798,0.7680942416191101,3.3521488308906555
V5_deep,model,-1,unknown,798,0.7615518569946289,3.375114500522613
V5_deep,model,-1,unknown,798,-16.111480712890625,23.33512157201767
V5_deep,model,-1,unknown,798,-15.496222496032717,23.228561878204346
V5_deep,model,-1,unknown,798,-0.2396219223737716,10.235831886529922
V5_deep,model,-1,unknown,798,0.369562953710556,6.926219165325165
V5_deep,model,-1,unknown,798,0.4434455633163452,6.475827097892761
V5_deep,model,-1,unknown,798,0.754408061504364,3.4920964390039444
V5_deep,model,-1,unknown,798,0.7503566145896912,3.526512905955314
V5_deep,model,-1,unknown,798,0.7591121792793274,3.429964557290077
V5_deep,model,-1,unknown,798,0.7690919041633606,3.43964546918869
V5_deep,model,-1,unknown,924,0.7258296012878418,3.46570648252964
V5_deep,model,-1,unknown,924,0.7533540725708008,3.692365065217018
V5_deep,model,-1,unknown,924,0.7629428505897522,3.4024231135845184
V5_deep,model,-1,unknown,924,0.7635860443115234,3.405250236392021
V5_deep,model,-1,unknown,924,0.7557277679443359,3.5636425018310547
V5_deep,model,-1,unknown,924,0.7640833854675293,3.454000875353813
V5_deep,model,-1,unknown,924,0.7193109393119812,3.607673570513725
V5_deep,model,-1,unknown,924,0.7558889985084534,3.5596799105405807
V5_deep,model,-1,unknown,924,0.760784387588501,3.497160598635673
V5_deep,model,-1,unknown,924,0.7496356964111328,3.499898314476013
V5_deep,model,-1,unknown,924,0.7517313361167908,3.5655785351991653
V5_deep,model,-1,unknown,924,0.7688276171684265,3.334297612309456
V5_deep,model,-1,unknown,924,0.7331427931785583,3.4357067197561264
