fold,feature_set,config,n_features,r2,mae,time,n_estimators,max_depth,learning_rate,num_leaves,min_child_samples,reg_lambda,subsample,colsample_bytree,subsample_freq
1,VegIdx+RedEdge+TC+NDTI+CRI1,strong_wide,408,0.7271492595539062,3.960225431176439,56.09564018249512,1000,6,0.03,255,20,3.0,0.8,0.7,1.0
1,VegIdx+RedEdge+TC,base,348,0.7187407578983255,4.123226611983647,25.53265881538391,500,6,0.05,31,20,0.1,0.85,0.85,
1,VegIdx+RedEdge+TC,n200,348,0.7123407766697704,4.172741496699233,13.19198751449585,200,6,0.05,31,20,0.1,0.85,0.85,
1,VegIdx+RedEdge+TC,n1000,348,0.7183119274130676,4.127434530127786,46.95262098312378,1000,6,0.05,31,20,0.1,0.85,0.85,
1,VegIdx+RedEdge+TC,n2000,348,0.7179969111783042,4.129543512202469,95.32926797866821,2000,6,0.05,31,20,0.1,0.85,0.85,
1,VegIdx+RedEdge+TC,depth4,348,0.7150460427636863,4.1968663183623764,17.502887725830078,500,4,0.05,31,20,0.1,0.85,0.85,
1,VegIdx+RedEdge+TC,depth8,348,0.7174366606788599,4.0860661182537985,28.91763162612915,500,8,0.05,31,20,0.1,0.85,0.85,
1,VegIdx+RedEdge+TC,depth12,348,0.7114852843325378,4.102945589015012,31.47222328186035,500,12,0.05,31,20,0.1,0.85,0.85,
1,VegIdx+RedEdge+TC,depth_none,348,0.7136662271680048,4.103347837245385,32.224631786346436,500,-1,0.05,31,20,0.1,0.85,0.85,
1,VegIdx+RedEdge+TC,leaves15,348,0.7177051217154434,4.116571174964203,18.75935697555542,500,6,0.05,15,20,0.1,0.85,0.85,
1,VegIdx+RedEdge+TC,leaves63,348,0.7173560476000332,4.118526415250188,27.504229307174683,500,6,0.05,63,20,0.1,0.85,0.85,
1,VegIdx+RedEdge+TC,leaves127,348,0.7173560476000332,4.118526415250188,28.30106210708618,500,6,0.05,127,20,0.1,0.85,0.85,
1,VegIdx+RedEdge+TC,leaves255,348,0.7173560476000332,4.118526415250188,28.261415719985962,500,6,0.05,255,20,0.1,0.85,0.85,
1,VegIdx+RedEdge+TC,lr0.01,348,0.7065911758910182,4.347597206170082,26.96906876564026,500,6,0.01,31,20,0.1,0.85,0.85,
1,VegIdx+RedEdge+TC,lr0.1,348,0.704476099416606,4.182330760359305,25.314820528030396,500,6,0.1,31,20,0.1,0.85,0.85,
1,VegIdx+RedEdge+TC,lr0.2,348,0.7025161559890871,4.322390446502956,25.90592122077942,500,6,0.2,31,20,0.1,0.85,0.85,
1,VegIdx+RedEdge+TC,reg0.0,348,0.7159823020644049,4.143456131109447,25.1610906124115,500,6,0.05,31,20,0.0,0.85,0.85,
1,VegIdx+RedEdge+TC,reg1.0,348,0.7195476824867035,4.100848972797715,25.486486673355103,500,6,0.05,31,20,1.0,0.85,0.85,
1,VegIdx+RedEdge+TC,reg5.0,348,0.724115136389262,4.113086324291306,24.830398321151733,500,6,0.05,31,20,5.0,0.85,0.85,
1,VegIdx+RedEdge+TC,reg10.0,348,0.7280107824254395,4.059111070556738,25.673412561416626,500,6,0.05,31,20,10.0,0.85,0.85,
1,VegIdx+RedEdge+TC,ss0.6,348,0.7132137875646313,4.117007354531891,24.322041988372803,500,6,0.05,31,20,0.1,0.6,0.85,1.0
1,VegIdx+RedEdge+TC,ss0.7,348,0.7288110872916399,4.09149627802372,25.08819818496704,500,6,0.05,31,20,0.1,0.7,0.85,1.0
1,VegIdx+RedEdge+TC,ss1.0,348,0.7187407578983255,4.123226611983647,25.288797616958618,500,6,0.05,31,20,0.1,1.0,0.85,0.0
1,VegIdx+RedEdge+TC,cs0.5,348,0.7241315275736137,4.085198565485074,19.92439317703247,500,6,0.05,31,20,0.1,0.85,0.5,
1,VegIdx+RedEdge+TC,cs0.7,348,0.7277937334900577,4.11174106420016,23.277435302734375,500,6,0.05,31,20,0.1,0.85,0.7,
1,VegIdx+RedEdge+TC,cs1.0,348,0.7146887718518286,4.130433254764043,26.9445059299469,500,6,0.05,31,20,0.1,0.85,1.0,
1,VegIdx+RedEdge+TC,mcs5,348,0.7166616696940338,4.143596375231757,28.637471914291382,500,6,0.05,31,5,0.1,0.85,0.85,
1,VegIdx+RedEdge+TC,mcs50,348,0.7168143812399365,4.128331143450562,22.012378215789795,500,6,0.05,31,50,0.1,0.85,0.85,
1,VegIdx+RedEdge+TC,mcs100,348,0.7337036306933244,4.198163274850333,19.303837776184082,500,6,0.05,31,100,0.1,0.85,0.85,
1,VegIdx+RedEdge+TC,strong_deep,348,0.7080682974942426,4.150365419896742,200.26534366607666,1000,-1,0.03,127,10,1.0,0.8,0.8,1.0
1,VegIdx+RedEdge+TC,strong_conservative,348,0.7173757056514648,4.060925251854329,59.49983525276184,1000,8,0.03,63,30,5.0,0.7,0.7,1.0
1,VegIdx+RedEdge+TC,strong_shallow,348,0.7300575614748656,4.09309220961394,59.97328305244446,2000,4,0.02,15,20,0.5,0.85,0.85,1.0
1,VegIdx+RedEdge+TC,strong_wide,348,0.7316854285356654,4.031779965650893,51.00033211708069,1000,6,0.03,255,20,3.0,0.8,0.7,1.0
2,VegIdx+RedEdge+TC+NDTI+IRECI+CRI1,base,438,0.7187206643913661,1.9115931193126596,31.918398141860962,500,6,0.05,31,20,0.1,0.85,0.85,
2,VegIdx+RedEdge+TC+NDTI+IRECI+CRI1,n200,438,0.710950296729981,1.926488755196666,16.793800115585327,200,6,0.05,31,20,0.1,0.85,0.85,
2,VegIdx+RedEdge+TC+NDTI+IRECI+CRI1,n1000,438,0.7213764149961115,1.9093889801675732,60.905072927474976,1000,6,0.05,31,20,0.1,0.85,0.85,
2,VegIdx+RedEdge+TC+NDTI+IRECI+CRI1,n2000,438,0.7232611685608915,1.9122472647214945,111.9460277557373,2000,6,0.05,31,20,0.1,0.85,0.85,
2,VegIdx+RedEdge+TC+NDTI+IRECI+CRI1,depth4,438,0.6970072625259057,1.9998651295989243,21.299662828445435,500,4,0.05,31,20,0.1,0.85,0.85,
2,VegIdx+RedEdge+TC+NDTI+IRECI+CRI1,depth8,438,0.710463182825921,1.9046151043770987,35.89947152137756,500,8,0.05,31,20,0.1,0.85,0.85,
2,VegIdx+RedEdge+TC+NDTI+IRECI+CRI1,depth12,438,0.7158312281989723,1.8949990546503062,42.150386571884155,500,12,0.05,31,20,0.1,0.85,0.85,
2,VegIdx+RedEdge+TC+NDTI+IRECI+CRI1,depth_none,438,0.7164038009948405,1.9051768355564844,46.473549365997314,500,-1,0.05,31,20,0.1,0.85,0.85,
2,VegIdx+RedEdge+TC+NDTI+IRECI+CRI1,leaves15,438,0.7102261866048729,1.9603727662993606,23.908742427825928,500,6,0.05,15,20,0.1,0.85,0.85,
2,VegIdx+RedEdge+TC+NDTI+IRECI+CRI1,leaves63,438,0.719362598976803,1.903672983162547,36.36503982543945,500,6,0.05,63,20,0.1,0.85,0.85,
2,VegIdx+RedEdge+TC+NDTI+IRECI+CRI1,leaves127,438,0.719362598976803,1.903672983162547,36.81800985336304,500,6,0.05,127,20,0.1,0.85,0.85,
2,VegIdx+RedEdge+TC+NDTI+IRECI+CRI1,leaves255,438,0.719362598976803,1.903672983162547,36.45279335975647,500,6,0.05,255,20,0.1,0.85,0.85,
2,VegIdx+RedEdge+TC+NDTI+IRECI+CRI1,lr0.01,438,0.7020480786594954,2.0190474509804845,34.3430073261261,500,6,0.01,31,20,0.1,0.85,0.85,
2,VegIdx+RedEdge+TC+NDTI+IRECI+CRI1,lr0.1,438,0.7122519403585504,1.9366350344320005,31.378001928329468,500,6,0.1,31,20,0.1,0.85,0.85,
2,VegIdx+RedEdge+TC+NDTI+IRECI+CRI1,lr0.2,438,0.7001468828643619,2.0075666874528086,32.357197284698486,500,6,0.2,31,20,0.1,0.85,0.85,
2,VegIdx+RedEdge+TC+NDTI+IRECI+CRI1,reg0.0,438,0.7213918165665077,1.9065512628378558,30.825440168380737,500,6,0.05,31,20,0.0,0.85,0.85,
2,VegIdx+RedEdge+TC+NDTI+IRECI+CRI1,reg1.0,438,0.7187300119413157,1.9134614173541267,31.721073865890503,500,6,0.05,31,20,1.0,0.85,0.85,
2,VegIdx+RedEdge+TC+NDTI+IRECI+CRI1,reg5.0,438,0.7219545608111568,1.9101092960262558,31.29434871673584,500,6,0.05,31,20,5.0,0.85,0.85,
2,VegIdx+RedEdge+TC+NDTI+IRECI+CRI1,reg10.0,438,0.7252176812435711,1.9040503379395126,32.03401327133179,500,6,0.05,31,20,10.0,0.85,0.85,
2,VegIdx+RedEdge+TC+NDTI+IRECI+CRI1,ss0.6,438,0.7131005046315936,1.9134877908315018,31.435261726379395,500,6,0.05,31,20,0.1,0.6,0.85,1.0
2,VegIdx+RedEdge+TC+NDTI+IRECI+CRI1,ss0.7,438,0.7132316076811508,1.9161123735663317,30.921367168426514,500,6,0.05,31,20,0.1,0.7,0.85,1.0
2,VegIdx+RedEdge+TC+NDTI+IRECI+CRI1,ss1.0,438,0.7187206643913661,1.9115931193126596,31.37622618675232,500,6,0.05,31,20,0.1,1.0,0.85,0.0
2,VegIdx+RedEdge+TC+NDTI+IRECI+CRI1,cs0.5,438,0.725516509460744,1.9088872737185756,24.89435315132141,500,6,0.05,31,20,0.1,0.85,0.5,
2,VegIdx+RedEdge+TC+NDTI+IRECI+CRI1,cs0.7,438,0.7270535851736234,1.904574345739401,28.240620851516724,500,6,0.05,31,20,0.1,0.85,0.7,
2,VegIdx+RedEdge+TC+NDTI+IRECI+CRI1,cs1.0,438,0.7140804161516824,1.9076421713851286,34.6089563369751,500,6,0.05,31,20,0.1,0.85,1.0,
2,VegIdx+RedEdge+TC+NDTI+IRECI+CRI1,mcs5,438,0.7046009738265838,1.9164768799848404,35.32573938369751,500,6,0.05,31,5,0.1,0.85,0.85,
2,VegIdx+RedEdge+TC+NDTI+IRECI+CRI1,mcs50,438,0.7109593680475902,1.9236012749594011,27.76792001724243,500,6,0.05,31,50,0.1,0.85,0.85,
2,VegIdx+RedEdge+TC+NDTI+IRECI+CRI1,mcs100,438,0.7025456212512121,1.9536383505801855,25.945299863815308,500,6,0.05,31,100,0.1,0.85,0.85,
2,VegIdx+RedEdge+TC+NDTI+IRECI+CRI1,strong_deep,438,0.7182271718305618,1.8602179514098691,245.33553314208984,1000,-1,0.03,127,10,1.0,0.8,0.8,1.0
2,VegIdx+RedEdge+TC+NDTI+IRECI+CRI1,strong_conservative,438,0.7249832253246068,1.8722763312035806,75.92988634109497,1000,8,0.03,63,30,5.0,0.7,0.7,1.0
2,VegIdx+RedEdge+TC+NDTI+IRECI+CRI1,strong_shallow,438,0.7119013905525899,1.9589867793180753,70.49754071235657,2000,4,0.02,15,20,0.5,0.85,0.85,1.0
2,VegIdx+RedEdge+TC+NDTI+IRECI+CRI1,strong_wide,438,0.7250822389944197,1.8896844294123254,62.64160370826721,1000,6,0.03,255,20,3.0,0.8,0.7,1.0
2,VegIdx+RedEdge+TC+NDTI+CRI1,base,408,0.716758474076629,1.8991379466739553,30.670721292495728,500,6,0.05,31,20,0.1,0.85,0.85,
2,VegIdx+RedEdge+TC+NDTI+CRI1,n200,408,0.7097189870194449,1.9192604410560186,16.051307201385498,200,6,0.05,31,20,0.1,0.85,0.85,
2,VegIdx+RedEdge+TC+NDTI+CRI1,n1000,408,0.7168663425967697,1.9009163104806044,55.58621549606323,1000,6,0.05,31,20,0.1,0.85,0.85,
2,VegIdx+RedEdge+TC+NDTI+CRI1,n2000,408,0.7181892345107888,1.9019927606779945,104.86196208000183,2000,6,0.05,31,20,0.1,0.85,0.85,
2,VegIdx+RedEdge+TC+NDTI+CRI1,depth4,408,0.6861707111884661,1.9954593216853413,20.379942417144775,500,4,0.05,31,20,0.1,0.85,0.85,
2,VegIdx+RedEdge+TC+NDTI+CRI1,depth8,408,0.7214577359656266,1.8909103400393386,33.67700529098511,500,8,0.05,31,20,0.1,0.85,0.85,
2,VegIdx+RedEdge+TC+NDTI+CRI1,depth12,408,0.7098392494533932,1.89680367872783,39.52266526222229,500,12,0.05,31,20,0.1,0.85,0.85,
2,VegIdx+RedEdge+TC+NDTI+CRI1,depth_none,408,0.711755356111181,1.8971517342711082,38.51873779296875,500,-1,0.05,31,20,0.1,0.85,0.85,
2,VegIdx+RedEdge+TC+NDTI+CRI1,leaves15,408,0.7028890381086939,1.957527351514376,22.541620016098022,500,6,0.05,15,20,0.1,0.85,0.85,
2,VegIdx+RedEdge+TC+NDTI+CRI1,leaves63,408,0.7157299768954465,1.9006576520779184,34.083001375198364,500,6,0.05,63,20,0.1,0.85,0.85,
2,VegIdx+RedEdge+TC+NDTI+CRI1,leaves127,408,0.7156675179813483,1.9041527546337806,34.109063386917114,500,6,0.05,127,20,0.1,0.85,0.85,
2,VegIdx+RedEdge+TC+NDTI+CRI1,leaves255,408,0.7156675179813483,1.9041527546337806,35.56864905357361,500,6,0.05,255,20,0.1,0.85,0.85,
2,VegIdx+RedEdge+TC+NDTI+CRI1,lr0.01,408,0.7009571151762515,2.018258631964059,32.03445625305176,500,6,0.01,31,20,0.1,0.85,0.85,
2,VegIdx+RedEdge+TC+NDTI+CRI1,lr0.1,408,0.7052179049913233,1.9383193699398535,30.111328125,500,6,0.1,31,20,0.1,0.85,0.85,
2,VegIdx+RedEdge+TC+NDTI+CRI1,lr0.2,408,0.6967431135613097,2.021464341151696,30.39332151412964,500,6,0.2,31,20,0.1,0.85,0.85,
2,VegIdx+RedEdge+TC+NDTI+CRI1,reg0.0,408,0.7171655554086809,1.9034646549679155,29.443748712539673,500,6,0.05,31,20,0.0,0.85,0.85,
2,VegIdx+RedEdge+TC+NDTI+CRI1,reg1.0,408,0.7174111141874301,1.9092176931800442,29.57049822807312,500,6,0.05,31,20,1.0,0.85,0.85,
2,VegIdx+RedEdge+TC+NDTI+CRI1,reg5.0,408,0.7200379515198447,1.8990372963724893,30.045783042907715,500,6,0.05,31,20,5.0,0.85,0.85,
2,VegIdx+RedEdge+TC+NDTI+CRI1,reg10.0,408,0.7173153367255062,1.9098624513372315,29.370715856552124,500,6,0.05,31,20,10.0,0.85,0.85,
2,VegIdx+RedEdge+TC+NDTI+CRI1,ss0.6,408,0.7128558451422675,1.9170657002839566,27.856015920639038,500,6,0.05,31,20,0.1,0.6,0.85,1.0
2,VegIdx+RedEdge+TC+NDTI+CRI1,ss0.7,408,0.7159954307860746,1.9140662389724905,28.53835916519165,500,6,0.05,31,20,0.1,0.7,0.85,1.0
2,VegIdx+RedEdge+TC+NDTI+CRI1,ss1.0,408,0.716758474076629,1.8991379466739553,29.0920729637146,500,6,0.05,31,20,0.1,1.0,0.85,0.0
2,VegIdx+RedEdge+TC+NDTI+CRI1,cs0.5,408,0.7231315756097926,1.898705438880147,23.517695426940918,500,6,0.05,31,20,0.1,0.85,0.5,
2,VegIdx+RedEdge+TC+NDTI+CRI1,cs0.7,408,0.7176266060025628,1.9118149645785893,26.82079315185547,500,6,0.05,31,20,0.1,0.85,0.7,
2,VegIdx+RedEdge+TC+NDTI+CRI1,cs1.0,408,0.7126941051361264,1.9138539797707692,32.34547567367554,500,6,0.05,31,20,0.1,0.85,1.0,
2,VegIdx+RedEdge+TC+NDTI+CRI1,mcs5,408,0.7142965543460459,1.902929584708019,33.09007477760315,500,6,0.05,31,5,0.1,0.85,0.85,
2,VegIdx+RedEdge+TC+NDTI+CRI1,mcs50,408,0.7104205001953617,1.9209345346509925,26.09714388847351,500,6,0.05,31,50,0.1,0.85,0.85,
2,VegIdx+RedEdge+TC+NDTI+CRI1,mcs100,408,0.7031848326812963,1.9505028663277062,25.03593611717224,500,6,0.05,31,100,0.1,0.85,0.85,
2,VegIdx+RedEdge+TC+NDTI+CRI1,strong_deep,408,0.7140008196224858,1.8564744350643652,233.0824053287506,1000,-1,0.03,127,10,1.0,0.8,0.8,1.0
2,VegIdx+RedEdge+TC+NDTI+CRI1,strong_conservative,408,0.7245121973358405,1.8715823492711607,71.01441836357117,1000,8,0.03,63,30,5.0,0.7,0.7,1.0
2,VegIdx+RedEdge+TC+NDTI+CRI1,strong_shallow,408,0.706924397404901,1.958390620023907,65.78479194641113,2000,4,0.02,15,20,0.5,0.85,0.85,1.0
2,VegIdx+RedEdge+TC+NDTI+CRI1,strong_wide,408,0.7255584191374487,1.883392136877363,58.92888140678406,1000,6,0.03,255,20,3.0,0.8,0.7,1.0
2,VegIdx+RedEdge+TC,base,348,0.6441978093804018,1.993001886650236,25.97143030166626,500,6,0.05,31,20,0.1,0.85,0.85,
2,VegIdx+RedEdge+TC,n200,348,0.6402715966668353,2.005211957906174,13.713611364364624,200,6,0.05,31,20,0.1,0.85,0.85,
2,VegIdx+RedEdge+TC,n1000,348,0.6462078288755165,1.9926068167592288,46.41065764427185,1000,6,0.05,31,20,0.1,0.85,0.85,
2,VegIdx+RedEdge+TC,n2000,348,0.6487993611012729,1.993157597599055,90.47763967514038,2000,6,0.05,31,20,0.1,0.85,0.85,
2,VegIdx+RedEdge+TC,depth4,348,0.6415563805136766,2.0378491289233933,17.47522783279419,500,4,0.05,31,20,0.1,0.85,0.85,
2,VegIdx+RedEdge+TC,depth8,348,0.6304205133765531,1.9907478729190293,28.773259162902832,500,8,0.05,31,20,0.1,0.85,0.85,
2,VegIdx+RedEdge+TC,depth12,348,0.6348601510180191,1.986624212497734,31.412580490112305,500,12,0.05,31,20,0.1,0.85,0.85,
2,VegIdx+RedEdge+TC,depth_none,348,0.6366872416605139,1.982635738965384,31.969741582870483,500,-1,0.05,31,20,0.1,0.85,0.85,
2,VegIdx+RedEdge+TC,leaves15,348,0.6368087174783095,2.026715107200443,19.271703958511353,500,6,0.05,15,20,0.1,0.85,0.85,
2,VegIdx+RedEdge+TC,leaves63,348,0.6463635190023668,1.9853478525327883,28.655895709991455,500,6,0.05,63,20,0.1,0.85,0.85,
2,VegIdx+RedEdge+TC,leaves127,348,0.6463635190023668,1.9853478525327883,28.740143537521362,500,6,0.05,127,20,0.1,0.85,0.85,
2,VegIdx+RedEdge+TC,leaves255,348,0.6463635190023668,1.9853478525327883,29.772613525390625,500,6,0.05,255,20,0.1,0.85,0.85,
2,VegIdx+RedEdge+TC,lr0.01,348,0.6318176394775894,2.0979831941188616,28.098342418670654,500,6,0.01,31,20,0.1,0.85,0.85,
2,VegIdx+RedEdge+TC,lr0.1,348,0.6428258975605936,2.0145625753962877,25.53095507621765,500,6,0.1,31,20,0.1,0.85,0.85,
2,VegIdx+RedEdge+TC,lr0.2,348,0.6201533972862122,2.0870132097663965,25.58089566230774,500,6,0.2,31,20,0.1,0.85,0.85,
2,VegIdx+RedEdge+TC,reg0.0,348,0.6424211412715547,1.9888629656396242,24.921040773391724,500,6,0.05,31,20,0.0,0.85,0.85,
2,VegIdx+RedEdge+TC,reg1.0,348,0.6372962454667999,1.991640140316275,25.200583696365356,500,6,0.05,31,20,1.0,0.85,0.85,
2,VegIdx+RedEdge+TC,reg5.0,348,0.6547190257025988,1.986345578737356,25.110517740249634,500,6,0.05,31,20,5.0,0.85,0.85,
2,VegIdx+RedEdge+TC,reg10.0,348,0.6570620155088688,1.9850857319268205,24.520483016967773,500,6,0.05,31,20,10.0,0.85,0.85,
2,VegIdx+RedEdge+TC,ss0.6,348,0.6464398061908766,1.9765552058336033,24.03807830810547,500,6,0.05,31,20,0.1,0.6,0.85,1.0
2,VegIdx+RedEdge+TC,ss0.7,348,0.650118526351006,1.9701876908131033,25.047152757644653,500,6,0.05,31,20,0.1,0.7,0.85,1.0
2,VegIdx+RedEdge+TC,ss1.0,348,0.6441978093804018,1.993001886650236,25.089351892471313,500,6,0.05,31,20,0.1,1.0,0.85,0.0
2,VegIdx+RedEdge+TC,cs0.5,348,0.6521073468255246,1.9836280179175092,20.80494499206543,500,6,0.05,31,20,0.1,0.85,0.5,
2,VegIdx+RedEdge+TC,cs0.7,348,0.6432740533807798,1.9846304903977356,22.574784994125366,500,6,0.05,31,20,0.1,0.85,0.7,
2,VegIdx+RedEdge+TC,cs1.0,348,0.6367506409363632,1.9977400418300848,27.41262698173523,500,6,0.05,31,20,0.1,0.85,1.0,
2,VegIdx+RedEdge+TC,mcs5,348,0.6275641684961598,1.998919144335529,28.554511070251465,500,6,0.05,31,5,0.1,0.85,0.85,
2,VegIdx+RedEdge+TC,mcs50,348,0.6499271498883434,1.9954506099442584,22.156977653503418,500,6,0.05,31,50,0.1,0.85,0.85,
2,VegIdx+RedEdge+TC,mcs100,348,0.6355202041804446,2.0276329999330964,20.97720170021057,500,6,0.05,31,100,0.1,0.85,0.85,
2,VegIdx+RedEdge+TC,strong_deep,348,0.6555054076303413,1.9248204281552013,197.7290861606598,1000,-1,0.03,127,10,1.0,0.8,0.8,1.0
2,VegIdx+RedEdge+TC,strong_conservative,348,0.661499086068431,1.9513699936193833,62.41552519798279,1000,8,0.03,63,30,5.0,0.7,0.7,1.0
2,VegIdx+RedEdge+TC,strong_shallow,348,0.6498718588660267,2.014034491550737,57.07629585266113,2000,4,0.02,15,20,0.5,0.85,0.85,1.0
2,VegIdx+RedEdge+TC,strong_wide,348,0.6739067217876246,1.947445957722999,51.727962493896484,1000,6,0.03,255,20,3.0,0.8,0.7,1.0
3,VegIdx+RedEdge+TC+NDTI+IRECI+CRI1,base,438,0.6984151422818003,4.597769203856822,31.173989057540894,500,6,0.05,31,20,0.1,0.85,0.85,
3,VegIdx+RedEdge+TC+NDTI+IRECI+CRI1,n200,438,0.7010028621570816,4.681473175230378,16.57975172996521,200,6,0.05,31,20,0.1,0.85,0.85,
3,VegIdx+RedEdge+TC+NDTI+IRECI+CRI1,n1000,438,0.6961529803233458,4.58788927493535,56.09568691253662,1000,6,0.05,31,20,0.1,0.85,0.85,
3,VegIdx+RedEdge+TC+NDTI+IRECI+CRI1,n2000,438,0.6952401445955507,4.593949787402312,108.27499270439148,2000,6,0.05,31,20,0.1,0.85,0.85,
3,VegIdx+RedEdge+TC+NDTI+IRECI+CRI1,depth4,438,0.7011433795639519,4.765061061638242,20.711058378219604,500,4,0.05,31,20,0.1,0.85,0.85,
3,VegIdx+RedEdge+TC+NDTI+IRECI+CRI1,depth8,438,0.7017725115963288,4.580880267114557,36.01184415817261,500,8,0.05,31,20,0.1,0.85,0.85,
3,VegIdx+RedEdge+TC+NDTI+IRECI+CRI1,depth12,438,0.6978053893494714,4.569600144889552,38.36580204963684,500,12,0.05,31,20,0.1,0.85,0.85,
3,VegIdx+RedEdge+TC+NDTI+IRECI+CRI1,depth_none,438,0.702478961682548,4.562037569432046,38.90162444114685,500,-1,0.05,31,20,0.1,0.85,0.85,
3,VegIdx+RedEdge+TC+NDTI+IRECI+CRI1,leaves15,438,0.6973265004115445,4.6777736072579765,23.379709720611572,500,6,0.05,15,20,0.1,0.85,0.85,
3,VegIdx+RedEdge+TC+NDTI+IRECI+CRI1,leaves63,438,0.6983674112315978,4.639453847538455,33.894842863082886,500,6,0.05,63,20,0.1,0.85,0.85,
3,VegIdx+RedEdge+TC+NDTI+IRECI+CRI1,leaves127,438,0.6983674112315978,4.639453847538455,34.43488788604736,500,6,0.05,127,20,0.1,0.85,0.85,
3,VegIdx+RedEdge+TC+NDTI+IRECI+CRI1,leaves255,438,0.6983674112315978,4.639453847538455,35.306320905685425,500,6,0.05,255,20,0.1,0.85,0.85,
3,VegIdx+RedEdge+TC+NDTI+IRECI+CRI1,lr0.01,438,0.7051592543469679,4.968683883906655,32.76727747917175,500,6,0.01,31,20,0.1,0.85,0.85,
3,VegIdx+RedEdge+TC+NDTI+IRECI+CRI1,lr0.1,438,0.6954645063339843,4.675395218947612,30.565043210983276,500,6,0.1,31,20,0.1,0.85,0.85,
3,VegIdx+RedEdge+TC+NDTI+IRECI+CRI1,lr0.2,438,0.6776290152454457,4.861901609591453,31.234489917755127,500,6,0.2,31,20,0.1,0.85,0.85,
3,VegIdx+RedEdge+TC+NDTI+IRECI+CRI1,reg0.0,438,0.7021545470223401,4.6267184831556945,30.293429136276245,500,6,0.05,31,20,0.0,0.85,0.85,
3,VegIdx+RedEdge+TC+NDTI+IRECI+CRI1,reg1.0,438,0.7006254394219308,4.597964190144807,30.484275579452515,500,6,0.05,31,20,1.0,0.85,0.85,
3,VegIdx+RedEdge+TC+NDTI+IRECI+CRI1,reg5.0,438,0.7081093438380061,4.615126201109244,30.53062629699707,500,6,0.05,31,20,5.0,0.85,0.85,
3,VegIdx+RedEdge+TC+NDTI+IRECI+CRI1,reg10.0,438,0.7107344359662083,4.607189573494627,30.652803897857666,500,6,0.05,31,20,10.0,0.85,0.85,
3,VegIdx+RedEdge+TC+NDTI+IRECI+CRI1,ss0.6,438,0.7053679269742389,4.60697274672367,28.82960081100464,500,6,0.05,31,20,0.1,0.6,0.85,1.0
3,VegIdx+RedEdge+TC+NDTI+IRECI+CRI1,ss0.7,438,0.7007086792489732,4.564745726670319,30.006798028945923,500,6,0.05,31,20,0.1,0.7,0.85,1.0
3,VegIdx+RedEdge+TC+NDTI+IRECI+CRI1,ss1.0,438,0.6984151422818003,4.597769203856822,30.754397869110107,500,6,0.05,31,20,0.1,1.0,0.85,0.0
3,VegIdx+RedEdge+TC+NDTI+IRECI+CRI1,cs0.5,438,0.7028243509731392,4.565113477719024,24.558613538742065,500,6,0.05,31,20,0.1,0.85,0.5,
3,VegIdx+RedEdge+TC+NDTI+IRECI+CRI1,cs0.7,438,0.7065039081192044,4.59554041494806,27.512824535369873,500,6,0.05,31,20,0.1,0.85,0.7,
3,VegIdx+RedEdge+TC+NDTI+IRECI+CRI1,cs1.0,438,0.6931599501884524,4.644972857579338,33.35166597366333,500,6,0.05,31,20,0.1,0.85,1.0,
3,VegIdx+RedEdge+TC+NDTI+IRECI+CRI1,mcs5,438,0.694882608539391,4.624559177747142,33.575042724609375,500,6,0.05,31,5,0.1,0.85,0.85,
3,VegIdx+RedEdge+TC+NDTI+IRECI+CRI1,mcs50,438,0.7232756333403385,4.63023284825748,26.249702215194702,500,6,0.05,31,50,0.1,0.85,0.85,
3,VegIdx+RedEdge+TC+NDTI+IRECI+CRI1,mcs100,438,0.7116416739134097,4.659242605445848,24.205646514892578,500,6,0.05,31,100,0.1,0.85,0.85,
3,VegIdx+RedEdge+TC+NDTI+IRECI+CRI1,strong_deep,438,0.69791464557996,4.6563317836657125,243.2300946712494,1000,-1,0.03,127,10,1.0,0.8,0.8,1.0
3,VegIdx+RedEdge+TC+NDTI+IRECI+CRI1,strong_conservative,438,0.7151039481689755,4.57270189193695,70.86132860183716,1000,8,0.03,63,30,5.0,0.7,0.7,1.0
3,VegIdx+RedEdge+TC+NDTI+IRECI+CRI1,strong_shallow,438,0.7097945542623024,4.648408119503433,80.58308219909668,2000,4,0.02,15,20,0.5,0.85,0.85,1.0
3,VegIdx+RedEdge+TC+NDTI+IRECI+CRI1,strong_wide,438,0.7113228817147254,4.571353504435415,84.94451594352722,1000,6,0.03,255,20,3.0,0.8,0.7,1.0
3,VegIdx+RedEdge+TC+NDTI+CRI1,base,408,0.7073669792037663,4.615427435149808,37.91658091545105,500,6,0.05,31,20,0.1,0.85,0.85,
3,VegIdx+RedEdge+TC+NDTI+CRI1,n200,408,0.7083044983752828,4.7088996540243,19.14562177658081,200,6,0.05,31,20,0.1,0.85,0.85,
3,VegIdx+RedEdge+TC+NDTI+CRI1,n1000,408,0.7047010544074958,4.604406648976556,61.61506390571594,1000,6,0.05,31,20,0.1,0.85,0.85,
3,VegIdx+RedEdge+TC+NDTI+CRI1,n2000,408,0.7040362638590228,4.609094787048228,136.33797121047974,2000,6,0.05,31,20,0.1,0.85,0.85,
3,VegIdx+RedEdge+TC+NDTI+CRI1,depth4,408,0.7011423082515158,4.776667316532809,27.192223072052002,500,4,0.05,31,20,0.1,0.85,0.85,
