run_name,r2_mean,r2_std,mae_mean,folds,model_type
extratrees_500_third_v5_glcm_lbp,0.6604235643425066,0.024746197143450853,3.3143854402482753,5,extratrees
rf_500_v5_glcm_lbp,0.6433667758896731,0.030166391953050972,3.4516912940766367,5,rf
rf_500_third_v5_glcm_lbp,0.6418051878812203,0.026437548052282534,3.3659432262781275,5,rf
catboost_1000_v5_glcm_lbp,0.6416994224839522,0.031009777376353218,3.665890874464202,5,catboost
extratrees_1000_v5_glcm_lbp,0.641303336984629,0.03930880979124677,3.5313812232171187,5,extratrees
extratrees_500_v5_glcm_lbp,0.6393891931826696,0.03951797760616813,3.5390784960359527,5,extratrees
catboost_deeper_v5_glcm_lbp,0.6317363216503468,0.03658811709471976,3.5013991947687955,5,catboost
