name,r2_mean,r2_std,mae_mean,mae_std,n_folds
bi_LBP_mLBP_plain_silu_L5_d1536_bn,0.7613052248954773,0.04332363272256113,2.5511638447642326,1.0834514755725189,5
bi_LBP_mLBP_plain_silu_L5_d1024_bn,0.7434290170669555,0.0360085495388243,2.6450890116393566,1.1408820481960154,5
bi_mLBP_only_plain_silu_L5_d1536_bn,0.6224759697914124,0.31416441609445317,2.543724961578846,1.1048941847264844,5
bi_mLBP_only_plain_silu_L5_d1024_bn,0.5673801302909851,0.435100170123127,2.5630624406039715,1.075185781911245,5
