model,r2_uniform,r2_weighted,mae_mean_pp,rmse_mean_pp,aitchison_mean,r2_tree_cover,r2_grassland,r2_cropland,r2_built_up,r2_bare_sparse,r2_water,mae_tree_cover_pp,mae_grassland_pp,mae_cropland_pp,mae_built_up_pp,mae_bare_sparse_pp,mae_water_pp,pct_valid_sum,pct_valid_range,pct_fully_valid,mean_sum,std_sum,name,fold,stage,feature_set,arch,activation,norm_type,n_layers,d_model,arch_family,lr,n_features,epochs,elapsed_s
model,0.7095246911048889,0.9382778406143188,1.7612768337130547,4.464323818683624,7.722529711073211,0.9573591351509094,0.8532400131225586,0.5728321075439453,0.9476842284202576,0.09712028503417969,0.8288207650184631,3.8699831813573837,2.2879373282194138,0.5259210709482431,3.360314667224884,0.3258100710809231,0.19770765211433172,100.0,100.0,100.0,1.0,7.573680704808794e-08,best5_v2_residual_silu_L20_d256_bn_lr0.0005,2,v5_5_arch,best5_v2,residual,silu,batchnorm,20,256,deep,0.0005,813,643,310.5
model,0.7102649807929993,0.9386426210403442,1.7516380175948143,4.4603124260902405,7.457404556663773,0.9576689600944519,0.8474013805389404,0.5418511629104614,0.949797511100769,0.1324034333229065,0.8323469161987305,3.857904300093651,2.309562638401985,0.5208736751228571,3.333648666739464,0.3236327087506652,0.1642241608351469,100.0,100.0,100.0,1.0,7.434457671706696e-08,best5_v2_plain_silu_L5_d1024_bn,2,v5_5_arch,best5_v2,plain,silu,batchnorm,5,1024,wide,0.001,813,582,73.6
model,0.6959772109985352,0.9394004344940186,1.7344512045383453,4.46297861635685,7.672680268467457,0.9581630229949951,0.8326864242553711,0.5691846609115601,0.9546300172805786,0.05996781587600708,0.8011234998703003,3.7873011082410812,2.434987388551235,0.5025281570851803,3.141338750720024,0.35037791822105646,0.19018708262592554,100.0,100.0,100.0,1.0,7.47629442798825e-08,best5_v2_plain_silu_L5_d2048_bn_lr0.0005,2,v5_5_arch,best5_v2,plain,silu,batchnorm,5,2048,wide,0.0005,813,602,104.3
model,0.699567973613739,0.9404119253158569,1.721109263598919,4.424429312348366,7.653346030485885,0.9590373039245605,0.8429317474365234,0.5343081951141357,0.9540838003158569,0.0818641185760498,0.8250747919082642,3.740445151925087,2.3774638772010803,0.529900286346674,3.182724490761757,0.3244842169806361,0.17164775636047125,100.0,100.0,100.0,1.0,7.479129493503933e-08,best5_v2_residual_silu_L10_d1024_bn_lr0.0005,2,v5_5_arch,best5_v2,residual,silu,batchnorm,10,1024,deep+wide,0.0005,813,631,254.8
model,0.6915223598480225,0.9374684691429138,1.7677705734968185,4.5166995376348495,8.080662814966338,0.9582028388977051,0.8204176425933838,0.5151426792144775,0.9529817700386047,0.05360764265060425,0.8486837148666382,3.7834282964468002,2.5436926633119583,0.5306028295308352,3.171621635556221,0.37209985312074423,0.20519157405942678,100.0,100.0,100.0,1.0,7.427122739045444e-08,best5_v2_residual_silu_L11_d1024_bn_lr0.0005,2,v5_5_arch,best5_v2,residual,silu,batchnorm,11,1024,deep+wide,0.0005,813,589,244.7
model,0.6783210635185242,0.9383808374404907,1.7433619126677513,4.540930688381195,7.992011597710464,0.9583687782287598,0.8414929509162903,0.514614462852478,0.9518136978149414,0.08982199430465698,0.713707685470581,3.80701906979084,2.3059479892253876,0.5241247825324535,3.22992242872715,0.3518636804074049,0.2413074253126979,100.0,100.0,100.0,1.0,7.346773855942956e-08,best5_v2_residual_silu_L12_d1024_bn_lr0.0005,2,v5_5_arch,best5_v2,residual,silu,batchnorm,12,1024,deep+wide,0.0005,813,612,265.2
model,0.717268168926239,0.8744894862174988,4.384293779730797,8.389389514923096,8.63864747300963,0.9104837775230408,0.8208776116371155,0.8290945291519165,0.9196335077285767,-0.023813605308532715,0.8472634553909302,5.7151418179273605,6.425665318965912,7.034008949995041,6.538216769695282,0.22119483910501003,0.3715143306180835,100.0,100.0,100.0,1.0,6.941500885204732e-08,best5_residual_silu_L12_d256_bn,3,v5_5_arch,best5,residual,silu,batchnorm,12,256,deep,0.001,633,657,217.7
model,0.6165311932563782,0.8715134859085083,4.355625435709953,8.560293912887573,8.65124432734763,0.9110912084579468,0.8119220733642578,0.8270845413208008,0.9174556136131287,-0.5855046510696411,0.8170174956321716,5.650508403778076,6.518515199422836,7.047019153833389,6.2533654272556305,0.26700012385845184,0.3973451443016529,100.0,100.0,100.0,1.0,6.928910778469799e-08,best5_residual_silu_L16_d256_bn_lr0.0005,3,v5_5_arch,best5,residual,silu,batchnorm,16,256,deep,0.0005,633,740,312.4
model,0.6636112928390503,0.8840877413749695,4.094156995415688,8.15235748887062,8.58679682992434,0.9176851511001587,0.810325026512146,0.8498746156692505,0.9314292073249817,-0.3422015905380249,0.8144534230232239,5.365149676799774,6.3880860805511475,6.406236439943314,5.732754617929459,0.26933334302157164,0.4034280311316252,100.0,100.0,100.0,1.0,6.900172877521982e-08,best5_residual_silu_L20_d256_bn_lr0.0005,3,v5_5_arch,best5,residual,silu,batchnorm,20,256,deep,0.0005,633,701,335.1
model,0.6052055358886719,0.8753111362457275,4.291660711169243,8.435213565826416,8.270436882023091,0.9057625532150269,0.8151744604110718,0.8338719606399536,0.9246363043785095,-0.6940155029296875,0.84566730260849,5.868245288729668,6.375604122877121,6.818041205406189,6.0904525220394135,0.23521410766988993,0.3624694887548685,100.0,100.0,100.0,1.0,7.016135583626237e-08,best5_plain_silu_L5_d1024_bn,3,v5_5_arch,best5,plain,silu,batchnorm,5,1024,wide,0.001,633,647,69.1
model,0.561812162399292,0.8803872466087341,4.242268204689026,8.251600712537766,8.787203305536744,0.9104899764060974,0.8137582540512085,0.8408483862876892,0.9309980273246765,-1.0081722736358643,0.882818341255188,5.740014091134071,6.472080945968628,6.73869326710701,5.835054442286491,0.31904501374810934,0.34874246921390295,100.0,100.0,100.0,1.0,6.88226009515347e-08,best5_plain_silu_L5_d2048_bn_lr0.0005,3,v5_5_arch,best5,plain,silu,batchnorm,5,2048,wide,0.0005,633,650,105.6
model,0.6908516883850098,0.8764587044715881,4.297493398189545,8.39431956410408,8.321378583993216,0.900859534740448,0.8059645295143127,0.847524881362915,0.922622799873352,-0.17551374435424805,0.8435640335083008,5.823832005262375,6.558811664581299,6.694313138723373,6.105009093880653,0.23561103735119104,0.36736626643687487,100.0,100.0,100.0,1.0,6.983877653965465e-08,best5_residual_silu_L10_d1024_bn_lr0.0005,3,v5_5_arch,best5,residual,silu,batchnorm,10,1024,deep+wide,0.0005,633,893,333.6
model,0.6996026635169983,0.8930797576904297,4.04859334230423,7.830598205327988,8.350702172453879,0.9218330979347229,0.8250458836555481,0.8669606447219849,0.9327588677406311,-0.1952657699584961,0.8461939096450806,5.331457033753395,6.367165595293045,6.32791742682457,5.694757029414177,0.2302758628502488,0.33997027203440666,100.0,100.0,100.0,1.0,6.933689178367786e-08,best5_residual_silu_L11_d1024_bn_lr0.0005,3,v5_5_arch,best5,residual,silu,batchnorm,11,1024,deep+wide,0.0005,633,1059,466.4
model,0.7211322784423828,0.8765760660171509,4.3176185339689255,8.364201337099075,8.525931518241215,0.9045400023460388,0.7898946404457092,0.8453247547149658,0.9302859306335449,0.02803105115890503,0.8286494016647339,5.781322345137596,6.95902481675148,6.67724534869194,5.883949249982834,0.21122919861227274,0.3929599653929472,100.0,100.0,100.0,1.0,7.062328677420737e-08,best5_residual_silu_L12_d1024_bn_lr0.0005,3,v5_5_arch,best5,residual,silu,batchnorm,12,1024,deep+wide,0.0005,633,735,347.8
model,0.6865273118019104,0.8936073184013367,3.9170417934656143,7.902703434228897,8.393888394727949,0.916436493396759,0.8471489548683167,0.8685615062713623,0.9281018376350403,-0.19265294075012207,0.7514802813529968,5.400146543979645,5.752033740282059,5.857362970709801,5.847193673253059,0.2123408019542694,0.433191517367959,100.0,100.0,100.0,1.0,6.915863082213036e-08,best5_v2_residual_silu_L12_d256_bn,3,v5_5_arch,best5_v2,residual,silu,batchnorm,12,256,deep,0.001,813,676,220.0
model,0.5407275557518005,0.8935075402259827,3.925686702132225,7.952781766653061,8.421537037221723,0.9109885096549988,0.8435896635055542,0.8714166879653931,0.9307918548583984,-1.1090316772460938,0.7964462637901306,5.541729554533958,5.799863487482071,5.808959901332855,5.74495904147625,0.25868082884699106,0.3999486565589905,100.0,100.0,100.0,1.0,6.90540673531359e-08,best5_v2_residual_silu_L16_d256_bn_lr0.0005,3,v5_5_arch,best5_v2,residual,silu,batchnorm,16,256,deep,0.0005,813,734,337.6
model,0.6010046601295471,0.9019073843955994,3.82763110101223,7.604064792394638,8.689026723326519,0.9231765270233154,0.8525010943412781,0.8815426826477051,0.93376624584198,-0.8159664869308472,0.8308879137039185,5.192640423774719,5.717530474066734,5.771584063768387,5.651057884097099,0.2419052878394723,0.39108069613575935,100.0,100.0,100.0,1.0,6.803944785360727e-08,best5_v2_residual_silu_L20_d256_bn_lr0.0005,3,v5_5_arch,best5_v2,residual,silu,batchnorm,20,256,deep,0.0005,813,704,431.2
model,0.5406946539878845,0.8942657113075256,3.956829383969307,7.973662763834,7.8033338290201995,0.908236026763916,0.8350861072540283,0.8799883127212524,0.932012140750885,-1.0642223358154297,0.7529259324073792,5.623966455459595,6.062725186347961,5.656447634100914,5.801523104310036,0.22188182920217514,0.37444422487169504,100.0,100.0,100.0,1.0,6.900609150761738e-08,best5_v2_plain_silu_L5_d1024_bn,3,v5_5_arch,best5_v2,plain,silu,batchnorm,5,1024,wide,0.001,813,764,85.1
model,0.5833547711372375,0.8901893496513367,4.004988074302673,8.048167079687119,8.031561323372344,0.9141731858253479,0.8405206203460693,0.8658292293548584,0.9247729778289795,-0.8311967849731445,0.7859004735946655,5.465441197156906,5.94380609691143,6.061293929815292,5.993514135479927,0.21672011353075504,0.349161121994257,100.0,100.0,100.0,1.0,6.885321113259124e-08,best5_v2_plain_silu_L5_d2048_bn_lr0.0005,3,v5_5_arch,best5_v2,plain,silu,batchnorm,5,2048,wide,0.0005,813,872,137.5
model,0.7055760025978088,0.888984739780426,4.070549458265305,8.049347251653671,8.558820579216535,0.9094738364219666,0.8313499689102173,0.866064190864563,0.9279266595840454,-0.06557166576385498,0.764144241809845,5.65878339111805,6.150715425610542,6.090814992785454,5.8806054294109344,0.2219939138740301,0.420391745865345,100.0,100.0,100.0,1.0,6.936294028037082e-08,best5_v2_residual_silu_L10_d1024_bn_lr0.0005,3,v5_5_arch,best5_v2,residual,silu,batchnorm,10,1024,deep+wide,0.0005,813,703,257.6
model,0.036435049027204514,0.8938251733779907,4.100755229592323,8.056439459323883,8.506402652965333,0.9142053723335266,0.8500736355781555,0.8708623051643372,0.9303217530250549,-4.170414447784424,0.8232091665267944,5.7092927396297455,5.929867550730705,6.2527671456336975,6.0215432196855545,0.33101122826337814,0.36005189176648855,100.0,100.0,100.0,1.0,6.884447145694139e-08,best5_v2_residual_silu_L11_d1024_bn_lr0.0005,3,v5_5_arch,best5_v2,residual,silu,batchnorm,11,1024,deep+wide,0.0005,813,822,331.3
model,0.5732119679450989,0.8945770263671875,4.029048979282379,7.900681346654892,8.993549929188747,0.9162513613700867,0.842460036277771,0.871935248374939,0.9303929209709167,-0.9141840934753418,0.7923020720481873,5.5736493319272995,5.942230671644211,5.964371562004089,5.891343578696251,0.348079577088356,0.45463303104043007,100.0,100.0,100.0,1.0,6.828680199078008e-08,best5_v2_residual_silu_L12_d1024_bn_lr0.0005,3,v5_5_arch,best5_v2,residual,silu,batchnorm,12,1024,deep+wide,0.0005,813,657,307.5
model,0.7403738498687744,0.9570491909980774,1.1942972429096699,3.6480464041233063,7.278880748664457,0.967533528804779,0.8419108986854553,0.4942772388458252,0.9765650629997253,0.23179501295089722,0.9301602840423584,2.7330029755830765,1.7830373719334602,0.32724211923778057,1.8512116745114326,0.18710227450355887,0.28418879956007004,100.0,100.0,100.0,1.0,7.736453255802189e-08,best5_residual_silu_L12_d256_bn,4,v5_5_arch,best5,residual,silu,batchnorm,12,256,deep,0.001,633,708,231.2
model,0.7551953196525574,0.9593144059181213,1.173830684274435,3.5309843719005585,7.757565405033905,0.9681239724159241,0.8527446985244751,0.4828328490257263,0.9781045913696289,0.303827166557312,0.9455363154411316,2.6799026876688004,1.74814835190773,0.36151616368442774,1.7650818452239037,0.19781512673944235,0.290520628914237,100.0,100.0,100.0,1.0,7.546816505055176e-08,best5_residual_silu_L16_d256_bn_lr0.0005,4,v5_5_arch,best5,residual,silu,batchnorm,16,256,deep,0.0005,633,733,295.6
model,0.5624783635139465,0.9542225003242493,1.2318044900894165,3.8543015718460083,7.842137714083362,0.9682852625846863,0.8568894863128662,0.43907344341278076,0.9698304533958435,-0.7885968685150146,0.9293871521949768,2.76943352073431,1.662391982972622,0.3496691817417741,1.9879203289747238,0.2785603981465101,0.34285460133105516,100.0,100.0,100.0,1.0,7.541394353438591e-08,best5_residual_silu_L20_d256_bn_lr0.0005,4,v5_5_arch,best5,residual,silu,batchnorm,20,256,deep,0.0005,633,717,355.6
model,0.7807446122169495,0.9612294435501099,1.1525467038154602,3.3941537141799927,7.599637081688591,0.9697537422180176,0.8570169806480408,0.5292695164680481,0.9772918820381165,0.38296228647232056,0.9681719541549683,2.643662504851818,1.7389802262187004,0.3291411092504859,1.7972040921449661,0.17628647619858384,0.23000866640359163,100.0,100.0,100.0,1.0,7.633042287125136e-08,best5_plain_silu_L5_d1024_bn,4,v5_5_arch,best5,plain,silu,batchnorm,5,1024,wide,0.001,633,682,78.1
model,0.6858275532722473,0.9593873023986816,1.1692340485751629,3.5329461097717285,7.812663004535905,0.9697659611701965,0.8506230115890503,0.3155103325843811,0.9774348735809326,0.030308663845062256,0.9713205695152283,2.631388232111931,1.7535511404275894,0.3838044358417392,1.7786923795938492,0.21681601647287607,0.25115248281508684,100.0,100.0,100.0,1.0,7.650247368928831e-08,best5_plain_silu_L5_d2048_bn_lr0.0005,4,v5_5_arch,best5,plain,silu,batchnorm,5,2048,wide,0.0005,633,675,94.4
model,0.7236862778663635,0.9580152034759521,1.188726257532835,3.6079924553632736,8.014347939797132,0.9675868153572083,0.8491037487983704,0.44342559576034546,0.9773635864257812,0.16156333684921265,0.9430735111236572,2.7384020388126373,1.6940545290708542,0.34065498039126396,1.8240336328744888,0.2246399875730276,0.3105786396190524,100.0,100.0,100.0,1.0,7.710351468404042e-08,best5_residual_silu_L10_d1024_bn_lr0.0005,4,v5_5_arch,best5,residual,silu,batchnorm,10,1024,deep+wide,0.0005,633,679,222.0
model,0.781586229801178,0.9603622555732727,1.1924815364181995,3.479323536157608,8.007591958091162,0.9682644009590149,0.8649200201034546,0.7212613821029663,0.9778785109519958,0.23889374732971191,0.9183006882667542,2.792200818657875,1.637350209057331,0.28242396656423807,1.8278500065207481,0.24112944956868887,0.37393865641206503,100.0,100.0,100.0,1.0,7.544880986642966e-08,best5_residual_silu_L11_d1024_bn_lr0.0005,4,v5_5_arch,best5,residual,silu,batchnorm,11,1024,deep+wide,0.0005,633,683,243.5
model,0.74640291929245,0.96014004945755,1.143521722406149,3.4848231822252274,7.394612852647131,0.9686309695243835,0.8690503835678101,0.7223355174064636,0.9749733209609985,0.0033866167068481445,0.9400426149368286,2.6824966073036194,1.6133880242705345,0.2679608063772321,1.8501900136470795,0.17858213977888227,0.2685172250494361,100.0,100.0,100.0,1.0,7.621550679459688e-08,best5_residual_silu_L12_d1024_bn_lr0.0005,4,v5_5_arch,best5,residual,silu,batchnorm,12,1024,deep+wide,0.0005,633,707,255.7
model,0.7697380185127258,0.9580999612808228,1.1919931508600712,3.528304025530815,7.490786781647961,0.9656814336776733,0.849705159664154,0.5980345606803894,0.9764406681060791,0.27260589599609375,0.9559608697891235,2.7769578620791435,1.7600709572434425,0.32057985663414,1.8507301807403564,0.18304816912859678,0.26057620998471975,100.0,100.0,100.0,1.0,7.722088923856063e-08,best5_v2_residual_silu_L12_d256_bn,4,v5_5_arch,best5_v2,residual,silu,batchnorm,12,256,deep,0.001,813,708,181.3
model,0.6119257807731628,0.9579252600669861,1.1972177773714066,3.6279644817113876,7.96058887240137,0.9684723019599915,0.8594567775726318,0.6822086572647095,0.9739901423454285,-0.7588915824890137,0.9463223814964294,2.7129609137773514,1.72068290412426,0.31124569941312075,1.8056610599160194,0.3047700971364975,0.3279916010797024,100.0,100.0,100.0,1.0,7.450188377333689e-08,best5_v2_residual_silu_L16_d256_bn_lr0.0005,4,v5_5_arch,best5_v2,residual,silu,batchnorm,16,256,deep,0.0005,813,714,225.0
model,0.7923710942268372,0.9612860083580017,1.1483537964522839,3.415631130337715,7.9311004306334025,0.9696932435035706,0.857649564743042,0.6171488165855408,0.9780353903770447,0.38363951444625854,0.9480599164962769,2.614966221153736,1.6837909817695618,0.34332736395299435,1.7610285431146622,0.20725210197269917,0.2797639463096857,100.0,100.0,100.0,1.0,7.581579097859503e-08,best5_v2_residual_silu_L20_d256_bn_lr0.0005,4,v5_5_arch,best5_v2,residual,silu,batchnorm,20,256,deep,0.0005,813,740,285.3
model,0.7875001430511475,0.9604794383049011,1.1512835510075092,3.454326093196869,7.659108210008615,0.969882607460022,0.8600821495056152,0.5353617668151855,0.975726306438446,0.4315086603164673,0.9524383544921875,2.6464687660336494,1.6383003443479538,0.33767265267670155,1.8468573689460754,0.168986723292619,0.26941599790006876,100.0,100.0,100.0,1.0,7.705423854531546e-08,best5_v2_plain_silu_L5_d1024_bn,4,v5_5_arch,best5_v2,plain,silu,batchnorm,5,1024,wide,0.001,813,681,62.1
model,0.7819443345069885,0.9634819030761719,1.1682044714689255,3.2884109765291214,8.015199652129965,0.9709557890892029,0.8687682747840881,0.6731627583503723,0.9778981804847717,0.23132872581481934,0.9695539474487305,2.700960822403431,1.6725694760680199,0.31155734322965145,1.7957627773284912,0.23237357381731272,0.29600767884403467,100.0,100.0,100.0,1.0,7.586201888898358e-08,best5_v2_plain_silu_L5_d2048_bn_lr0.0005,4,v5_5_arch,best5_v2,plain,silu,batchnorm,5,2048,wide,0.0005,813,655,84.8
model,0.7498307228088379,0.9607359170913696,1.177111268043518,3.4431513398885727,7.717078891512715,0.9687834978103638,0.8604706525802612,0.6889152526855469,0.977087676525116,0.050705790519714355,0.953024685382843,2.7222277596592903,1.7304474487900734,0.29901040252298117,1.8116576597094536,0.212686019949615,0.28664174024015665,100.0,100.0,100.0,1.0,7.445481031709278e-08,best5_v2_residual_silu_L10_d1024_bn_lr0.0005,4,v5_5_arch,best5_v2,residual,silu,batchnorm,10,1024,deep+wide,0.0005,813,689,205.8
model,0.7838131785392761,0.9589059948921204,1.1796764098107815,3.5166826099157333,7.6062258173724056,0.9688681364059448,0.8426036834716797,0.5650389194488525,0.9765074849128723,0.40245068073272705,0.9474086165428162,2.6830412447452545,1.7302073538303375,0.36970830988138914,1.8485678359866142,0.1732050790451467,0.2733339788392186,100.0,100.0,100.0,1.0,7.527435030851848e-08,best5_v2_residual_silu_L11_d1024_bn_lr0.0005,4,v5_5_arch,best5_v2,residual,silu,batchnorm,11,1024,deep+wide,0.0005,813,706,239.0
model,0.7919468283653259,0.961466908454895,1.150012668222189,3.392186388373375,7.7077912720486275,0.9697414040565491,0.8627259135246277,0.6475298404693604,0.9765322208404541,0.33898305892944336,0.9561688899993896,2.66602486371994,1.6360292211174965,0.3050170140340924,1.8126282840967178,0.19953912124037743,0.28084046207368374,100.0,100.0,100.0,1.0,7.576952754106969e-08,best5_v2_residual_silu_L12_d1024_bn_lr0.0005,4,v5_5_arch,best5_v2,residual,silu,batchnorm,12,1024,deep+wide,0.0005,813,694,246.8
