fold,group,n_features,r2,mae,time
4,Water idx,90,0.5498197436591564,1.9272719479570544,14.089757919311523
4,Tasseled Cap,36,0.5382394912148545,1.9383159003776702,10.329834461212158
4,Spatial,48,-0.40034220513315216,4.750297060479946,10.901916980743408
4,RedEdge+WaterIdx,282,0.6459214499856684,1.403774876581882,46.78036570549011
4,RedEdge+TC,228,0.6255512416283888,1.5281702071463446,43.118412017822266
4,RedEdge+WaterIdx+TC,318,0.6671503405375533,1.384263555368075,49.28741788864136
4,RedEdge+VegIdx+TC,348,0.6528433862263171,1.4186055018134243,52.559467792510986
4,Vis+SWIR,240,0.6397247203864975,1.5925509667785216,38.990079402923584
4,Vis+NIR+RedEdge,384,0.6607062720518102,1.4613012429073977,50.74691390991211
4,All bands,480,0.6748004637753344,1.4424650164521073,54.99899673461914
4,All indices,270,0.5552859570680541,1.5913462863800059,36.94870567321777
4,Bands+indices,750,0.7046946667348309,1.3626915947700375,66.5932068824768
4,Bands+idx+TC,786,0.6934301702132352,1.3627106407118221,68.64570569992065
