model,r2_uniform,r2_weighted,mae_mean_pp,rmse_mean_pp,aitchison_mean,r2_tree_cover,r2_grassland,r2_cropland,r2_built_up,r2_bare_sparse,r2_water,mae_tree_cover_pp,mae_grassland_pp,mae_cropland_pp,mae_built_up_pp,mae_bare_sparse_pp,mae_water_pp,pct_valid_sum,pct_valid_range,pct_fully_valid,mean_sum,std_sum,name,run_id,feature_set,arch,activation,n_layers,d_model,expansion,dropout,input_dropout,lr,weight_decay,mixup_alpha,use_swa,use_cosine,n_features,n_params,epochs,best_val_loss,elapsed_s
model,0.7720894813537598,0.9159770011901855,2.815876714885235,6.4513131976127625,7.674232697434181,0.9417492151260376,0.8438292145729065,0.8001934289932251,0.9473229646682739,0.26851916313171387,0.830906867980957,5.27711920440197,3.720362111926079,2.0607341080904007,5.232153087854385,0.29104852583259344,0.31384024769067764,100.0,100.0,100.0,1.0,6.353042891760197e-08,bands_indices_texture_plain_geglu_L3_d256,81,bands_indices_texture,plain,geglu,3,256,0,0.15,0.0,0.001,0.0001,0.0,False,True,1368,967174,40,0.414831,4.5
model,0.7845314145088196,0.9169195890426636,2.830493450164795,6.404270976781845,7.786423532131836,0.9408674240112305,0.849640965461731,0.8039738535881042,0.9473109245300293,0.3371124267578125,0.8282670974731445,5.233477428555489,3.72195728123188,2.131880261003971,5.315743014216423,0.2767379628494382,0.30318419449031353,100.0,100.0,100.0,1.0,6.267205776566698e-08,bands_indices_texture_plain_relu_L3_d256_lr0.0005,84,bands_indices_texture,plain,relu,3,256,0,0.15,0.0,0.0005,0.0001,0.0,False,True,1368,485126,56,0.413592,5.9
model,0.8036078810691833,0.9159926176071167,2.922201156616211,6.393221020698547,8.015443322978053,0.9406997561454773,0.8406744003295898,0.8201990723609924,0.9436488151550293,0.4399351477622986,0.8364735841751099,5.450698733329773,3.813467174768448,2.0675085484981537,5.5930402129888535,0.28745613526552916,0.32103348057717085,100.0,100.0,100.0,1.0,6.250922268691284e-08,bands_indices_texture_plain_relu_L3_d256_wd0.0005,85,bands_indices_texture,plain,relu,3,256,0,0.15,0.0,0.001,0.0005,0.0,False,True,1368,485126,41,0.415115,4.5
model,0.7488388419151306,0.9143086075782776,2.8397763147950172,6.554307043552399,7.3113076867940086,0.9385829567909241,0.8416103720664978,0.8193572163581848,0.9451161026954651,0.15427523851394653,0.7940788269042969,5.386517569422722,3.7158388644456863,2.0093878731131554,5.3443655371665955,0.25300602428615093,0.32953834161162376,100.0,100.0,100.0,1.0,6.301495858451744e-08,bands_indices_texture_residual_gelu_L4_d256,86,bands_indices_texture,residual,gelu,4,256,2,0.15,0.0,0.001,0.0001,0.0,False,True,1368,1406726,47,0.417748,8.6
model,0.7563998699188232,0.9152321815490723,2.8121786192059517,6.486295908689499,7.5108669197134015,0.940015435218811,0.8382397294044495,0.8065505027770996,0.9478720426559448,0.1638486385345459,0.841861367225647,5.195292085409164,3.885503113269806,2.0400039851665497,5.155069753527641,0.31444847118109465,0.282759265974164,100.0,100.0,100.0,1.0,6.29641050409191e-08,bands_indices_texture_residual_gelu_L8_d256,88,bands_indices_texture,residual,gelu,8,256,2,0.15,0.0,0.001,0.0001,0.0,False,True,1368,2460422,42,0.417038,11.8
model,0.783738374710083,0.9159596562385559,2.903003990650177,6.409850716590881,7.412280435812581,0.936373770236969,0.8430230021476746,0.837085485458374,0.9439209699630737,0.2958309054374695,0.8461861610412598,5.479900538921356,3.91390323638916,1.9015220925211906,5.553654953837395,0.30317269265651703,0.2658500336110592,100.0,100.0,100.0,1.0,6.207445579775595e-08,bands_indices_texture_residual_gelu_L10_d256,89,bands_indices_texture,residual,gelu,10,256,2,0.15,0.0,0.001,0.0001,0.0,False,True,1368,2987270,48,0.418656,14.5
model,0.7251541614532471,0.912980854511261,3.046608529984951,6.610468029975891,8.184057904760266,0.9380972385406494,0.8480193614959717,0.8222377300262451,0.9408183693885803,-0.005122542381286621,0.8068548440933228,5.485982447862625,3.8209088146686554,2.2225741297006607,5.768740922212601,0.6195277441293001,0.36189197562634945,100.0,100.0,100.0,1.0,6.275099906360992e-08,bands_indices_texture_residual_gelu_L12_d256,90,bands_indices_texture,residual,gelu,12,256,2,0.15,0.0,0.001,0.0001,0.0,False,True,1368,3514118,32,0.41422,10.1
model,0.7498700618743896,0.9080873727798462,2.9399052262306213,6.722882390022278,7.498470520197935,0.934319257736206,0.8243090510368347,0.8083653450012207,0.939744234085083,0.15496337413787842,0.8375070691108704,5.542982369661331,3.9194732904434204,2.084948867559433,5.555038154125214,0.24703203234821558,0.2899429528042674,100.0,100.0,100.0,1.0,6.360830440144127e-08,bands_indices_texture_residual_silu_L4_d256,91,bands_indices_texture,residual,silu,4,256,2,0.15,0.0,0.001,0.0001,0.0,False,True,1368,1406726,50,0.418136,7.6
model,0.7753188014030457,0.9141717553138733,2.966972626745701,6.482430547475815,8.029864654950504,0.9383601546287537,0.8353284001350403,0.8296173810958862,0.9421871900558472,0.26109999418258667,0.8453072905540466,5.632815882563591,3.8565337657928467,2.00214721262455,5.691401660442352,0.30040047131478786,0.31853048130869865,100.0,100.0,100.0,1.0,6.225715054597458e-08,bands_indices_texture_residual_silu_L6_d256,92,bands_indices_texture,residual,silu,6,256,2,0.15,0.0,0.001,0.0001,0.0,False,True,1368,1933574,34,0.416053,6.4
model,0.7535176277160645,0.9153582453727722,2.872699499130249,6.490151584148407,7.808476307577914,0.9401552677154541,0.8390586376190186,0.8131146430969238,0.9469620585441589,0.14857858419418335,0.833224892616272,5.252284929156303,3.8847699761390686,2.123667672276497,5.294305458664894,0.3912506625056267,0.28993559535592794,100.0,100.0,100.0,1.0,6.285764442282016e-08,bands_indices_texture_residual_silu_L8_d256,93,bands_indices_texture,residual,silu,8,256,2,0.15,0.0,0.001,0.0001,0.0,False,True,1368,2460422,42,0.414838,9.0
model,0.7638787627220154,0.918676495552063,2.8330108150839806,6.360318511724472,7.723844489020765,0.9398579597473145,0.8520639538764954,0.8294849395751953,0.947614312171936,0.17908304929733276,0.8351584672927856,5.268645286560059,3.764839842915535,2.0453372970223427,5.32480850815773,0.26635294780135155,0.32809621188789606,100.0,100.0,100.0,1.0,6.178291300784622e-08,bands_indices_texture_residual_silu_L12_d256,95,bands_indices_texture,residual,silu,12,256,2,0.15,0.0,0.001,0.0001,0.0,False,True,1368,3514118,41,0.413972,12.1
model,0.7461740374565125,0.9106766581535339,2.9071643948554993,6.659016013145447,7.691952237484245,0.937548041343689,0.838701069355011,0.7955256700515747,0.9419866800308228,0.13730686902999878,0.8259627223014832,5.394129082560539,3.8134515285491943,2.1536123007535934,5.479944497346878,0.26791589334607124,0.3339305054396391,100.0,100.0,100.0,1.0,6.372722793912544e-08,bands_indices_texture_residual_relu_L4_d256,96,bands_indices_texture,residual,relu,4,256,2,0.15,0.0,0.001,0.0001,0.0,False,True,1368,1406726,41,0.418581,6.2
model,0.7576842904090881,0.9134536981582642,2.9365934431552887,6.534925848245621,7.588747165187035,0.9382730722427368,0.8364853858947754,0.8249117136001587,0.9421401023864746,0.1646583080291748,0.8396238088607788,5.610983818769455,3.7684332579374313,2.042306959629059,5.649341642856598,0.2620779909193516,0.2864059992134571,100.0,100.0,100.0,1.0,6.332383151175236e-08,bands_indices_texture_residual_relu_L8_d256,98,bands_indices_texture,residual,relu,8,256,2,0.15,0.0,0.001,0.0001,0.0,False,True,1368,2460422,38,0.41528,9.6
model,0.7631082534790039,0.9168612957000732,2.8026632964611053,6.415886431932449,7.1924032904413915,0.9409756660461426,0.8506357669830322,0.8247649073600769,0.9436202645301819,0.17748820781707764,0.8411557674407959,5.232885479927063,3.6915186792612076,1.9757265225052834,5.371621996164322,0.2647943329066038,0.2794274128973484,100.0,100.0,100.0,1.0,6.347999459421771e-08,bands_indices_texture_residual_relu_L10_d256,99,bands_indices_texture,residual,relu,10,256,2,0.15,0.0,0.001,0.0001,0.0,False,True,1368,2987270,48,0.416344,13.9
model,0.7535982131958008,0.9174744486808777,2.793208695948124,6.413138657808304,7.457470628144615,0.9431650638580322,0.8511314392089844,0.8243306875228882,0.9439401626586914,0.1261776089668274,0.8328336477279663,5.196018889546394,3.7808097898960114,1.8915725871920586,5.325022712349892,0.2631123410537839,0.30270249117165804,100.0,100.0,100.0,1.0,6.324099643961745e-08,bands_indices_texture_residual_relu_L12_d256,100,bands_indices_texture,residual,relu,12,256,2,0.15,0.0,0.001,0.0001,0.0,False,True,1368,3514118,41,0.416145,13.6
model,0.7559055685997009,0.9087222814559937,3.0732333660125732,6.731133908033371,7.8806873601203815,0.9315729737281799,0.8354231715202332,0.7995723485946655,0.9427594542503357,0.23307186365127563,0.7930173873901367,5.923504754900932,3.9436768740415573,2.1310830488801003,5.774819478392601,0.2936572302132845,0.3726400202140212,100.0,100.0,100.0,1.0,6.16130009234439e-08,bands_indices_texture_residual_gelu_L8_d256_do0.1,102,bands_indices_texture,residual,gelu,8,256,2,0.1,0.0,0.001,0.0001,0.0,False,True,1368,2460422,35,0.417917,9.0
model,0.7746133804321289,0.9201644659042358,2.803158015012741,6.297861784696579,7.561719884134986,0.9417725205421448,0.8469927310943604,0.8350991606712341,0.9495428800582886,0.24201446771621704,0.8322457075119019,5.240326747298241,3.7125475704669952,1.9760483875870705,5.2491795271635056,0.3443825524300337,0.2964768325909972,100.0,100.0,100.0,1.0,6.356709292276719e-08,bands_indices_texture_residual_gelu_L8_d256_do0.25,103,bands_indices_texture,residual,gelu,8,256,2,0.25,0.0,0.001,0.0001,0.0,False,True,1368,2460422,41,0.415309,9.7
model,0.7963384985923767,0.9185267686843872,2.733958512544632,6.311787664890289,5.7226445625869165,0.9402434229850769,0.84596186876297,0.8346245288848877,0.9459013342857361,0.367037296295166,0.8442563414573669,5.230078473687172,3.6406751722097397,1.7805630341172218,5.272535607218742,0.23035474587231874,0.24962583556771278,100.0,100.0,100.0,1.0,6.329162971496771e-08,bands_indices_texture_residual_gelu_L8_d256_swa,112,bands_indices_texture,residual,gelu,8,256,2,0.15,0.0,0.001,0.0001,0.0,True,True,1368,2460422,300,0.434178,64.0
model,0.7951253056526184,0.9147806763648987,2.8099300339818,6.434939056634903,6.02013157277255,0.9358929395675659,0.8381489515304565,0.8327550888061523,0.9432412981987,0.3765132427215576,0.8441941142082214,5.411691218614578,3.7083249539136887,1.817893423140049,5.420175194740295,0.23990969639271498,0.26165812741965055,100.0,100.0,100.0,1.0,6.299185173475053e-08,bands_indices_texture_residual_silu_L6_d256_swa,113,bands_indices_texture,residual,silu,6,256,2,0.15,0.0,0.001,0.0001,0.0,True,True,1368,1933574,300,0.438812,53.0
model,0.801934540271759,0.9134312868118286,2.829338423907757,6.4703382551670074,5.991547464515867,0.9337437152862549,0.8355833888053894,0.828507661819458,0.9430268406867981,0.428017258644104,0.8427210450172424,5.47558106482029,3.7679605185985565,1.825493760406971,5.428966134786606,0.22757337428629398,0.25053282734006643,100.0,100.0,100.0,1.0,6.370894567453433e-08,bands_indices_texture_residual_silu_L8_d256_swa,114,bands_indices_texture,residual,silu,8,256,2,0.15,0.0,0.001,0.0001,0.0,True,True,1368,2460422,300,0.441181,64.5
model,0.7477343082427979,0.9107955694198608,2.8968563303351402,6.654258817434311,7.652089495227603,0.9375783801078796,0.8321316242218018,0.8077644109725952,0.9419305324554443,0.14700180292129517,0.8199866414070129,5.423511937260628,3.831077739596367,2.042256109416485,5.50355389714241,0.26554653886705637,0.31517292372882366,100.0,100.0,100.0,1.0,6.389607420942411e-08,bands_indices_texture_residual_gelu_L4_d512_lr0.0005,118,bands_indices_texture,residual,gelu,4,512,2,0.15,0.0,0.0005,0.0001,0.0,False,True,1368,4910598,35,0.419631,6.3
model,0.7641915678977966,0.9120025634765625,2.9182707890868187,6.590839475393295,7.669486070103143,0.9339509010314941,0.838223934173584,0.8138687610626221,0.9438375234603882,0.2308146357536316,0.82444167137146,5.557269975543022,3.8664042949676514,2.0463140681385994,5.45087605714798,0.26969178579747677,0.31906350050121546,100.0,100.0,100.0,1.0,6.308424360668141e-08,bands_indices_texture_residual_gelu_L6_d512_lr0.0005,119,bands_indices_texture,residual,gelu,6,512,2,0.15,0.0,0.0005,0.0001,0.0,False,True,1368,7012870,37,0.416976,7.9
model,0.7431962490081787,0.9077557921409607,2.964157611131668,6.8165309727191925,7.673552585470882,0.9320734143257141,0.8332341909408569,0.8167628049850464,0.9405526518821716,0.23472917079925537,0.7018071413040161,5.555974319577217,3.8850534707307816,2.0665667951107025,5.595172941684723,0.25019957683980465,0.43197404593229294,100.0,100.0,100.0,1.0,6.41553299374209e-08,bands_indices_texture_residual_silu_L4_d512_lr0.0005,120,bands_indices_texture,residual,silu,4,512,2,0.15,0.0,0.0005,0.0001,0.0,False,True,1368,4910598,40,0.417543,6.5
model,0.7779759764671326,0.9113886952400208,2.92364489287138,6.572297960519791,7.587169202313382,0.934306263923645,0.8339139223098755,0.8246942162513733,0.9401907324790955,0.2934430241584778,0.8412964344024658,5.588102713227272,3.8593824952840805,1.9519034773111343,5.565737187862396,0.2624200889840722,0.3143211826682091,100.0,100.0,100.0,1.0,6.415987030550241e-08,bands_indices_texture_residual_silu_L6_d512_lr0.0005,121,bands_indices_texture,residual,silu,6,512,2,0.15,0.0,0.0005,0.0001,0.0,False,True,1368,7012870,42,0.416814,9.1
model,0.7793405055999756,0.9122228026390076,2.9567480087280273,6.569834053516388,8.213870073887739,0.9372370839118958,0.8360571265220642,0.7838080525398254,0.947188675403595,0.345580518245697,0.826156735420227,5.4648857563734055,3.9455700665712357,2.1682634949684143,5.396100506186485,0.4080502316355705,0.3576291259378195,100.0,100.0,100.0,1.0,6.265346996769949e-08,bands_indices_texture_residual_gelu_L12_d128,124,bands_indices_texture,residual,gelu,12,128,2,0.15,0.0,0.001,0.0001,0.0,False,True,1368,970630,37,0.416049,11.8
model,0.7348141670227051,0.9145379066467285,2.841160260140896,6.541018933057785,7.824164081435987,0.9403313398361206,0.8426876068115234,0.8134907484054565,0.9448392987251282,0.0396733283996582,0.8278520107269287,5.218612030148506,3.8242891430854797,2.1624621003866196,5.232886224985123,0.25757423136383295,0.3511222545057535,100.0,100.0,100.0,1.0,6.252319195709788e-08,bands_indices_texture_residual_gelu_L6_d256_exp4,125,bands_indices_texture,residual,gelu,6,256,4,0.15,0.0,0.001,0.0001,0.0,False,True,1368,3509510,35,0.416108,6.7
model,0.7810092568397522,0.91114342212677,3.0628150328993797,6.603870540857315,8.450694408241839,0.9341248869895935,0.8340797424316406,0.8072621822357178,0.9435380101203918,0.3523481488227844,0.8146858811378479,5.703223496675491,4.183806851506233,2.2362997755408287,5.585416033864021,0.3084690310060978,0.35967251751571894,100.0,100.0,100.0,1.0,6.25325071723637e-08,bands_indices_texture_residual_gelu_L8_d256_exp4,126,bands_indices_texture,residual,gelu,8,256,4,0.15,0.0,0.001,0.0001,0.0,False,True,1368,4561670,28,0.417836,6.6
model,0.7563559412956238,0.9126631617546082,2.873402088880539,6.576406955718994,7.517930690703055,0.939234733581543,0.8328232765197754,0.8106803297996521,0.9435745477676392,0.18238872289657593,0.829422116279602,5.326183885335922,3.864751011133194,2.048879489302635,5.423593148589134,0.2717134077101946,0.30531196389347315,100.0,100.0,100.0,1.0,6.221971204922738e-08,bands_indices_texture_residual_gelu_L10_d256_lr0.0005,127,bands_indices_texture,residual,gelu,10,256,2,0.15,0.0,0.0005,0.0001,0.0,False,True,1368,2987270,44,0.41798,11.9
model,0.7747816443443298,0.9075278043746948,3.048449568450451,6.730485707521439,8.015930652944032,0.9344735145568848,0.8257580995559692,0.7798168063163757,0.9425238966941833,0.3482167720794678,0.8178823590278625,5.639747530221939,4.0031008422374725,2.385213039815426,5.618182197213173,0.30885234009474516,0.33560500014573336,100.0,100.0,100.0,1.0,6.140943042964864e-08,bands_indices_texture_residual_gelu_L12_d256_lr0.0005,128,bands_indices_texture,residual,gelu,12,256,2,0.15,0.0,0.0005,0.0001,0.0,False,True,1368,3514118,36,0.417442,12.1
model,0.7562255263328552,0.9153059124946594,2.8110871091485023,6.48403987288475,7.509655922706264,0.9400389194488525,0.8382937908172607,0.8071176409721375,0.9479168653488159,0.16223376989364624,0.8417409658432007,5.195224285125732,3.885769844055176,2.0359043031930923,5.15357181429863,0.31332767102867365,0.2827160991728306,100.0,100.0,100.0,1.0,6.301495858451744e-08,bands_indices_texture_residual_gelu_L8_d256_wd0.0005,129,bands_indices_texture,residual,gelu,8,256,2,0.15,0.0,0.001,0.0005,0.0,False,True,1368,2460422,42,0.416997,9.6
model,0.7713703513145447,0.9155064225196838,2.8340397402644157,6.464655697345734,7.754845623450687,0.9416995048522949,0.8427135944366455,0.7837181091308594,0.9494999647140503,0.27203303575515747,0.8385452032089233,5.251469835639,3.7958167493343353,2.2203611209988594,5.157310515642166,0.2913112286478281,0.287957931868732,100.0,100.0,100.0,1.0,6.262557405989355e-08,bands_indices_hog_plain_gelu_L3_d256,130,bands_indices_hog,plain,gelu,3,256,0,0.15,0.0,0.001,0.0001,0.0,False,True,1002,391430,48,0.411871,4.6
model,0.7528184056282043,0.9144986867904663,2.8984518721699715,6.510835140943527,8.101798767309818,0.941425085067749,0.8351689577102661,0.8056684136390686,0.9461541175842285,0.14316397905349731,0.8453149199485779,5.351429432630539,4.010748118162155,2.1407220512628555,5.325552448630333,0.27997519355267286,0.28229227755218744,100.0,100.0,100.0,1.0,6.267205776566698e-08,bands_indices_hog_plain_gelu_L5_d256,131,bands_indices_hog,plain,gelu,5,256,0,0.15,0.0,0.001,0.0001,0.0,False,True,1002,524038,44,0.412597,5.3
model,0.7856469750404358,0.9195584654808044,2.7902385219931602,6.288669258356094,7.508664614015171,0.941318154335022,0.8506770730018616,0.8360108733177185,0.9462579488754272,0.29096412658691406,0.8486440777778625,5.24049699306488,3.6814261227846146,1.951221190392971,5.329130589962006,0.2692516427487135,0.2698937663808465,100.0,100.0,100.0,1.0,6.331922719482463e-08,bands_indices_hog_plain_gelu_L3_d512,132,bands_indices_hog,plain,gelu,3,512,0,0.15,0.0,0.001,0.0001,0.0,False,True,1002,1044998,46,0.412452,4.3
model,0.7803556323051453,0.9197674989700317,2.8387824073433876,6.304318457841873,8.044939853681145,0.9429874420166016,0.8506360054016113,0.826988697052002,0.9477574825286865,0.27933549880981445,0.834414005279541,5.221844837069511,3.8149841129779816,2.081778831779957,5.241164565086365,0.35458835773169994,0.3183403052389622,100.0,100.0,100.0,1.0,6.217289438836815e-08,bands_indices_hog_plain_silu_L3_d256,134,bands_indices_hog,plain,silu,3,256,0,0.15,0.0,0.001,0.0001,0.0,False,True,1002,391430,44,0.410982,4.2
model,0.7540767192840576,0.9169227480888367,2.8461411595344543,6.437548995018005,8.086882628587965,0.9413569569587708,0.8406057357788086,0.8032580614089966,0.9509317278862,0.1504184603691101,0.8378739356994629,5.21431490778923,3.926735743880272,2.273254469037056,5.090524256229401,0.26700361631810665,0.30501349829137325,100.0,100.0,100.0,1.0,6.251387674183206e-08,bands_indices_hog_plain_silu_L5_d256,135,bands_indices_hog,plain,silu,5,256,0,0.15,0.0,0.001,0.0001,0.0,False,True,1002,524038,44,0.411454,5.4
model,0.7695932388305664,0.9191359877586365,2.8486182913184166,6.340102106332779,7.878920582140109,0.9386637210845947,0.8466233611106873,0.8332700729370117,0.9503308534622192,0.21708756685256958,0.831573486328125,5.307682231068611,4.009066522121429,2.0568732172250748,5.144204944372177,0.27810437604784966,0.2957741729915142,100.0,100.0,100.0,1.0,6.212604120037213e-08,bands_indices_hog_plain_silu_L3_d512,136,bands_indices_hog,plain,silu,3,512,0,0.15,0.0,0.001,0.0001,0.0,False,True,1002,1044998,43,0.411005,4.0
model,0.7749838829040527,0.9157049655914307,2.906326949596405,6.448039412498474,7.823506188024645,0.9397814869880676,0.8387014865875244,0.8047657608985901,0.9484599828720093,0.27663809061050415,0.8415430784225464,5.361095443367958,3.8242604583501816,2.2382140159606934,5.3718481212854385,0.3598293289542198,0.28270555194467306,100.0,100.0,100.0,1.0,6.3065776600979e-08,bands_indices_hog_plain_relu_L3_d256,138,bands_indices_hog,plain,relu,3,256,0,0.15,0.0,0.001,0.0001,0.0,False,True,1002,391430,49,0.412121,4.7
model,0.8077561259269714,0.91907799243927,2.8742892667651176,6.28032311797142,7.745966913442349,0.9392139315605164,0.8435959815979004,0.8283244371414185,0.9493343234062195,0.4421761631965637,0.8438788652420044,5.386241525411606,3.9443418383598328,2.042040415108204,5.298759043216705,0.2953765448182821,0.2789667574688792,100.0,100.0,100.0,1.0,6.191004331412842e-08,bands_indices_hog_plain_relu_L3_d512,140,bands_indices_hog,plain,relu,3,512,0,0.15,0.0,0.001,0.0001,0.0,False,True,1002,1044998,43,0.411235,4.1
model,0.7780982851982117,0.9189423322677612,2.8404055163264275,6.337548047304153,8.038229852840876,0.942814826965332,0.8481343388557434,0.8246115446090698,0.9473056793212891,0.27396446466445923,0.8317447900772095,5.226137116551399,3.8150206208229065,2.0867135375738144,5.254426598548889,0.3426480805501342,0.31748602632433176,100.0,100.0,100.0,1.0,6.326861523575644e-08,bands_indices_hog_plain_mish_L3_d256,142,bands_indices_hog,plain,mish,3,256,0,0.15,0.0,0.001,0.0001,0.0,False,True,1002,391430,44,0.411122,4.2
model,0.7745233178138733,0.9199320673942566,2.8616541996598244,6.307020038366318,7.908553671247001,0.939457893371582,0.8472369909286499,0.8354869484901428,0.950753390789032,0.24347418546676636,0.8307198882102966,5.329269543290138,4.010113701224327,2.0225873216986656,5.209343507885933,0.30223652720451355,0.2963797189295292,100.0,100.0,100.0,1.0,6.260232510157948e-08,bands_indices_hog_plain_mish_L3_d512,144,bands_indices_hog,plain,mish,3,512,0,0.15,0.0,0.001,0.0001,0.0,False,True,1002,1044998,43,0.411258,4.1
model,0.7652434706687927,0.9134923815727234,2.915244735777378,6.53543621301651,7.66095230951592,0.9368100762367249,0.8389954566955566,0.8036395311355591,0.9463271498680115,0.22735542058944702,0.8383208513259888,5.329766497015953,3.829667344689369,2.210824191570282,5.417873710393906,0.39271190762519836,0.31064627692103386,100.0,100.0,100.0,1.0,6.334222035775383e-08,bands_indices_hog_plain_geglu_L3_d256,146,bands_indices_hog,plain,geglu,3,256,0,0.15,0.0,0.001,0.0001,0.0,False,True,1002,779782,46,0.417701,4.9
model,0.7547087669372559,0.9140744805335999,2.8581568971276283,6.5308429300785065,7.795544359088643,0.940083384513855,0.839438259601593,0.7877256870269775,0.9483838081359863,0.17169898748397827,0.8409106731414795,5.317375808954239,3.8142867386341095,2.169889397919178,5.2788738161325455,0.28127769473940134,0.2872500801458955,100.0,100.0,100.0,1.0,6.289006648785289e-08,bands_indices_hog_plain_relu_L3_d256_lr0.0005,149,bands_indices_hog,plain,relu,3,256,0,0.15,0.0,0.0005,0.0001,0.0,False,True,1002,391430,61,0.412154,5.7
model,0.7734121680259705,0.9148406386375427,2.880949340760708,6.495750695466995,7.90292366379497,0.9394570589065552,0.8402084708213806,0.7906009554862976,0.9495108723640442,0.2989533543586731,0.8217265605926514,5.327485501766205,3.91523540019989,2.158837579190731,5.245297402143478,0.3169215051457286,0.32191642094403505,100.0,100.0,100.0,1.0,6.322718348883427e-08,bands_indices_hog_plain_relu_L3_d256_wd0.0005,150,bands_indices_hog,plain,relu,3,256,0,0.15,0.0,0.001,0.0005,0.0,False,True,1002,391430,43,0.412324,4.1
model,0.7564660906791687,0.9150515794754028,2.852504700422287,6.496449559926987,7.539609408833973,0.9370081424713135,0.8417150974273682,0.8185964822769165,0.9468725323677063,0.16335761547088623,0.8312360048294067,5.339903384447098,3.8071781396865845,2.1514732390642166,5.262240022420883,0.25571887381374836,0.298517313785851,100.0,100.0,100.0,1.0,6.29085832315468e-08,bands_indices_hog_residual_gelu_L4_d256,151,bands_indices_hog,residual,gelu,4,256,2,0.15,0.0,0.001,0.0001,0.0,False,True,1002,1313030,47,0.416788,6.9
model,0.7833526134490967,0.914792537689209,2.899066172540188,6.469289213418961,7.641031652065001,0.9379364252090454,0.8312660455703735,0.8065344095230103,0.949335515499115,0.3387279510498047,0.836302638053894,5.347130075097084,3.897431120276451,2.3076875135302544,5.242926999926567,0.3029200015589595,0.29630367644131184,100.0,100.0,100.0,1.0,6.289006648785289e-08,bands_indices_hog_residual_gelu_L8_d256,153,bands_indices_hog,residual,gelu,8,256,2,0.15,0.0,0.001,0.0001,0.0,False,True,1002,2366726,46,0.415796,10.4
model,0.752875804901123,0.9116497039794922,3.001992590725422,6.616969406604767,8.316130875327637,0.9355594515800476,0.8302005529403687,0.7913904786109924,0.9485726356506348,0.17789751291275024,0.8336194157600403,5.400705337524414,4.043318331241608,2.548876591026783,5.355856940150261,0.36210487596690655,0.30109104700386524,100.0,100.0,100.0,1.0,6.227585913620715e-08,bands_indices_hog_residual_gelu_L10_d256,154,bands_indices_hog,residual,gelu,10,256,2,0.15,0.0,0.001,0.0001,0.0,False,True,1002,2893574,33,0.416081,8.7
model,0.7755367159843445,0.9162570238113403,2.8524249792099,6.422493606805801,7.710465697465487,0.9372777342796326,0.8393039703369141,0.8258052468299866,0.9476264715194702,0.26189911365509033,0.8412957787513733,5.371114611625671,3.853866457939148,2.0689543336629868,5.2450031042099,0.2674755407497287,0.3081321017816663,100.0,100.0,100.0,1.0,6.308424360668141e-08,bands_indices_hog_residual_gelu_L12_d256,155,bands_indices_hog,residual,gelu,12,256,2,0.15,0.0,0.001,0.0001,0.0,False,True,1002,3420422,41,0.414854,12.6
model,0.7677949070930481,0.9140439033508301,2.955315075814724,6.519706547260284,7.816105746889814,0.9322304725646973,0.8486977815628052,0.8329650163650513,0.9435933232307434,0.23838049173355103,0.8108897805213928,5.573898553848267,3.8838014006614685,2.0712673664093018,5.567986145615578,0.30982629396021366,0.3250973764806986,100.0,100.0,100.0,1.0,6.31073220347389e-08,bands_indices_hog_residual_silu_L4_d256,156,bands_indices_hog,residual,silu,4,256,2,0.15,0.0,0.001,0.0001,0.0,False,True,1002,1313030,44,0.416556,6.4
model,0.7461884617805481,0.9136923551559448,2.9249384999275208,6.5735094249248505,7.978863842377833,0.9369354844093323,0.8432226181030273,0.7959935665130615,0.9485425353050232,0.1399383544921875,0.8124861121177673,5.3533051162958145,3.9793867617845535,2.2760650143027306,5.313445627689362,0.2937799785286188,0.33364216797053814,100.0,100.0,100.0,1.0,6.239264394025668e-08,bands_indices_hog_residual_silu_L6_d256,157,bands_indices_hog,residual,silu,6,256,2,0.15,0.0,0.001,0.0001,0.0,False,True,1002,1839878,39,0.41499,7.3
model,0.7503083348274231,0.9160855412483215,2.852736972272396,6.475483626127243,7.645240587156949,0.9365090727806091,0.8417200446128845,0.8387078642845154,0.9468050599098206,0.12806206941604614,0.8100340962409973,5.321429297327995,3.8759667426347733,1.8595937639474869,5.300760641694069,0.4333299584686756,0.3253400791436434,100.0,100.0,100.0,1.0,6.313038625194167e-08,bands_indices_hog_residual_silu_L8_d256,158,bands_indices_hog,residual,silu,8,256,2,0.15,0.0,0.001,0.0001,0.0,False,True,1002,2366726,51,0.415699,11.7
model,0.7745151519775391,0.9163063168525696,2.9231971129775047,6.4251236617565155,8.126618543195828,0.9375619888305664,0.8371129035949707,0.8249616622924805,0.9484415054321289,0.26083868741989136,0.8381621837615967,5.325997620820999,4.051603749394417,2.2102223709225655,5.2594102919101715,0.3737077582627535,0.3182304557412863,100.0,100.0,100.0,1.0,6.201344149303623e-08,bands_indices_hog_residual_silu_L12_d256,160,bands_indices_hog,residual,silu,12,256,2,0.15,0.0,0.001,0.0001,0.0,False,True,1002,3420422,41,0.414807,12.6
