model,r2_uniform,r2_weighted,mae_mean_pp,rmse_mean_pp,aitchison_mean,r2_tree_cover,r2_grassland,r2_cropland,r2_built_up,r2_bare_sparse,r2_water,mae_tree_cover_pp,mae_grassland_pp,mae_cropland_pp,mae_built_up_pp,mae_bare_sparse_pp,mae_water_pp,pct_valid_sum,pct_valid_range,pct_fully_valid,mean_sum,std_sum,name,run_id,feature_set,arch,activation,n_layers,d_model,expansion,dropout,input_dropout,lr,weight_decay,mixup_alpha,use_swa,use_cosine,n_features,n_params,epochs,best_val_loss,elapsed_s
model,0.8308829665184021,0.9206718802452087,2.681380696594715,6.1889395117759705,6.249284815032102,0.9400053024291992,0.843218982219696,0.8467023968696594,0.9484041929244995,0.5794550180435181,0.8275020718574524,5.185737460851669,3.605324402451515,1.7412040382623672,5.06666824221611,0.20770076662302017,0.2816533902660012,100.0,100.0,100.0,1.0,6.270457930668272e-08,bands_indices_residual_silu_L6_d256_swa,48,bands_indices,residual,silu,6,256,2,0.15,0.0,0.001,0.0001,0.0,True,True,798,1787654,300,0.418154,65.4
model,0.8221807479858398,0.9219390153884888,2.6689844205975533,6.158220395445824,6.306607908294481,0.9404927492141724,0.8469898104667664,0.8586444854736328,0.9481731653213501,0.514092743396759,0.8246822357177734,5.153724551200867,3.62151563167572,1.720849797129631,5.027982592582703,0.21750503219664097,0.27233653236180544,100.0,100.0,100.0,1.0,6.378203920576198e-08,bands_indices_residual_silu_L8_d256_swa,49,bands_indices,residual,silu,8,256,2,0.15,0.0,0.001,0.0001,0.0,True,True,798,2314502,300,0.416062,72.1
model,0.7797715663909912,0.9161314964294434,2.7474435046315193,6.431346386671066,7.292948802207691,0.9418325424194336,0.8352917432785034,0.8439685106277466,0.9421414732933044,0.30857837200164795,0.8068051338195801,5.021751672029495,3.8000039756298065,1.8919194117188454,5.234394967556,0.22503570653498173,0.31155883334577084,100.0,100.0,100.0,1.0,6.259767104666025e-08,bands_indices_residual_gelu_L4_d512_lr0.0005,53,bands_indices,residual,gelu,4,512,2,0.15,0.0,0.0005,0.0001,0.0,False,True,798,4618758,51,0.406243,8.4
model,0.8237252831459045,0.9216615557670593,2.723369561135769,6.164324656128883,7.165642460470919,0.9410667419433594,0.842684268951416,0.8594368696212769,0.9481101036071777,0.5274735689163208,0.8235678672790527,5.165005102753639,3.6490067839622498,1.8285920843482018,5.1614660769701,0.23832623846828938,0.2978328615427017,100.0,100.0,100.0,1.0,6.310270350695646e-08,bands_indices_residual_gelu_L6_d512_lr0.0005,54,bands_indices,residual,gelu,6,512,2,0.15,0.0,0.0005,0.0001,0.0,False,True,798,6721030,58,0.40635,13.4
model,0.8010600209236145,0.9183269143104553,2.784343622624874,6.33816197514534,7.47870845052682,0.9393421411514282,0.8474805355072021,0.8332480788230896,0.946759045124054,0.43363064527511597,0.8058856725692749,5.337949842214584,3.616005554795265,1.953868381679058,5.224812403321266,0.2365809166803956,0.336845894344151,100.0,100.0,100.0,1.0,6.275563890767444e-08,bands_indices_residual_silu_L4_d512_lr0.0005,55,bands_indices,residual,silu,4,512,2,0.15,0.0,0.0005,0.0001,0.0,False,True,798,4618758,59,0.405784,10.3
model,0.8385040760040283,0.9200850129127502,2.8376365080475807,6.196083500981331,7.299408448180655,0.9352659583091736,0.8497779369354248,0.8447296023368835,0.9490441679954529,0.6295396089553833,0.8226542472839355,5.590280890464783,3.6008987575769424,1.9422048702836037,5.365652963519096,0.22521696519106627,0.30157326254993677,100.0,100.0,100.0,1.0,6.307962507889897e-08,bands_indices_residual_silu_L6_d512_lr0.0005,56,bands_indices,residual,silu,6,512,2,0.15,0.0,0.0005,0.0001,0.0,False,True,798,6721030,70,0.405107,16.2
model,0.805962860584259,0.9234702587127686,2.721693180501461,6.153303757309914,7.590384632008607,0.9425775408744812,0.8493910431861877,0.8437280654907227,0.9534075260162354,0.4366888403892517,0.809969425201416,5.110443755984306,3.7763159722089767,1.9063564017415047,4.961919412016869,0.24779760278761387,0.3273187903687358,100.0,100.0,100.0,1.0,6.33330259347531e-08,bands_indices_residual_gelu_L12_d128,59,bands_indices,residual,gelu,12,128,2,0.15,0.0,0.001,0.0001,0.0,False,True,798,897670,67,0.405605,22.2
model,0.7759192585945129,0.9200727939605713,2.846525050699711,6.293786317110062,7.873924333904343,0.9382942318916321,0.8485460877418518,0.8381487131118774,0.9508825540542603,0.24185121059417725,0.837782621383667,5.325568467378616,3.944169729948044,1.9403878599405289,5.251707136631012,0.3164667170494795,0.3008265281096101,100.0,100.0,100.0,1.0,6.175462630153561e-08,bands_indices_residual_gelu_L6_d256_exp4,60,bands_indices,residual,gelu,6,256,4,0.15,0.0,0.001,0.0001,0.0,False,True,798,3363590,48,0.407356,9.7
model,0.8110466003417969,0.9227266907691956,2.799530327320099,6.152978539466858,7.62793218477039,0.9430025815963745,0.840881884098053,0.8421361446380615,0.9531275629997253,0.45096343755722046,0.8361556529998779,5.160526931285858,3.9810966700315475,2.022545225918293,5.111990496516228,0.2360937651246786,0.28493518475443125,100.0,100.0,100.0,1.0,6.199465474310273e-08,bands_indices_residual_gelu_L8_d256_exp4,61,bands_indices,residual,gelu,8,256,4,0.15,0.0,0.001,0.0001,0.0,False,True,798,4415750,51,0.407209,14.0
model,0.8325786590576172,0.9239688515663147,2.703503705561161,6.068608537316322,7.4829673969706105,0.9446927905082703,0.8490890264511108,0.8423277735710144,0.9510207176208496,0.5648206472396851,0.8435070514678955,5.065617710351944,3.7192359566688538,1.897982507944107,5.022919178009033,0.24260177742689848,0.2726652193814516,100.0,100.0,100.0,1.0,6.356709292276719e-08,bands_indices_residual_gelu_L10_d256_lr0.0005,62,bands_indices,residual,gelu,10,256,2,0.15,0.0,0.0005,0.0001,0.0,False,True,798,2841350,56,0.405341,17.9
model,0.8105362057685852,0.9239704608917236,2.6974184438586235,6.103596463799477,7.458756720227145,0.9411833882331848,0.8507503867149353,0.8549827337265015,0.9521830677986145,0.4245148301124573,0.8395906686782837,5.134101584553719,3.7564974278211594,1.797996461391449,4.934641346335411,0.2717552240937948,0.28952546417713165,100.0,100.0,100.0,1.0,6.252319195709788e-08,bands_indices_residual_gelu_L12_d256_lr0.0005,63,bands_indices,residual,gelu,12,256,2,0.15,0.0,0.0005,0.0001,0.0,False,True,798,3368198,63,0.407163,24.8
model,0.783647358417511,0.9206581711769104,2.748549170792103,6.275246292352676,7.272704079711691,0.9415490627288818,0.8494004011154175,0.8456391096115112,0.9482164978981018,0.3018561005592346,0.8152113556861877,5.1815904676914215,3.6620203405618668,1.9458411261439323,5.148952826857567,0.24625808000564575,0.3066297387704253,100.0,100.0,100.0,1.0,6.212604120037213e-08,bands_indices_residual_gelu_L8_d256_wd0.0005,64,bands_indices,residual,gelu,8,256,2,0.15,0.0,0.001,0.0005,0.0,False,True,798,2314502,65,0.404272,18.9
model,0.8013855814933777,0.917991042137146,2.8267333284020424,6.334242969751358,7.771438225015925,0.9418892860412598,0.847996711730957,0.8085237741470337,0.9474920034408569,0.42252612113952637,0.8398692011833191,5.222053080797195,3.7497438490390778,2.0309144631028175,5.323036015033722,0.3235104726627469,0.3111487254500389,100.0,100.0,100.0,1.0,6.320875911569601e-08,bands_indices_texture_plain_gelu_L3_d256,65,bands_indices_texture,plain,gelu,3,256,0,0.15,0.0,0.001,0.0001,0.0,False,True,1368,485126,46,0.414289,5.5
model,0.7706429362297058,0.9185096621513367,2.8985438868403435,6.347180157899857,8.276053130660562,0.9411415457725525,0.8477077484130859,0.8381933569908142,0.9453163743019104,0.21006590127944946,0.8414214253425598,5.394567921757698,3.8879256695508957,2.0915567874908447,5.374908447265625,0.3269364358857274,0.3153495257720351,100.0,100.0,100.0,1.0,6.220099635356746e-08,bands_indices_texture_plain_gelu_L5_d256,66,bands_indices_texture,plain,gelu,5,256,0,0.15,0.0,0.001,0.0001,0.0,False,True,1368,617734,36,0.414807,4.8
model,0.7624309659004211,0.9204033613204956,2.744636870920658,6.296406686306,7.445081156536786,0.9445568323135376,0.8511743545532227,0.820475697517395,0.9495537877082825,0.15944069623947144,0.8493769764900208,5.078848451375961,3.631283715367317,2.0944254472851753,5.114654079079628,0.2715092618018389,0.277106324210763,100.0,100.0,100.0,1.0,6.336519930982831e-08,bands_indices_texture_plain_gelu_L3_d512,67,bands_indices_texture,plain,gelu,3,512,0,0.15,0.0,0.001,0.0001,0.0,False,True,1368,1232390,45,0.413628,4.8
model,0.7678837776184082,0.9142501950263977,2.8609709814190865,6.494265049695969,7.645231009804396,0.9383477568626404,0.8420637845993042,0.8144522905349731,0.9435570240020752,0.2202349305152893,0.8486357927322388,5.305229872465134,3.7718527019023895,2.070232667028904,5.453339219093323,0.28900597244501114,0.276157446205616,100.0,100.0,100.0,1.0,6.36723669344974e-08,bands_indices_texture_plain_silu_L3_d256,69,bands_indices_texture,plain,silu,3,256,0,0.15,0.0,0.001,0.0001,0.0,False,True,1368,485126,53,0.414317,5.7
model,0.7970495223999023,0.9221372604370117,2.75266095995903,6.192127242684364,7.867295589433161,0.9437031149864197,0.8542534112930298,0.8332119584083557,0.9494513273239136,0.35711073875427246,0.8445526957511902,5.117559805512428,3.730401396751404,1.9380709156394005,5.136822164058685,0.2766658551990986,0.31644466798752546,100.0,100.0,100.0,1.0,6.194296275907618e-08,bands_indices_texture_plain_silu_L5_d256,70,bands_indices_texture,plain,silu,5,256,0,0.15,0.0,0.001,0.0001,0.0,False,True,1368,617734,46,0.413853,6.1
model,0.7869687080383301,0.9169885516166687,2.866644412279129,6.383582204580307,7.884472489720635,0.936352550983429,0.840937614440918,0.8355509638786316,0.9474119544029236,0.32735979557037354,0.8341860771179199,5.357765033841133,3.9130568504333496,2.0042233169078827,5.327583849430084,0.29577799141407013,0.30144150368869305,100.0,100.0,100.0,1.0,6.218226644705283e-08,bands_indices_texture_plain_silu_L3_d512,71,bands_indices_texture,plain,silu,3,512,0,0.15,0.0,0.001,0.0001,0.0,False,True,1368,1232390,40,0.411025,4.2
model,0.8011233806610107,0.9192960262298584,2.800123952329159,6.290294975042343,7.853550079866784,0.9411817789077759,0.8464292883872986,0.8215181827545166,0.9492112994194031,0.41036123037338257,0.838022768497467,5.258643627166748,3.7859272211790085,1.9483055919408798,5.2361588925123215,0.26379842311143875,0.3079008311033249,100.0,100.0,100.0,1.0,6.268599861414259e-08,bands_indices_texture_plain_relu_L3_d256,73,bands_indices_texture,plain,relu,3,256,0,0.15,0.0,0.001,0.0001,0.0,False,True,1368,485126,43,0.414019,4.8
model,0.7818286418914795,0.9195138216018677,2.8258001431822777,6.295839697122574,7.468587703797165,0.9417838454246521,0.8471033573150635,0.8344266414642334,0.9472718834877014,0.27065539360046387,0.8497211933135986,5.300802364945412,3.775431215763092,1.9755128771066666,5.339242517948151,0.2894852077588439,0.27433058712631464,100.0,100.0,100.0,1.0,6.295948651313665e-08,bands_indices_texture_plain_relu_L3_d512,75,bands_indices_texture,plain,relu,3,512,0,0.15,0.0,0.001,0.0001,0.0,False,True,1368,1232390,46,0.413395,4.6
model,0.7662996649742126,0.9146630764007568,2.8445476666092873,6.482482701539993,7.651896263675525,0.9391279220581055,0.8436427116394043,0.8156688809394836,0.9433107376098633,0.20792120695114136,0.848115861415863,5.266669765114784,3.757491335272789,2.03480813652277,5.435162037611008,0.293377204798162,0.2797694178298116,100.0,100.0,100.0,1.0,6.320875911569601e-08,bands_indices_texture_plain_mish_L3_d256,77,bands_indices_texture,plain,mish,3,256,0,0.15,0.0,0.001,0.0001,0.0,False,True,1368,485126,53,0.413944,5.6
model,0.7905402183532715,0.9171124696731567,2.8601760044693947,6.373655050992966,7.863676599883136,0.9380407929420471,0.8398662805557251,0.8359067440032959,0.9464070796966553,0.3484842777252197,0.8345229029655457,5.3053248673677444,3.913469612598419,1.9711993634700775,5.373106896877289,0.2954356372356415,0.3025068901479244,100.0,100.0,100.0,1.0,6.355792692147588e-08,bands_indices_texture_plain_mish_L3_d512,79,bands_indices_texture,plain,mish,3,512,0,0.15,0.0,0.001,0.0001,0.0,False,True,1368,1232390,40,0.412026,4.2
