model,r2_uniform,r2_weighted,mae_mean_pp,rmse_mean_pp,aitchison_mean,r2_tree_cover,r2_grassland,r2_cropland,r2_built_up,r2_bare_sparse,r2_water,mae_tree_cover_pp,mae_grassland_pp,mae_cropland_pp,mae_built_up_pp,mae_bare_sparse_pp,mae_water_pp,pct_valid_sum,pct_valid_range,pct_fully_valid,mean_sum,std_sum,name,fold,stage,feature_set,arch,activation,norm_type,n_layers,d_model,expansion,dropout,input_dropout,lr,weight_decay,mixup_alpha,use_swa,n_features,n_params,epochs,best_val_loss,elapsed_s,run_tag
model,0.8004058003425598,0.9214360117912292,2.808932401239872,6.208093464374542,7.894322449572413,0.9430283904075623,0.8551571369171143,0.8276252746582031,0.9488055109977722,0.3774314522743225,0.8503772020339966,5.253418907523155,3.7631958723068237,2.0494678989052773,5.206336826086044,0.29523330740630627,0.2859380794689059,100.0,100.0,100.0,1.0,6.885371561793363e-08,bands_indices_hog_plain_silu_L5_d512_nonorm,0,cv,bands_indices_hog,plain,silu,none,5,512,2,0.15,0.0,0.001,0.0001,0,False,1002,1567238,259,0.410605,20.4,stcv_ep300_bs2048_pat2000_min1500_seed42
model,0.8256277441978455,0.9241690039634705,2.7275966480374336,6.076047942042351,7.760599527676699,0.9443614482879639,0.8509443402290344,0.8308115601539612,0.953591525554657,0.525490403175354,0.8485550880432129,5.124207958579063,3.7454307079315186,1.9652623683214188,4.940180480480194,0.2873061690479517,0.3032078966498375,100.0,100.0,100.0,1.0,6.847626821127051e-08,bands_indices_hog_plain_mish_L5_d256_nonorm,0,cv,bands_indices_hog,plain,mish,none,5,256,2,0.15,0.0,0.001,0.0001,0,False,1002,521478,280,0.411278,24.2,stcv_ep300_bs2048_pat2000_min1500_seed42
model,0.7462389469146729,0.9141363501548767,2.896001935005188,6.541877239942551,8.480245589706955,0.9444445967674255,0.8506960868835449,0.7640590667724609,0.9467982053756714,0.13671034574508667,0.8347145915031433,5.159959569573402,3.842340037226677,2.4296509101986885,5.198147147893906,0.3938618581742048,0.35205979365855455,100.0,100.0,100.0,1.0,7.006118352137491e-08,bands_indices_hog_residual_geglu_L6_d128_bn,0,cv,bands_indices_hog,residual,geglu,batchnorm,6,128,2,0.15,0.0,0.001,0.0001,0,False,1002,724614,300,0.414233,55.7,stcv_ep300_bs2048_pat2000_min1500_seed42
model,0.8276363015174866,0.9303903579711914,2.6086054742336273,5.851281061768532,7.9999677520533705,0.950502336025238,0.8609051704406738,0.8484439253807068,0.9570543766021729,0.5012751221656799,0.8476177453994751,4.854513704776764,3.617355227470398,1.8987154588103294,4.715710878372192,0.26598325930535793,0.29935191851109266,100.0,100.0,100.0,1.0,6.937197838396969e-08,bands_indices_glcm_lbp_plain_silu_L5_d256_bn,0,cv,bands_indices_glcm_lbp,plain,silu,batchnorm,5,256,2,0.15,0.0,0.001,0.0001,0,False,924,504070,300,0.403965,30.5,stcv_ep300_bs2048_pat2000_min1500_seed42
model,0.87440425157547,0.932473361492157,2.602771669626236,5.67343644797802,7.94801503303515,0.9506934285163879,0.8628617525100708,0.8582886457443237,0.9571230411529541,0.7717381119728088,0.8457009792327881,4.865184426307678,3.594900295138359,1.895095780491829,4.752637073397636,0.19926950335502625,0.3095442894846201,100.0,100.0,100.0,1.0,6.951036368718633e-08,bands_indices_glcm_lbp_plain_mish_L5_d256_bn,0,cv,bands_indices_glcm_lbp,plain,mish,batchnorm,5,256,2,0.15,0.0,0.001,0.0001,0,False,924,504070,300,0.404112,30.2,stcv_ep300_bs2048_pat2000_min1500_seed42
model,0.8537644743919373,0.9303637742996216,2.6234611868858337,5.806436762213707,8.005084416238603,0.9509238004684448,0.8609131574630737,0.8450180888175964,0.9561847448348999,0.6689666509628296,0.8405629396438599,4.82611283659935,3.6142125725746155,1.9594362005591393,4.756832867860794,0.26200078427791595,0.3221633844077587,100.0,100.0,100.0,1.0,6.898048354742059e-08,bands_indices_glcm_lbp_plain_mish_L5_d512_bn,0,cv,bands_indices_glcm_lbp,plain,mish,batchnorm,5,512,2,0.15,0.0,0.001,0.0001,0,False,924,1532422,300,0.406421,30.0,stcv_ep300_bs2048_pat2000_min1500_seed42
model,0.7940396666526794,0.9278510212898254,2.642493136227131,5.999710038304329,7.511479204319617,0.9475817084312439,0.8570642471313477,0.8507294058799744,0.9560822248458862,0.3169838786125183,0.8357874751091003,4.936165735125542,3.61890010535717,1.9032025709748268,4.831996560096741,0.27202938217669725,0.29265705961734056,100.0,100.0,100.0,1.0,6.899314541897184e-08,bands_indices_glcm_lbp_plain_silu_L5_d512_nonorm,0,cv,bands_indices_glcm_lbp,plain,silu,none,5,512,2,0.15,0.0,0.001,0.0001,0,False,924,1527302,284,0.405815,21.6,stcv_ep300_bs2048_pat2000_min1500_seed42
model,0.8626828193664551,0.9297388792037964,2.656121551990509,5.8067843317985535,7.619210434220455,0.9459959864616394,0.8623902797698975,0.859066367149353,0.9553476572036743,0.7197869420051575,0.8334965705871582,5.032023787498474,3.6181695759296417,1.7931442707777023,4.931779578328133,0.256083975546062,0.30553429387509823,100.0,100.0,100.0,1.0,6.939296071095669e-08,bands_indices_glcm_lbp_plain_mish_L5_d512_nonorm,0,cv,bands_indices_glcm_lbp,plain,mish,none,5,512,2,0.15,0.0,0.001,0.0001,0,False,924,1527302,282,0.405105,21.3,stcv_ep300_bs2048_pat2000_min1500_seed42
model,0.8388938903808594,0.9301499724388123,2.6427045464515686,5.848554149270058,7.990037247107615,0.9474343657493591,0.8615352511405945,0.8574604392051697,0.9570243954658508,0.5813571214675903,0.8285385370254517,5.012254044413567,3.6033067852258682,1.8297992646694183,4.789173975586891,0.2733181230723858,0.3483938053250313,100.0,100.0,100.0,1.0,7.029770188182738e-08,bands_indices_glcm_lbp_residual_gelu_L12_d128_bn,0,cv,bands_indices_glcm_lbp,residual,gelu,batchnorm,12,128,2,0.15,0.0,0.001,0.0001,0,False,924,913542,300,0.404478,84.8,stcv_ep300_bs2048_pat2000_min1500_seed42
model,0.8576990962028503,0.9323114156723022,2.589040994644165,5.727717280387878,7.858214900804337,0.9500750303268433,0.8680163621902466,0.8601202964782715,0.9565045833587646,0.6760117411613464,0.8354523181915283,4.853666201233864,3.5374298691749573,1.8322329968214035,4.742879047989845,0.24364683777093887,0.32440710347145796,100.0,100.0,100.0,1.0,7.007364644096015e-08,bands_indices_glcm_lbp_residual_silu_L12_d128_bn,0,cv,bands_indices_glcm_lbp,residual,silu,batchnorm,12,128,2,0.15,0.0,0.001,0.0001,0,False,924,913542,300,0.404827,86.8,stcv_ep300_bs2048_pat2000_min1500_seed42
model,0.8306984901428223,0.9302165508270264,2.6259275153279305,5.86153157055378,7.9443681822654355,0.9494397640228271,0.8670855760574341,0.8483081459999084,0.955930233001709,0.528885006904602,0.8345293998718262,4.900844022631645,3.5791177302598953,1.93063635379076,4.754291847348213,0.2731206361204386,0.31756043899804354,100.0,100.0,100.0,1.0,6.930057594445316e-08,bands_indices_glcm_lbp_residual_mish_L12_d128_bn,0,cv,bands_indices_glcm_lbp,residual,mish,batchnorm,12,128,2,0.15,0.0,0.001,0.0001,0,False,924,913542,300,0.404932,83.0,stcv_ep300_bs2048_pat2000_min1500_seed42
model,0.8265705108642578,0.9291249513626099,2.6575110852718353,5.911880731582642,8.41966627837723,0.9484826326370239,0.860112726688385,0.858501672744751,0.9548586010932922,0.5187112092971802,0.8187455534934998,4.9301061779260635,3.603241965174675,1.8469750881195068,4.849660396575928,0.32102102413773537,0.3940617199987173,100.0,100.0,100.0,1.0,6.879024994077554e-08,bands_indices_glcm_lbp_residual_gelu_L6_d512_bn_lr0.0005,0,cv,bands_indices_glcm_lbp,residual,gelu,batchnorm,6,512,2,0.15,0.0,0.0005,0.0001,0,False,924,6784518,300,0.406774,46.3,stcv_ep300_bs2048_pat2000_min1500_seed42
model,0.8241859078407288,0.9301870465278625,2.713880129158497,5.870110914111137,8.786960228589939,0.9474917054176331,0.8708517551422119,0.8546167612075806,0.9554308652877808,0.4806060791015625,0.8361108899116516,4.972784221172333,3.6487314850091934,1.9995108246803284,4.873020201921463,0.3750088857486844,0.41422308422625065,100.0,100.0,100.0,1.0,6.851028189203134e-08,bands_indices_glcm_lbp_residual_silu_L6_d512_bn_lr0.0005,0,cv,bands_indices_glcm_lbp,residual,silu,batchnorm,6,512,2,0.15,0.0,0.0005,0.0001,0,False,924,6784518,300,0.408023,52.1,stcv_ep300_bs2048_pat2000_min1500_seed42
model,0.6202841997146606,0.844355046749115,3.713265061378479,8.695900440216064,9.131147603328783,0.9097911715507507,0.6436015367507935,0.5284584760665894,0.9242905378341675,0.01823025941848755,0.6973128318786621,6.312691420316696,5.592180043458939,3.4037362784147263,5.960826948285103,0.41266875341534615,0.5974795203655958,100.0,100.0,100.0,1.0,6.909015581868516e-08,texture_all_plain_gelu_L5_d256_bn,0,cv,texture_all,plain,gelu,batchnorm,5,256,2,0.15,0.0,0.001,0.0001,0,False,570,413446,290,0.465381,30.5,stcv_ep300_bs2048_pat2000_min1500_seed42
