model,r2_uniform,r2_weighted,mae_mean_pp,rmse_mean_pp,aitchison_mean,r2_tree_cover,r2_grassland,r2_cropland,r2_built_up,r2_bare_sparse,r2_water,mae_tree_cover_pp,mae_grassland_pp,mae_cropland_pp,mae_built_up_pp,mae_bare_sparse_pp,mae_water_pp,pct_valid_sum,pct_valid_range,pct_fully_valid,mean_sum,std_sum,name,fold,stage,feature_set,arch,activation,norm_type,n_layers,d_model,expansion,dropout,input_dropout,lr,weight_decay,mixup_alpha,use_swa,n_features,n_params,epochs,best_val_loss,elapsed_s,run_tag
model,0.6765780448913574,0.8723366260528564,3.6719970405101776,7.908345013856888,9.622781005001073,0.8960737586021423,0.7351840138435364,0.7339180111885071,0.9319992065429688,0.014281690120697021,0.7479987144470215,6.934194266796112,5.299535393714905,2.7168016880750656,5.827968940138817,0.5651094485074282,0.688397279009223,100.0,100.0,100.0,1.0,7.020650372169257e-08,top500_full_residual_mish_L12_d128_bn,0,cv,top500_full,residual,mish,batchnorm,12,128,2,0.15,0.0,0.001,0.0001,0,False,500,859270,273,0.460784,94.1,stcv_ep300_bs2048_pat2000_min1500_seed42
model,0.7524371147155762,0.9204416275024414,3.3485811203718185,6.941068917512894,7.998262929787508,0.9296035170555115,0.8203181028366089,0.9260773658752441,0.9596928358078003,0.03198444843292236,0.8468541502952576,5.704137310385704,5.765437334775925,4.0929824113845825,3.896842896938324,0.16802613390609622,0.4640843253582716,100.0,100.0,100.0,1.0,7.070544683074331e-08,bands_indices_plain_silu_L5_d512_bn,1,cv,bands_indices,plain,silu,batchnorm,5,512,2,0.15,0.0,0.001,0.0001,0,False,798,1467910,300,0.395742,43.4,stcv_ep300_bs2048_pat2000_min1500_seed42
model,0.7626109719276428,0.922677218914032,3.3438052982091904,6.7933522164821625,8.33310201843357,0.9333691596984863,0.8220230937004089,0.9236043095588684,0.9641707539558411,0.05580955743789673,0.8766013979911804,5.582020059227943,5.740557983517647,4.289771988987923,3.8182850927114487,0.18663177033886313,0.44558970257639885,100.0,100.0,100.0,1.0,7.096041088061611e-08,bands_indices_plain_relu_L5_d512_bn,1,cv,bands_indices,plain,relu,batchnorm,5,512,2,0.15,0.0,0.001,0.0001,0,False,798,1467910,300,0.395221,42.9,stcv_ep300_bs2048_pat2000_min1500_seed42
model,0.7705275416374207,0.9246537089347839,3.310484066605568,6.715512275695801,7.986539798770019,0.9320156574249268,0.835902988910675,0.9255400896072388,0.9633979797363281,0.0843093991279602,0.881929337978363,5.57502806186676,5.616246536374092,4.257288575172424,3.8096681237220764,0.16726268222555518,0.4374389071017504,100.0,100.0,100.0,1.0,6.945070651909191e-08,bands_indices_plain_silu_L5_d512_nonorm,1,cv,bands_indices,plain,silu,none,5,512,2,0.15,0.0,0.001,0.0001,0,False,798,1462790,260,0.39652,28.5,stcv_ep300_bs2048_pat2000_min1500_seed42
model,0.7774703502655029,0.9282142519950867,3.2739557325839996,6.507221609354019,7.988446821182281,0.9330795407295227,0.8384268879890442,0.9310329556465149,0.966288149356842,0.07747751474380493,0.9184445142745972,5.541737005114555,5.613551661372185,4.173612967133522,3.7788353860378265,0.158990197815001,0.3770608687773347,100.0,100.0,100.0,1.0,6.935259477813815e-08,bands_indices_plain_mish_L5_d512_nonorm,1,cv,bands_indices,plain,mish,none,5,512,2,0.15,0.0,0.001,0.0001,0,False,798,1462790,260,0.395925,28.1,stcv_ep300_bs2048_pat2000_min1500_seed42
model,0.7624912261962891,0.9182669520378113,3.411545976996422,6.926371902227402,8.354514279211747,0.9309689998626709,0.806974470615387,0.916839599609375,0.9642271995544434,0.060095787048339844,0.8957601189613342,5.6426554918289185,5.97076453268528,4.530547559261322,3.7010792642831802,0.18441012362018228,0.4398536868393421,100.0,100.0,100.0,1.0,6.982483569117903e-08,bands_indices_residual_gelu_L4_d256_bn,1,cv,bands_indices,residual,gelu,batchnorm,4,256,2,0.15,0.0,0.001,0.0001,0,False,798,1260294,300,0.39589,54.8,stcv_ep300_bs2048_pat2000_min1500_seed42
model,0.756103515625,0.9140551686286926,3.4764211624860764,7.130780071020126,8.214674166958703,0.9339290857315063,0.7936834096908569,0.9100961089134216,0.9617128372192383,0.07869607210159302,0.8584252595901489,5.595364421606064,6.138527765870094,4.707292839884758,3.7693846970796585,0.17951090121641755,0.46845399774610996,100.0,100.0,100.0,1.0,6.813377950720678e-08,bands_indices_residual_silu_L8_d256_bn,1,cv,bands_indices,residual,silu,batchnorm,8,256,2,0.15,0.0,0.001,0.0001,0,False,798,2313990,300,0.394785,93.4,stcv_ep300_bs2048_pat2000_min1500_seed42
model,0.7583244442939758,0.9170112013816833,3.3565018326044083,6.985694169998169,7.965789672581122,0.9320061206817627,0.7980831861495972,0.9162198305130005,0.964362382888794,0.055752575397491455,0.8834382891654968,5.527443438768387,5.976037681102753,4.4052474200725555,3.626973181962967,0.1677081105299294,0.4356172401458025,100.0,100.0,100.0,1.0,7.02559859178109e-08,bands_indices_residual_relu_L4_d256_bn,1,cv,bands_indices,residual,relu,batchnorm,4,256,2,0.15,0.0,0.001,0.0001,0,False,798,1260294,300,0.396455,54.5,stcv_ep300_bs2048_pat2000_min1500_seed42
model,0.7677605152130127,0.9171783328056335,3.4010950475931168,6.9535210728645325,8.462012915164017,0.9317653775215149,0.7989630699157715,0.916706919670105,0.9632773399353027,0.09379154443740845,0.9019902348518372,5.618704110383987,6.0249704867601395,4.361385107040405,3.7670522928237915,0.19282945431768894,0.44166073203086853,100.0,100.0,100.0,1.0,6.971450972059756e-08,bands_indices_residual_gelu_L6_d512_bn_lr0.0005,1,cv,bands_indices,residual,gelu,batchnorm,6,512,2,0.15,0.0,0.0005,0.0001,0,False,798,6720006,300,0.397613,73.2,stcv_ep300_bs2048_pat2000_min1500_seed42
model,0.7676593661308289,0.915590763092041,3.3854257315397263,6.961261481046677,8.448870317909122,0.9338488578796387,0.793317437171936,0.9094990491867065,0.9648619294166565,0.08188164234161377,0.9224766492843628,5.525228381156921,5.96899501979351,4.534615203738213,3.7004854530096054,0.18786548171192408,0.3954268991947174,100.0,100.0,100.0,1.0,7.027705350992619e-08,bands_indices_residual_silu_L6_d512_bn_lr0.0005,1,cv,bands_indices,residual,silu,batchnorm,6,512,2,0.15,0.0,0.0005,0.0001,0,False,798,6720006,300,0.396977,73.4,stcv_ep300_bs2048_pat2000_min1500_seed42
model,0.7684247493743896,0.9216968417167664,3.375425562262535,6.820032000541687,8.140491428405555,0.9316146373748779,0.823423445224762,0.9212970733642578,0.9636325836181641,0.08587324619293213,0.884634256362915,5.644494295120239,5.752298608422279,4.464815184473991,3.780236467719078,0.1734551857225597,0.4372832830995321,100.0,100.0,100.0,1.0,6.918590855775619e-08,bands_indices_residual_gelu_L10_d256_nonorm,1,cv,bands_indices,residual,gelu,none,10,256,2,0.15,0.0,0.001,0.0001,0,False,798,2835206,256,0.395238,73.0,stcv_ep300_bs2048_pat2000_min1500_seed42
model,0.7509334683418274,0.913813591003418,3.4393135458230972,7.1337975561618805,7.898747694668785,0.9289756417274475,0.7953923940658569,0.9106850624084473,0.9640063643455505,0.043591082096099854,0.8628770709037781,5.673767998814583,6.010211631655693,4.561597853899002,3.7768546491861343,0.1595344510860741,0.4539686720818281,100.0,100.0,100.0,1.0,7.01463349628284e-08,bands_indices_residual_silu_L10_d256_nonorm,1,cv,bands_indices,residual,silu,none,10,256,2,0.15,0.0,0.001,0.0001,0,False,798,2835206,300,0.395189,84.9,stcv_ep300_bs2048_pat2000_min1500_seed42
model,0.7640405297279358,0.9206593632698059,3.3833276480436325,6.822456419467926,7.898384713473788,0.9281613230705261,0.813124418258667,0.9229599237442017,0.9656403660774231,0.04937887191772461,0.9049054384231567,5.738642439246178,5.965445935726166,4.409362748265266,3.6373384296894073,0.15821486013010144,0.3909996710717678,100.0,100.0,100.0,1.0,6.832904375642102e-08,bands_indices_residual_mish_L10_d256_nonorm,1,cv,bands_indices,residual,mish,none,10,256,2,0.15,0.0,0.001,0.0001,0,False,798,2835206,300,0.394483,84.7,stcv_ep300_bs2048_pat2000_min1500_seed42
model,0.7655796408653259,0.9214265942573547,3.2907627522945404,6.80932030081749,7.76361543321009,0.9328762888908386,0.8178002238273621,0.9202423691749573,0.9648465514183044,0.06309878826141357,0.8945431709289551,5.5210113525390625,5.731857195496559,4.3106283992528915,3.635496646165848,0.1483440399169922,0.3972772043198347,100.0,100.0,100.0,1.0,6.843294642067121e-08,bands_indices_residual_mish_L12_d256_nonorm,1,cv,bands_indices,residual,mish,none,12,256,2,0.15,0.0,0.001,0.0001,0,False,798,3361030,300,0.394527,96.2,stcv_ep300_bs2048_pat2000_min1500_seed42
model,0.7549493908882141,0.9116978049278259,3.5742174834012985,7.229196280241013,8.838241214193213,0.9300111532211304,0.7938785552978516,0.9095286130905151,0.9571618437767029,0.06989353895187378,0.8691525459289551,5.670257657766342,6.137042120099068,4.722249507904053,4.178116470575333,0.22248690947890282,0.5151616875082254,100.0,100.0,100.0,1.0,6.985450795582437e-08,bands_indices_texture_plain_gelu_L3_d256_bn,1,cv,bands_indices_texture,plain,gelu,batchnorm,3,256,2,0.15,0.0,0.001,0.0001,0,False,1368,485126,284,0.403394,31.0,stcv_ep300_bs2048_pat2000_min1500_seed42
model,0.7332239151000977,0.8907906413078308,3.8431916385889053,7.8899092972278595,8.796679907502842,0.9272668361663818,0.7147448062896729,0.8762283325195312,0.9591690897941589,0.06281614303588867,0.8590491414070129,5.816173925995827,7.085145264863968,5.389836803078651,4.024107381701469,0.23270468227565289,0.5111940205097198,100.0,100.0,100.0,1.0,7.023491122026826e-08,bands_indices_texture_plain_gelu_L3_d512_bn,1,cv,bands_indices_texture,plain,gelu,batchnorm,3,512,2,0.15,0.0,0.001,0.0001,0,False,1368,1232390,268,0.406294,28.9,stcv_ep300_bs2048_pat2000_min1500_seed42
model,0.7519612908363342,0.903957724571228,3.579973429441452,7.430196553468704,8.02709913118577,0.9274569153785706,0.7581852674484253,0.8980386853218079,0.9600855708122253,0.07147979736328125,0.8964276313781738,5.7539477944374084,6.438648700714111,4.803141206502914,3.913135454058647,0.17061595572158694,0.40036849677562714,100.0,100.0,100.0,1.0,7.096875265233393e-08,bands_indices_texture_plain_gelu_L5_d512_bn,1,cv,bands_indices_texture,plain,gelu,batchnorm,5,512,2,0.15,0.0,0.001,0.0001,0,False,1368,1759750,300,0.407008,44.7,stcv_ep300_bs2048_pat2000_min1500_seed42
model,0.7503849864006042,0.9068038463592529,3.6163054406642914,7.3709093034267426,8.894443979619515,0.9306590557098389,0.7690685391426086,0.9005278944969177,0.9605695605278015,0.0728142261505127,0.8686027526855469,5.630052834749222,6.420707702636719,4.930451884865761,3.9745312184095383,0.23415479809045792,0.5079582799226046,100.0,100.0,100.0,1.0,6.885991865601682e-08,bands_indices_texture_plain_silu_L3_d512_bn,1,cv,bands_indices_texture,plain,silu,batchnorm,3,512,2,0.15,0.0,0.001,0.0001,0,False,1368,1232390,263,0.405066,28.5,stcv_ep300_bs2048_pat2000_min1500_seed42
model,0.7554728984832764,0.9072962999343872,3.562164679169655,7.319109886884689,8.449820058722725,0.9287867546081543,0.7671341896057129,0.9042881727218628,0.9597446918487549,0.07492882013320923,0.8978808522224426,5.749823525547981,6.283320486545563,4.74371425807476,3.973405808210373,0.1910083112306893,0.4317229148000479,100.0,100.0,100.0,1.0,6.977817434972167e-08,bands_indices_texture_plain_silu_L5_d256_bn,1,cv,bands_indices_texture,plain,silu,batchnorm,5,256,2,0.15,0.0,0.001,0.0001,0,False,1368,617734,300,0.402614,42.3,stcv_ep300_bs2048_pat2000_min1500_seed42
model,0.7512953281402588,0.9057570695877075,3.603838011622429,7.370337098836899,8.397376246614366,0.9285784959793091,0.7636137008666992,0.9003478288650513,0.9603731036186218,0.058235108852386475,0.8965458273887634,5.74796237051487,6.475163996219635,4.8163339495658875,3.9346128702163696,0.19097920740023255,0.4580010659992695,100.0,100.0,100.0,1.0,7.065099083547466e-08,bands_indices_texture_plain_relu_L3_d256_bn,1,cv,bands_indices_texture,plain,relu,batchnorm,3,256,2,0.15,0.0,0.001,0.0001,0,False,1368,485126,300,0.403268,32.3,stcv_ep300_bs2048_pat2000_min1500_seed42
model,0.7488340735435486,0.906058669090271,3.593521937727928,7.381240278482437,8.795361869172657,0.928429365158081,0.7707903981208801,0.8999400734901428,0.9588332176208496,0.04400050640106201,0.890944242477417,5.772615596652031,6.28013014793396,4.817847162485123,4.006073251366615,0.22446843795478344,0.45999763533473015,100.0,100.0,100.0,1.0,6.957847631383629e-08,bands_indices_texture_plain_relu_L5_d256_bn,1,cv,bands_indices_texture,plain,relu,batchnorm,5,256,2,0.15,0.0,0.001,0.0001,0,False,1368,617734,300,0.403296,42.9,stcv_ep300_bs2048_pat2000_min1500_seed42
model,0.7519922852516174,0.908180832862854,3.5813108086586,7.31014609336853,8.493791737164422,0.9274635910987854,0.7673228979110718,0.9074678421020508,0.9616831541061401,0.06896686553955078,0.8789743781089783,5.672711133956909,6.472819298505783,4.774618148803711,3.9296314120292664,0.19203786505386233,0.4460829310119152,100.0,100.0,100.0,1.0,7.081005293230191e-08,bands_indices_texture_plain_mish_L3_d512_bn,1,cv,bands_indices_texture,plain,mish,batchnorm,3,512,2,0.15,0.0,0.001,0.0001,0,False,1368,1232390,300,0.403369,32.6,stcv_ep300_bs2048_pat2000_min1500_seed42
model,0.7332798838615417,0.8991550207138062,3.7817101925611496,7.683157175779343,8.54541010170024,0.92851322889328,0.7556999921798706,0.8883790969848633,0.9560431241989136,0.02898162603378296,0.8419857025146484,5.834593251347542,6.7354656755924225,5.258909240365028,4.168840125203133,0.21365073043853045,0.4788218066096306,100.0,100.0,100.0,1.0,6.996461365815776e-08,bands_indices_texture_plain_mish_L5_d512_nonorm,1,cv,bands_indices_texture,plain,mish,none,5,512,2,0.15,0.0,0.001,0.0001,0,False,1368,1754630,222,0.40338,23.7,stcv_ep300_bs2048_pat2000_min1500_seed42
model,0.7450507283210754,0.9010487794876099,3.742856904864311,7.568538188934326,8.767922984448871,0.926417350769043,0.7630030512809753,0.8891688585281372,0.9587308764457703,0.05883896350860596,0.8740758895874023,5.752928555011749,6.56876340508461,5.233711376786232,4.163597151637077,0.24292918387800455,0.4952183924615383,100.0,100.0,100.0,1.0,7.117703404446729e-08,bands_indices_texture_residual_geglu_L6_d256_bn,1,cv,bands_indices_texture,residual,geglu,batchnorm,6,256,2,0.15,0.0,0.001,0.0001,0,False,1368,2722566,300,0.404174,80.9,stcv_ep300_bs2048_pat2000_min1500_seed42
model,0.7493045330047607,0.9100391268730164,3.645070642232895,7.258600741624832,8.941270092810523,0.9249110817909241,0.7927117943763733,0.9065211415290833,0.9588245153427124,0.020566701889038086,0.8922237753868103,5.999518930912018,6.211956962943077,4.762506112456322,4.164528846740723,0.23301721084862947,0.49889935180544853,100.0,100.0,100.0,1.0,6.986298473066199e-08,bands_indices_hog_plain_gelu_L5_d512_bn,1,cv,bands_indices_hog,plain,gelu,batchnorm,5,512,2,0.15,0.0,0.001,0.0001,0,False,1002,1572358,258,0.410721,36.9,stcv_ep300_bs2048_pat2000_min1500_seed42
model,0.7471374869346619,0.9105519652366638,3.531119227409363,7.30280801653862,8.40719376249983,0.9273794889450073,0.7871284484863281,0.9128146767616272,0.9565891027450562,0.05061262845993042,0.8482207655906677,5.817441642284393,6.087546795606613,4.467956721782684,4.131989553570747,0.18408156465739012,0.49770670011639595,100.0,100.0,100.0,1.0,7.048737415971118e-08,bands_indices_hog_plain_silu_L5_d256_bn,1,cv,bands_indices_hog,plain,silu,batchnorm,5,256,2,0.15,0.0,0.001,0.0001,0,False,1002,524038,300,0.407794,43.4,stcv_ep300_bs2048_pat2000_min1500_seed42
model,0.7466208338737488,0.917493999004364,3.3733632415533066,7.00453519821167,8.129681892446348,0.9289160370826721,0.8060036897659302,0.9212642908096313,0.9601853489875793,-0.02012455463409424,0.883384644985199,5.727037414908409,5.79880103468895,4.184792935848236,3.907361999154091,0.18561274046078324,0.43658637441694736,100.0,100.0,100.0,1.0,7.152971193136182e-08,bands_indices_hog_plain_relu_L5_d256_bn,1,cv,bands_indices_hog,plain,relu,batchnorm,5,256,2,0.15,0.0,0.001,0.0001,0,False,1002,524038,300,0.407472,43.5,stcv_ep300_bs2048_pat2000_min1500_seed42
model,0.742925226688385,0.899931013584137,3.8353879004716873,7.603117078542709,9.052568024875436,0.9190494418144226,0.7538427114486694,0.8973755836486816,0.9570568799972534,0.03905642032623291,0.8911029100418091,6.216109171509743,6.77465945482254,5.037064105272293,4.238064959645271,0.2536984160542488,0.49274731427431107,100.0,100.0,100.0,1.0,7.024333825711437e-08,bands_indices_hog_plain_relu_L5_d512_bn,1,cv,bands_indices_hog,plain,relu,batchnorm,5,512,2,0.15,0.0,0.001,0.0001,0,False,1002,1572358,258,0.408317,37.0,stcv_ep300_bs2048_pat2000_min1500_seed42
model,0.7505433559417725,0.9074034094810486,3.681429848074913,7.377851754426956,8.926681080999119,0.9249817132949829,0.7836441993713379,0.9027807116508484,0.9588883519172668,0.06716793775558472,0.8657297492027283,6.015599891543388,6.397746503353119,4.866980016231537,4.067257791757584,0.23233694955706596,0.5086853168904781,100.0,100.0,100.0,1.0,6.979514921567898e-08,bands_indices_hog_plain_mish_L3_d512_bn,1,cv,bands_indices_hog,plain,mish,batchnorm,3,512,2,0.15,0.0,0.001,0.0001,0,False,1002,1044998,276,0.406331,29.6,stcv_ep300_bs2048_pat2000_min1500_seed42
model,0.7433516383171082,0.9088284373283386,3.5677239298820496,7.352176308631897,8.443310607879292,0.9266991019248962,0.7811577916145325,0.9091359972953796,0.9575803875923157,0.03112208843231201,0.8543334007263184,5.83454892039299,6.210273131728172,4.599529504776001,4.085693135857582,0.19541708752512932,0.4808941390365362,100.0,100.0,100.0,1.0,7.082259401158808e-08,bands_indices_hog_plain_mish_L5_d256_bn,1,cv,bands_indices_hog,plain,mish,batchnorm,5,256,2,0.15,0.0,0.001,0.0001,0,False,1002,524038,300,0.40677,43.1,stcv_ep300_bs2048_pat2000_min1500_seed42
model,0.7496669888496399,0.9049077033996582,3.6886055022478104,7.440262287855148,8.188413826129866,0.9245875477790833,0.7765898108482361,0.8982082605361938,0.9576765298843384,0.05566602945327759,0.885197639465332,5.923762917518616,6.411930173635483,4.950827360153198,4.211189225316048,0.18728157738223672,0.4466368816792965,100.0,100.0,100.0,1.0,7.032758730929345e-08,bands_indices_hog_plain_silu_L3_d512_nonorm,1,cv,bands_indices_hog,plain,silu,none,3,512,2,0.15,0.0,0.001,0.0001,0,False,1002,1041926,236,0.405097,21.0,stcv_ep300_bs2048_pat2000_min1500_seed42
model,0.7396347522735596,0.9063808917999268,3.7323009222745895,7.4235714972019196,8.572911032428097,0.9244852662086487,0.7767434120178223,0.9064502716064453,0.9549576640129089,-0.0019249916076660156,0.8770177960395813,5.943154916167259,6.60611093044281,4.892408102750778,4.275788366794586,0.22433677222579718,0.45201187022030354,100.0,100.0,100.0,1.0,6.895444215615498e-08,bands_indices_hog_plain_silu_L5_d512_nonorm,1,cv,bands_indices_hog,plain,silu,none,5,512,2,0.15,0.0,0.001,0.0001,0,False,1002,1567238,228,0.406718,24.4,stcv_ep300_bs2048_pat2000_min1500_seed42
model,0.740135133266449,0.9078212976455688,3.737473115324974,7.385081797838211,8.60685152929843,0.9256493449211121,0.7855268120765686,0.9065880179405212,0.9548656344413757,-0.0019055604934692383,0.8700069189071655,5.921037122607231,6.490234285593033,4.971826076507568,4.307401552796364,0.23508768063038588,0.4992553498595953,100.0,100.0,100.0,1.0,6.973998267767456e-08,bands_indices_hog_plain_mish_L5_d256_nonorm,1,cv,bands_indices_hog,plain,mish,none,5,256,2,0.15,0.0,0.001,0.0001,0,False,1002,521478,231,0.40579,25.3,stcv_ep300_bs2048_pat2000_min1500_seed42
model,0.7504696249961853,0.9091466665267944,3.7285298109054565,7.315940409898758,8.978468307034808,0.92268967628479,0.8105220794677734,0.9009923338890076,0.9551214575767517,0.026479482650756836,0.886940062046051,5.959261953830719,6.096508726477623,5.151583254337311,4.4197190552949905,0.25607903953641653,0.4880329594016075,100.0,100.0,100.0,1.0,6.907884397833186e-08,bands_indices_hog_residual_geglu_L6_d128_bn,1,cv,bands_indices_hog,residual,geglu,batchnorm,6,128,2,0.15,0.0,0.001,0.0001,0,False,1002,724614,300,0.407407,78.5,stcv_ep300_bs2048_pat2000_min1500_seed42
model,0.7582308650016785,0.916256308555603,3.3881202340126038,6.969348341226578,8.467164893722188,0.9321948289871216,0.7867724299430847,0.9167701005935669,0.9653568863868713,0.04203420877456665,0.9061807990074158,5.518249422311783,6.09515905380249,4.400461167097092,3.70694138109684,0.19528365228325129,0.41265832260251045,100.0,100.0,100.0,1.0,6.971875166073005e-08,bands_indices_glcm_lbp_plain_silu_L5_d256_bn,1,cv,bands_indices_glcm_lbp,plain,silu,batchnorm,5,256,2,0.15,0.0,0.001,0.0001,0,False,924,504070,300,0.39698,43.5,stcv_ep300_bs2048_pat2000_min1500_seed42
model,0.7642409801483154,0.9214493036270142,3.325304016470909,6.801416724920273,8.36834292240687,0.9347622394561768,0.8115439414978027,0.9224337935447693,0.9635927081108093,0.05139261484146118,0.9016349911689758,5.565628036856651,5.797655135393143,4.239381104707718,3.7590108811855316,0.18284224206581712,0.40732789784669876,100.0,100.0,100.0,1.0,7.04789755445745e-08,bands_indices_glcm_lbp_plain_mish_L5_d256_bn,1,cv,bands_indices_glcm_lbp,plain,mish,batchnorm,5,256,2,0.15,0.0,0.001,0.0001,0,False,924,504070,300,0.396814,43.9,stcv_ep300_bs2048_pat2000_min1500_seed42
model,0.7475791573524475,0.9102838039398193,3.5304762423038483,7.266823947429657,8.306501830472858,0.9175990223884583,0.7797431945800781,0.9174497127532959,0.9629570245742798,0.042489707469940186,0.8651458024978638,6.104591861367226,6.297861039638519,4.350397735834122,3.7894796580076218,0.19393089460209012,0.4466195125132799,100.0,100.0,100.0,1.0,7.06970695318887e-08,bands_indices_glcm_lbp_plain_mish_L5_d512_bn,1,cv,bands_indices_glcm_lbp,plain,mish,batchnorm,5,512,2,0.15,0.0,0.001,0.0001,0,False,924,1532422,300,0.398221,42.6,stcv_ep300_bs2048_pat2000_min1500_seed42
model,0.7640705704689026,0.9213782548904419,3.397774323821068,6.821615248918533,8.113934887714734,0.9347587823867798,0.8154360055923462,0.9226199984550476,0.9614726901054382,0.05241793394088745,0.8976469039916992,5.547536164522171,5.847900360822678,4.4184718281030655,3.94204743206501,0.19921790808439255,0.43150740675628185,100.0,100.0,100.0,1.0,6.845890254680853e-08,bands_indices_glcm_lbp_plain_silu_L5_d512_nonorm,1,cv,bands_indices_glcm_lbp,plain,silu,none,5,512,2,0.15,0.0,0.001,0.0001,0,False,924,1527302,252,0.397635,27.3,stcv_ep300_bs2048_pat2000_min1500_seed42
model,0.7590084671974182,0.9177502989768982,3.3864133059978485,6.935910135507584,8.052084040382754,0.9354438185691833,0.7980145812034607,0.9149885773658752,0.9643922448158264,0.04503244161605835,0.8961068987846375,5.539027974009514,5.989822372794151,4.466865211725235,3.754488006234169,0.16367800999432802,0.40461113676428795,100.0,100.0,100.0,1.0,6.85366998709469e-08,bands_indices_glcm_lbp_plain_mish_L5_d512_nonorm,1,cv,bands_indices_glcm_lbp,plain,mish,none,5,512,2,0.15,0.0,0.001,0.0001,0,False,924,1527302,248,0.397051,26.6,stcv_ep300_bs2048_pat2000_min1500_seed42
model,0.7663321495056152,0.917794942855835,3.3954735845327377,6.96602389216423,8.356797975017649,0.9343076348304749,0.8009459972381592,0.9178025722503662,0.9619659185409546,0.10239100456237793,0.8805007338523865,5.525222793221474,6.0116250067949295,4.4106267392635345,3.768777847290039,0.19274307414889336,0.4638468846678734,100.0,100.0,100.0,1.0,7.070126173402969e-08,bands_indices_glcm_lbp_residual_gelu_L12_d128_bn,1,cv,bands_indices_glcm_lbp,residual,gelu,batchnorm,12,128,2,0.15,0.0,0.001,0.0001,0,False,924,913542,300,0.399123,123.1,stcv_ep300_bs2048_pat2000_min1500_seed42
model,0.7557242512702942,0.9083145260810852,3.5736482590436935,7.292640209197998,8.319173621061935,0.9285181760787964,0.7743167877197266,0.9037013053894043,0.9611040353775024,0.07706582546234131,0.8895585536956787,5.785354971885681,6.392711400985718,4.782843962311745,3.840041160583496,0.195427262224257,0.44553764164447784,100.0,100.0,100.0,1.0,6.9608255159892e-08,bands_indices_glcm_lbp_residual_silu_L12_d128_bn,1,cv,bands_indices_glcm_lbp,residual,silu,batchnorm,12,128,2,0.15,0.0,0.001,0.0001,0,False,924,913542,300,0.398511,121.7,stcv_ep300_bs2048_pat2000_min1500_seed42
model,0.7522115707397461,0.9169445633888245,3.4332819283008575,7.0042915642261505,8.37092070852989,0.9365191459655762,0.8030871152877808,0.9121807813644409,0.9618052244186401,0.019551753997802734,0.8800408840179443,5.495801195502281,5.99912703037262,4.588424786925316,3.847961500287056,0.21020453423261642,0.45818700455129147,100.0,100.0,100.0,1.0,7.068869933846145e-08,bands_indices_glcm_lbp_residual_mish_L12_d128_bn,1,cv,bands_indices_glcm_lbp,residual,mish,batchnorm,12,128,2,0.15,0.0,0.001,0.0001,0,False,924,913542,300,0.39921,124.8,stcv_ep300_bs2048_pat2000_min1500_seed42
model,0.7560635209083557,0.9121310710906982,3.4431245177984238,7.205536216497421,8.702157925485247,0.9340526461601257,0.7850481271743774,0.9091354608535767,0.960108757019043,0.09253370761871338,0.8554369211196899,5.509798228740692,6.048485264182091,4.591066017746925,3.7637241184711456,0.2315396210178733,0.5141525063663721,100.0,100.0,100.0,1.0,7.090614673188611e-08,bands_indices_glcm_lbp_residual_gelu_L6_d512_bn_lr0.0005,1,cv,bands_indices_glcm_lbp,residual,gelu,batchnorm,6,512,2,0.15,0.0,0.0005,0.0001,0,False,924,6784518,300,0.40062,73.3,stcv_ep300_bs2048_pat2000_min1500_seed42
model,0.7534177303314209,0.9129271507263184,3.5128984600305557,7.166227698326111,8.902644301803,0.9331217408180237,0.7913751602172852,0.9092772006988525,0.9599019885063171,0.055364787578582764,0.8713995814323425,5.574556440114975,6.091247498989105,4.7489795833826065,3.8793034851551056,0.23572496138513088,0.5476291757076979,100.0,100.0,100.0,1.0,7.004496893614487e-08,bands_indices_glcm_lbp_residual_silu_L6_d512_bn_lr0.0005,1,cv,bands_indices_glcm_lbp,residual,silu,batchnorm,6,512,2,0.15,0.0,0.0005,0.0001,0,False,924,6784518,300,0.398801,72.9,stcv_ep300_bs2048_pat2000_min1500_seed42
model,0.5991764664649963,0.7888503670692444,5.32190315425396,10.95721498131752,9.293899578527615,0.8404773473739624,0.44272297620773315,0.7737138271331787,0.9319344162940979,-0.012967705726623535,0.6191002130508423,8.276674151420593,10.174332559108734,7.2905682027339935,5.129018053412437,0.2702114637941122,0.7906503975391388,100.0,100.0,100.0,1.0,7.056713258180025e-08,texture_all_plain_gelu_L5_d256_bn,1,cv,texture_all,plain,gelu,batchnorm,5,256,2,0.15,0.0,0.001,0.0001,0,False,570,413446,292,0.453071,41.9,stcv_ep300_bs2048_pat2000_min1500_seed42
model,0.5909339785575867,0.7903928756713867,5.331245437264442,11.039189249277115,9.137161466829232,0.8364216685295105,0.4752350449562073,0.779697835445404,0.9240754246711731,0.00869762897491455,0.5214002132415771,8.454924821853638,9.889371693134308,7.247240841388702,5.317588150501251,0.2348507521674037,0.8435264229774475,100.0,100.0,100.0,1.0,6.95316515475497e-08,texture_all_plain_silu_L5_d256_bn,1,cv,texture_all,plain,silu,batchnorm,5,256,2,0.15,0.0,0.001,0.0001,0,False,570,413446,300,0.449205,43.9,stcv_ep300_bs2048_pat2000_min1500_seed42
