name,r2_mean,r2_std,mae_mean,mae_std,ait_mean,ait_std,n_folds,epochs_mean,elapsed_mean,n_features,n_params,feature_set,arch,activation,norm_type
bands_indices_glcm_lbp_plain_geglu_L3_d512,0.6401638984680176,,3.8336019963026047,,9.412794929661914,,1,2.0,0.2,924.0,2003974.0,bands_indices_glcm_lbp,plain,geglu,layernorm
bands_indices_glcm_lbp_residual_geglu_L12_d256,0.6325053572654724,,4.697699844837189,,9.615982696342318,,1,2.0,0.5,924.0,4978950.0,bands_indices_glcm_lbp,residual,geglu,layernorm
bands_indices_plain_geglu_L3_d512,0.6304090619087219,,4.270379617810249,,9.405852279500014,,1,2.0,0.2,798.0,1874950.0,bands_indices,plain,geglu,layernorm
bands_indices_residual_geglu_L10_d256,0.6271350979804993,,4.461508616805077,,9.748631544139624,,1,2.0,0.7,798.0,4156678.0,bands_indices,residual,geglu,layernorm
bands_indices_texture_residual_mish_L12_d256,0.6268307566642761,,4.5459747314453125,,9.635495164052596,,1,2.0,0.7,1368.0,3513606.0,bands_indices_texture,residual,mish,layernorm
bands_indices_residual_geglu_L6_d256,0.6150481700897217,,4.845455661416054,,9.72776669842363,,1,2.0,0.4,798.0,2576646.0,bands_indices,residual,geglu,layernorm
all_full_residual_geglu_L10_d256,0.6131072640419006,,4.847538471221924,,9.839811564515664,,1,2.0,0.6,3534.0,4857094.0,all_full,residual,geglu,layernorm
bands_indices_residual_geglu_L12_d256,0.6119670867919922,,5.072317644953728,,9.784841066345441,,1,2.0,0.8,798.0,4946694.0,bands_indices,residual,geglu,layernorm
bands_indices_residual_geglu_L8_d256,0.6103366613388062,,4.54159788787365,,9.742830413961864,,1,2.0,0.6,798.0,3366662.0,bands_indices,residual,geglu,layernorm
bands_indices_residual_mish_L12_d256,0.6097168922424316,,5.587897077202797,,9.756436320829192,,1,2.0,0.8,798.0,3367686.0,bands_indices,residual,mish,layernorm
all_full_residual_geglu_L6_d256,0.6083957552909851,,5.136742815375328,,9.677529657660017,,1,2.0,0.4,3534.0,3277062.0,all_full,residual,geglu,layernorm
bands_indices_residual_silu_L12_d256,0.604958713054657,,5.942190811038017,,9.879483987609397,,1,2.0,0.6,798.0,3367686.0,bands_indices,residual,silu,layernorm
bands_indices_glcm_lbp_residual_geglu_L8_d256,0.6037877798080444,,4.565298557281494,,9.598657994728796,,1,2.0,0.4,924.0,3398918.0,bands_indices_glcm_lbp,residual,geglu,layernorm
all_full_plain_gelu_L3_d512,0.6036709547042847,,4.688279703259468,,9.617009556671938,,1,2.0,0.2,3534.0,2341382.0,all_full,plain,gelu,layernorm
bands_indices_glcm_lbp_residual_geglu_L6_d256,0.6028552055358887,,4.348602518439293,,9.599973646919805,,1,2.0,0.4,924.0,2608902.0,bands_indices_glcm_lbp,residual,geglu,layernorm
all_full_plain_relu_L3_d512,0.6025589108467102,,4.893941059708595,,9.569281476316661,,1,2.0,0.2,3534.0,2341382.0,all_full,plain,relu,layernorm
full_no_deltas_residual_geglu_L10_d256,0.6003279089927673,,5.436030402779579,,9.74332102629374,,1,2.0,0.5,1428.0,4317958.0,full_no_deltas,residual,geglu,layernorm
all_full_residual_gelu_L8_d256_mix0.2,0.6002272963523865,,5.035008862614632,,10.126622337969476,,1,2.0,0.4,3534.0,3014406.0,all_full,residual,gelu,layernorm
bands_indices_glcm_lbp_plain_mish_L5_d512,0.5999188423156738,,4.566580429673195,,9.566761047952998,,1,2.0,0.2,924.0,1532422.0,bands_indices_glcm_lbp,plain,mish,layernorm
bands_indices_texture_residual_silu_L12_d256,0.5992244482040405,,5.260862037539482,,9.760569792525851,,1,2.0,0.6,1368.0,3513606.0,bands_indices_texture,residual,silu,layernorm
bands_indices_glcm_lbp_plain_silu_L5_d512,0.5974893569946289,,4.795929789543152,,9.617954251008111,,1,2.0,0.2,924.0,1532422.0,bands_indices_glcm_lbp,plain,silu,layernorm
full_no_deltas_plain_geglu_L3_d512,0.5968958735466003,,4.530308768153191,,9.58621900812658,,1,2.0,0.2,1428.0,2520070.0,full_no_deltas,plain,geglu,layernorm
all_full_residual_relu_L12_d256_nonorm,0.5965569019317627,,4.528476670384407,,10.021436968600375,,1,2.0,0.4,3534.0,4061446.0,all_full,residual,relu,none
bands_indices_residual_gelu_L12_d256,0.5958945155143738,,4.9863118678331375,,9.68265240904634,,1,2.0,0.8,798.0,3367686.0,bands_indices,residual,gelu,layernorm
all_full_plain_silu_L5_d512,0.5951498746871948,,4.822054877877235,,9.622549258428679,,1,2.0,0.2,3534.0,2868742.0,all_full,plain,silu,layernorm
all_full_plain_mish_L5_d512,0.5947885513305664,,4.867232218384743,,9.603253601527275,,1,2.0,0.2,3534.0,2868742.0,all_full,plain,mish,layernorm
all_full_residual_geglu_L4_d256,0.592556893825531,,4.708497598767281,,9.95160969448214,,1,2.0,0.3,3534.0,2487046.0,all_full,residual,geglu,layernorm
bands_indices_texture_residual_gelu_L12_d256,0.5907778739929199,,4.831017553806305,,9.595695408555223,,1,2.0,0.6,1368.0,3513606.0,bands_indices_texture,residual,gelu,layernorm
all_full_residual_geglu_L8_d256,0.5900772213935852,,5.103861168026924,,9.85475120349234,,1,2.0,0.4,3534.0,4067078.0,all_full,residual,geglu,layernorm
bands_indices_glcm_lbp_residual_silu_L8_d256_exp4,0.5896758437156677,,5.854835733771324,,10.141729319440655,,1,2.0,0.4,924.0,4447494.0,bands_indices_glcm_lbp,residual,silu,layernorm
bands_indices_plain_silu_L5_d512,0.5891904830932617,,5.718618631362915,,9.93859523990611,,1,2.0,0.2,798.0,1467910.0,bands_indices,plain,silu,layernorm
all_full_residual_gelu_L10_d256_lr0.002_wd0.0005,0.5891100764274597,,4.876707494258881,,9.82345271732772,,1,2.0,0.5,3534.0,3541254.0,all_full,residual,gelu,layernorm
bands_indices_texture_residual_geglu_L12_d256,0.5889837145805359,,5.283341929316521,,9.695149869388569,,1,2.0,0.7,1368.0,5092614.0,bands_indices_texture,residual,geglu,layernorm
all_full_residual_geglu_L12_d256,0.5886273980140686,,5.7154580950737,,9.812245579416135,,1,2.0,0.6,3534.0,5647110.0,all_full,residual,geglu,layernorm
all_full_plain_gelu_L5_d512,0.5868076682090759,,4.839625954627991,,9.562031489947035,,1,2.0,0.2,3534.0,2868742.0,all_full,plain,gelu,layernorm
bands_indices_residual_gelu_L10_d256_lr0.002_wd0.0005,0.5858410000801086,,4.8854876309633255,,9.839011296435,,1,2.0,0.6,798.0,2840838.0,bands_indices,residual,gelu,layernorm
bands_indices_hog_residual_geglu_L10_d256,0.585774302482605,,5.713220313191414,,9.754638365607969,,1,2.0,0.5,1002.0,4208902.0,bands_indices_hog,residual,geglu,layernorm
full_no_deltas_residual_geglu_L12_d256,0.5856243968009949,,5.921905115246773,,9.756216079321003,,1,2.0,0.6,1428.0,5107974.0,full_no_deltas,residual,geglu,layernorm
bands_indices_plain_mish_L5_d512,0.5851612687110901,,5.873754248023033,,9.896999231677533,,1,2.0,0.2,798.0,1467910.0,bands_indices,plain,mish,layernorm
bands_indices_plain_gelu_L5_d512,0.5850358009338379,,5.575615167617798,,9.455430469670029,,1,2.0,0.2,798.0,1467910.0,bands_indices,plain,gelu,layernorm
bands_indices_glcm_lbp_residual_geglu_L10_d256,0.5840948224067688,,5.208170413970947,,9.604243037952974,,1,2.0,0.5,924.0,4188934.0,bands_indices_glcm_lbp,residual,geglu,layernorm
all_full_plain_mish_L3_d512,0.5833099484443665,,4.893612489104271,,9.684991470010493,,1,2.0,0.2,3534.0,2341382.0,all_full,plain,mish,layernorm
all_full_plain_silu_L3_d512,0.5832425951957703,,4.936007037758827,,9.699019851001044,,1,2.0,0.2,3534.0,2341382.0,all_full,plain,silu,layernorm
all_full_residual_gelu_L8_d256_mix0.4,0.5825739502906799,,5.81095851957798,,10.286857807525058,,1,2.0,0.5,3534.0,3014406.0,all_full,residual,gelu,layernorm
all_full_residual_silu_L8_d256,0.5808613896369934,,4.949702322483063,,9.98881976729986,,1,2.0,0.4,3534.0,3014406.0,all_full,residual,silu,layernorm
bands_indices_hog_residual_geglu_L12_d256,0.5807064175605774,,5.104284361004829,,9.78047472380143,,1,2.0,0.6,1002.0,4998918.0,bands_indices_hog,residual,geglu,layernorm
all_full_residual_gelu_L8_d256_do0.1,0.5799892544746399,,5.3897324949502945,,9.917973100723929,,1,2.0,0.4,3534.0,3014406.0,all_full,residual,gelu,layernorm
bands_indices_plain_relu_L3_d512,0.5799752473831177,,4.876089096069336,,9.920807636910167,,1,2.0,0.2,798.0,940550.0,bands_indices,plain,relu,layernorm
all_full_residual_gelu_L8_d256,0.578092634677887,,5.292296782135963,,9.84470860183738,,1,2.0,0.4,3534.0,3014406.0,all_full,residual,gelu,layernorm
bands_indices_glcm_lbp_plain_gelu_L5_d512,0.5774648785591125,,4.523890838027,,9.45753284013007,,1,2.0,0.2,924.0,1532422.0,bands_indices_glcm_lbp,plain,gelu,layernorm
bands_indices_plain_relu_L5_d512,0.5772649049758911,,5.410492047667503,,9.324826735835448,,1,2.0,0.2,798.0,1467910.0,bands_indices,plain,relu,layernorm
all_full_residual_silu_L8_d256_mix0.2,0.5763148665428162,,5.065267160534859,,10.005678669286052,,1,2.0,0.5,3534.0,3014406.0,all_full,residual,silu,layernorm
bands_indices_glcm_lbp_residual_gelu_L10_d256_lr0.002_wd0.0005,0.5752219557762146,,5.070649087429047,,10.065440177476006,,1,2.0,0.4,924.0,2873094.0,bands_indices_glcm_lbp,residual,gelu,layernorm
full_no_deltas_plain_gelu_L3_d512,0.5746684074401855,,4.957549646496773,,9.70532943026716,,1,2.0,0.2,1428.0,1263110.0,full_no_deltas,plain,gelu,layernorm
all_full_residual_gelu_L8_d256_idrop0.1,0.5738822817802429,,5.362002179026604,,9.8501135965253,,1,2.0,0.4,3534.0,3014406.0,all_full,residual,gelu,layernorm
all_full_residual_silu_L8_d256_exp4,0.573749303817749,,5.000342056155205,,9.857377222376035,,1,2.0,0.4,3534.0,5115654.0,all_full,residual,silu,layernorm
bands_indices_residual_silu_L8_d256_exp4,0.5736181735992432,,5.520911142230034,,10.183652673952759,,1,2.0,0.5,798.0,4415238.0,bands_indices,residual,silu,layernorm
all_full_residual_gelu_L8_d256_do0.25,0.5729723572731018,,5.230216681957245,,9.658529477465056,,1,2.0,0.4,3534.0,3014406.0,all_full,residual,gelu,layernorm
all_full_residual_gelu_L12_d256_nonorm,0.5727395415306091,,5.104702711105347,,10.186041523365754,,1,2.0,0.5,3534.0,4061446.0,all_full,residual,gelu,none
all_full_residual_gelu_L4_d512_nonorm_lr0.0005,0.5692893266677856,,4.886538162827492,,9.908640980450773,,1,2.0,0.3,3534.0,6013446.0,all_full,residual,gelu,none
all_full_residual_mish_L12_d256,0.5684360861778259,,5.033931136131287,,9.919452835687547,,1,2.0,0.6,3534.0,4068102.0,all_full,residual,mish,layernorm
all_full_residual_mish_L8_d256,0.5673965811729431,,5.163638666272163,,9.93397177469503,,1,2.0,0.4,3534.0,3014406.0,all_full,residual,mish,layernorm
bands_indices_glcm_lbp_residual_gelu_L6_d512_lr0.0005,0.5673370957374573,,5.083760991692543,,9.141417171513403,,1,2.0,0.3,924.0,6784518.0,bands_indices_glcm_lbp,residual,gelu,layernorm
bands_indices_glcm_lbp_residual_gelu_L6_d256_exp4,0.5665120482444763,,6.241263821721077,,9.973008936902971,,1,2.0,0.3,924.0,3395334.0,bands_indices_glcm_lbp,residual,gelu,layernorm
bands_indices_residual_gelu_L12_d256_nonorm,0.5662673711776733,,5.114734172821045,,9.889443849880774,,1,2.0,0.5,798.0,3361030.0,bands_indices,residual,gelu,none
bands_indices_glcm_lbp_plain_relu_L3_d512,0.5657069683074951,,4.978536069393158,,9.878352640934155,,1,2.0,0.2,924.0,1005062.0,bands_indices_glcm_lbp,plain,relu,layernorm
bands_indices_texture_plain_relu_L3_d512,0.5653936266899109,,4.8709142953157425,,9.521893198594912,,1,2.0,0.2,1368.0,1232390.0,bands_indices_texture,plain,relu,layernorm
bands_indices_texture_residual_gelu_L12_d256_nonorm,0.5647370219230652,,5.165278539061546,,9.948499330107202,,1,2.0,0.4,1368.0,3506950.0,bands_indices_texture,residual,gelu,none
all_full_residual_gelu_L6_d256,0.5645010471343994,,5.271933600306511,,9.881330868970807,,1,2.0,0.3,3534.0,2487558.0,all_full,residual,gelu,layernorm
bands_indices_hog_plain_geglu_L3_d512,0.5640400052070618,,4.97211180627346,,9.765452241687553,,1,2.0,0.2,1002.0,2083846.0,bands_indices_hog,plain,geglu,layernorm
full_no_deltas_plain_relu_L3_d512,0.5637702345848083,,5.490009114146233,,9.75551147763677,,1,2.0,0.2,1428.0,1263110.0,full_no_deltas,plain,relu,layernorm
all_full_residual_silu_L4_d256_nonorm,0.5621775984764099,,4.971025884151459,,10.15458362687943,,1,2.0,0.2,3534.0,1958150.0,all_full,residual,silu,none
bands_indices_residual_silu_L6_d256_exp4,0.5617147088050842,,5.599278211593628,,10.140571017751164,,1,2.0,0.4,798.0,3363078.0,bands_indices,residual,silu,layernorm
bands_indices_hog_plain_relu_L3_d512,0.560688853263855,,5.114627256989479,,9.81265472264637,,1,2.0,0.2,1002.0,1044998.0,bands_indices_hog,plain,relu,layernorm
all_full_residual_gelu_L12_d256,0.5605164170265198,,5.176166817545891,,9.840873298525578,,1,2.0,0.6,3534.0,4068102.0,all_full,residual,gelu,layernorm
bands_indices_glcm_lbp_residual_geglu_L12_d128,0.560153067111969,,4.736829921603203,,10.172947265960689,,1,2.0,0.5,924.0,1309830.0,bands_indices_glcm_lbp,residual,geglu,layernorm
all_full_residual_gelu_L6_d256_exp4,0.5592460036277771,,5.042250081896782,,9.767378657098408,,1,2.0,0.3,3534.0,4063494.0,all_full,residual,gelu,layernorm
bands_indices_texture_plain_geglu_L3_d512,0.5584086775779724,,4.567504301667213,,9.44733336814348,,1,2.0,0.2,1368.0,2458630.0,bands_indices_texture,plain,geglu,layernorm
bands_indices_texture_residual_geglu_L8_d256,0.5571783781051636,,4.77069653570652,,9.54254236565806,,1,2.0,0.5,1368.0,3512582.0,bands_indices_texture,residual,geglu,layernorm
bands_indices_plain_gelu_L3_d512,0.556889533996582,,5.159580335021019,,10.008304832717437,,1,2.0,0.2,798.0,940550.0,bands_indices,plain,gelu,layernorm
bands_indices_glcm_lbp_residual_silu_L6_d512_lr0.0005,0.5531913638114929,,5.90948723256588,,9.615313826519897,,1,2.0,0.3,924.0,6784518.0,bands_indices_glcm_lbp,residual,silu,layernorm
bands_indices_residual_mish_L12_d256_nonorm,0.5525321960449219,,5.074581876397133,,9.420735715763907,,1,2.0,0.6,798.0,3361030.0,bands_indices,residual,mish,none
all_full_residual_silu_L6_d512_lr0.0005,0.5525054335594177,,5.897568166255951,,9.28649246522918,,1,2.0,0.3,3534.0,8120838.0,all_full,residual,silu,layernorm
all_full_residual_relu_L10_d256_lr0.002_wd0.0005,0.5521387457847595,,4.7006357461214066,,9.944538942774752,,1,2.0,0.6,3534.0,3541254.0,all_full,residual,relu,layernorm
all_full_residual_gelu_L6_d512_lr0.0005,0.5513983368873596,,6.140337884426117,,8.983271478880171,,1,2.0,0.4,3534.0,8120838.0,all_full,residual,gelu,layernorm
bands_indices_hog_residual_mish_L12_d256_nonorm,0.5512307286262512,,5.338655412197113,,10.212567076216757,,1,2.0,0.4,1002.0,3413254.0,bands_indices_hog,residual,mish,none
bands_indices_hog_plain_gelu_L3_d512,0.5506348013877869,,5.359867587685585,,9.864234339586641,,1,2.0,0.2,1002.0,1044998.0,bands_indices_hog,plain,gelu,layernorm
all_full_residual_silu_L6_d256,0.5493481159210205,,5.254540219902992,,10.202623741229372,,1,2.0,0.4,3534.0,2487558.0,all_full,residual,silu,layernorm
all_full_residual_mish_L4_d256_nonorm,0.5493327379226685,,5.288289859890938,,9.992332865974344,,1,2.0,0.2,3534.0,1958150.0,all_full,residual,mish,none
all_full_residual_gelu_L8_d256_exp4,0.5486069321632385,,4.892249032855034,,9.596042760840147,,1,2.0,0.5,3534.0,5115654.0,all_full,residual,gelu,layernorm
bands_indices_glcm_lbp_residual_silu_L6_d256_exp4,0.5483651757240295,,6.861378252506256,,10.234904688915963,,1,2.0,0.3,924.0,3395334.0,bands_indices_glcm_lbp,residual,silu,layernorm
full_no_deltas_residual_geglu_L4_d256,0.5481058955192566,,5.195393785834312,,9.94531618653213,,1,2.0,0.3,1428.0,1947910.0,full_no_deltas,residual,geglu,layernorm
all_full_residual_gelu_L4_d256_nonorm,0.5478700995445251,,5.325691401958466,,9.727240912874958,,1,2.0,0.2,3534.0,1958150.0,all_full,residual,gelu,none
all_full_residual_gelu_L10_d256_nonorm,0.5476409792900085,,5.531473830342293,,10.685581057565079,,1,2.0,0.4,3534.0,3535622.0,all_full,residual,gelu,none
bands_indices_glcm_lbp_residual_silu_L4_d512_lr0.0005,0.5475550293922424,,5.829676613211632,,9.424027574959187,,1,2.0,0.3,924.0,4682246.0,bands_indices_glcm_lbp,residual,silu,layernorm
bands_indices_texture_residual_mish_L10_d256_nonorm,0.5473718643188477,,5.515551567077637,,10.063967115316897,,1,2.0,0.4,1368.0,2981126.0,bands_indices_texture,residual,mish,none
full_no_deltas_residual_geglu_L8_d256,0.5468430519104004,,4.911888763308525,,9.749114335967938,,1,2.0,0.5,1428.0,3527942.0,full_no_deltas,residual,geglu,layernorm
all_full_residual_silu_L12_d256,0.5459177494049072,,5.656982958316803,,9.993305407000916,,1,2.0,0.5,3534.0,4068102.0,all_full,residual,silu,layernorm
bands_indices_glcm_lbp_plain_relu_L5_d512,0.5449786186218262,,5.0424739718437195,,9.69336760697558,,1,2.0,0.2,924.0,1532422.0,bands_indices_glcm_lbp,plain,relu,layernorm
bands_indices_glcm_lbp_residual_silu_L8_d256_mix0.4,0.5448700785636902,,6.500156223773956,,10.64756064083633,,1,2.0,0.4,924.0,2346246.0,bands_indices_glcm_lbp,residual,silu,layernorm
all_full_residual_mish_L6_d256,0.5445556640625,,5.437348410487175,,10.077727446493732,,1,2.0,0.3,3534.0,2487558.0,all_full,residual,mish,layernorm
all_full_plain_relu_L5_d512,0.5445012450218201,,4.972946643829346,,9.683133163974906,,1,2.0,0.2,3534.0,2868742.0,all_full,plain,relu,layernorm
all_full_residual_mish_L12_d256_nonorm,0.5429864525794983,,5.165458843111992,,10.246411373606177,,1,2.0,0.5,3534.0,4061446.0,all_full,residual,mish,none
bands_indices_glcm_lbp_residual_gelu_L12_d256,0.5413939952850342,,5.894213914871216,,9.944360194334154,,1,2.0,0.5,924.0,3399942.0,bands_indices_glcm_lbp,residual,gelu,layernorm
bands_indices_texture_residual_silu_L8_d256_exp4,0.541344404220581,,5.6998033076524734,,9.87705904095122,,1,2.0,0.5,1368.0,4561158.0,bands_indices_texture,residual,silu,layernorm
all_full_residual_relu_L8_d256_do0.1,0.5399646162986755,,4.984736442565918,,9.742059505656286,,1,2.0,0.4,3534.0,3014406.0,all_full,residual,relu,layernorm
all_full_residual_gelu_L4_d256,0.5393151044845581,,5.664925649762154,,10.064760103945233,,1,2.0,0.2,3534.0,1960710.0,all_full,residual,gelu,layernorm
all_full_residual_silu_L6_d512_nonorm_lr0.0005,0.5384926795959473,,4.978714510798454,,10.105012032035612,,1,2.0,0.3,3534.0,8113670.0,all_full,residual,silu,none
bands_indices_hog_residual_geglu_L8_d256,0.5382316708564758,,5.295652523636818,,9.772636796160231,,1,2.0,0.5,1002.0,3418886.0,bands_indices_hog,residual,geglu,layernorm
bands_indices_texture_plain_gelu_L3_d512,0.5381988883018494,,5.03457635641098,,9.579399266663215,,1,2.0,0.2,1368.0,1232390.0,bands_indices_texture,plain,gelu,layernorm
all_full_residual_mish_L6_d128_nonorm,0.5375295281410217,,5.409916862845421,,9.665652497657659,,1,2.0,0.3,3534.0,848774.0,all_full,residual,mish,none
all_full_residual_gelu_L10_d256,0.5374698638916016,,6.116887927055359,,9.878830360456613,,1,2.0,0.5,3534.0,3541254.0,all_full,residual,gelu,layernorm
bands_indices_glcm_lbp_plain_gelu_L3_d512,0.5372058749198914,,5.305149778723717,,9.931695375552383,,1,2.0,0.2,924.0,1005062.0,bands_indices_glcm_lbp,plain,gelu,layernorm
bands_indices_glcm_lbp_residual_geglu_L4_d256,0.5365146994590759,,4.842410609126091,,9.781992337091571,,1,2.0,0.3,924.0,1818886.0,bands_indices_glcm_lbp,residual,geglu,layernorm
bands_indices_glcm_lbp_residual_gelu_L6_d256_nonorm,0.5361491441726685,,5.2870020270347595,,9.737163204583519,,1,2.0,0.2,924.0,1815814.0,bands_indices_glcm_lbp,residual,gelu,none
bands_indices_texture_residual_geglu_L10_d256,0.5361378788948059,,4.91475872695446,,9.624889997883585,,1,2.0,0.6,1368.0,4302598.0,bands_indices_texture,residual,geglu,layernorm
bands_indices_glcm_lbp_residual_mish_L4_d256,0.5360943078994751,,5.28775118291378,,10.0909291659302,,1,2.0,0.2,924.0,1292550.0,bands_indices_glcm_lbp,residual,mish,layernorm
bands_indices_glcm_lbp_residual_silu_L4_d256,0.5359742045402527,,5.237320438027382,,10.246573769445341,,1,2.0,0.3,924.0,1292550.0,bands_indices_glcm_lbp,residual,silu,layernorm
all_full_plain_geglu_L3_d512,0.5358887314796448,,5.041467770934105,,9.668815898274854,,1,2.0,0.2,3534.0,4676614.0,all_full,plain,geglu,layernorm
full_no_deltas_residual_relu_L12_d256_nonorm,0.5353724360466003,,5.211217701435089,,10.229034211460457,,1,2.0,0.4,1428.0,3522310.0,full_no_deltas,residual,relu,none
all_full_residual_silu_L12_d256_nonorm,0.5349162220954895,,5.977380648255348,,10.340586486083087,,1,2.0,0.5,3534.0,4061446.0,all_full,residual,silu,none
bands_indices_glcm_lbp_residual_gelu_L8_d256_exp4,0.5345955491065979,,6.027849391102791,,9.839471931429037,,1,2.0,0.4,924.0,4447494.0,bands_indices_glcm_lbp,residual,gelu,layernorm
all_full_residual_relu_L8_d256,0.5342612862586975,,4.92284782230854,,9.669971105451756,,1,2.0,0.4,3534.0,3014406.0,all_full,residual,relu,layernorm
bands_indices_hog_residual_gelu_L10_d256_lr0.002_wd0.0005,0.5339950323104858,,5.251771584153175,,9.939776143170855,,1,2.0,0.4,1002.0,2893062.0,bands_indices_hog,residual,gelu,layernorm
bands_indices_glcm_lbp_residual_silu_L6_d256_nonorm,0.5333210229873657,,4.8645224422216415,,10.22452014695572,,1,2.0,0.3,924.0,1815814.0,bands_indices_glcm_lbp,residual,silu,none
all_full_plain_silu_L3_d256,0.5313084125518799,,4.829425737261772,,10.342284173143403,,1,2.0,0.1,3534.0,1039622.0,all_full,plain,silu,layernorm
all_full_residual_relu_L10_d256,0.531303882598877,,4.93120439350605,,9.71342137669157,,1,2.0,0.5,3534.0,3541254.0,all_full,residual,relu,layernorm
all_full_residual_gelu_L6_d512_nonorm_lr0.0005,0.5308461785316467,,5.57883121073246,,9.503051894705926,,1,2.0,0.3,3534.0,8113670.0,all_full,residual,gelu,none
all_full_residual_silu_L4_d256,0.5308074951171875,,6.062145531177521,,10.671365868687916,,1,2.0,0.3,3534.0,1960710.0,all_full,residual,silu,layernorm
all_full_residual_mish_L4_d256,0.5308002829551697,,6.189921498298645,,10.560104482422174,,1,2.0,0.3,3534.0,1960710.0,all_full,residual,mish,layernorm
all_full_plain_mish_L3_d256,0.5306193828582764,,4.759594425559044,,10.294838709245154,,1,2.0,0.2,3534.0,1039622.0,all_full,plain,mish,layernorm
bands_indices_residual_geglu_L4_d256,0.5303771495819092,,4.529093578457832,,9.59039777126179,,1,2.0,0.3,798.0,1786630.0,bands_indices,residual,geglu,layernorm
bands_indices_glcm_lbp_residual_gelu_L4_d512_lr0.0005,0.5302789807319641,,5.285060405731201,,8.767553467101953,,1,2.0,0.3,924.0,4682246.0,bands_indices_glcm_lbp,residual,gelu,layernorm
bands_indices_glcm_lbp_residual_gelu_L8_d256_mix0.2,0.5295781493186951,,5.05177229642868,,9.960518344741782,,1,2.0,0.4,924.0,2346246.0,bands_indices_glcm_lbp,residual,gelu,layernorm
bands_indices_glcm_lbp_residual_silu_L12_d256,0.529528796672821,,6.560806185007095,,10.189747260203736,,1,2.0,0.6,924.0,3399942.0,bands_indices_glcm_lbp,residual,silu,layernorm
bands_indices_texture_residual_silu_L4_d512_lr0.0005,0.5284889936447144,,5.925573036074638,,9.417180700628085,,1,2.0,0.3,1368.0,4909574.0,bands_indices_texture,residual,silu,layernorm
bands_indices_glcm_lbp_residual_mish_L12_d256,0.5281946063041687,,6.933148950338364,,10.130379837560834,,1,2.0,0.6,924.0,3399942.0,bands_indices_glcm_lbp,residual,mish,layernorm
bands_indices_residual_gelu_L6_d256_exp4,0.528144359588623,,5.707554146647453,,9.74735206958498,,1,2.0,0.4,798.0,3363078.0,bands_indices,residual,gelu,layernorm
all_full_residual_geglu_L12_d128,0.5278504490852356,,4.721080884337425,,10.289052483084708,,1,2.0,0.5,3534.0,1643910.0,all_full,residual,geglu,layernorm
bands_indices_residual_geglu_L12_d128,0.5271633863449097,,4.691788554191589,,10.26518139585814,,1,2.0,0.6,798.0,1293702.0,bands_indices,residual,geglu,layernorm
bands_indices_hog_plain_silu_L3_d512,0.5268591046333313,,5.75425922870636,,9.897981471608952,,1,2.0,0.2,1002.0,1044998.0,bands_indices_hog,plain,silu,layernorm
bands_indices_residual_mish_L10_d256,0.5266305804252625,,6.668218970298767,,10.059494918823074,,1,2.0,0.7,798.0,2840838.0,bands_indices,residual,mish,layernorm
full_no_deltas_plain_silu_L3_d512,0.5262303352355957,,5.365625396370888,,9.766827019399166,,1,2.0,0.2,1428.0,1263110.0,full_no_deltas,plain,silu,layernorm
bands_indices_hog_plain_mish_L3_d512,0.5261201858520508,,5.740901827812195,,9.882675816354478,,1,2.0,0.2,1002.0,1044998.0,bands_indices_hog,plain,mish,layernorm
all_full_plain_gelu_L3_d256,0.5260832905769348,,4.643772915005684,,10.133903214246631,,1,2.0,0.2,3534.0,1039622.0,all_full,plain,gelu,layernorm
all_full_residual_relu_L8_d256_do0.25,0.5257518887519836,,4.779770597815514,,9.539162806263251,,1,2.0,0.5,3534.0,3014406.0,all_full,residual,relu,layernorm
bands_indices_texture_residual_silu_L6_d512_nonorm_lr0.0005,0.5256341695785522,,4.889734461903572,,10.156787846378505,,1,2.0,0.3,1368.0,7004678.0,bands_indices_texture,residual,silu,none
full_no_deltas_plain_mish_L3_d512,0.5255545973777771,,5.338581278920174,,9.775977284845602,,1,2.0,0.2,1428.0,1263110.0,full_no_deltas,plain,mish,layernorm
bands_indices_texture_residual_relu_L12_d256_nonorm,0.5254841446876526,,5.183844268321991,,10.041223843595885,,1,2.0,0.5,1368.0,3506950.0,bands_indices_texture,residual,relu,none
all_full_plain_relu_L3_d256,0.5252839922904968,,4.645473137497902,,10.18227803680943,,1,2.0,0.2,3534.0,1039622.0,all_full,plain,relu,layernorm
all_full_residual_silu_L10_d256,0.5244252681732178,,5.8452170342206955,,10.003498572462522,,1,2.0,0.5,3534.0,3541254.0,all_full,residual,silu,layernorm
bands_indices_glcm_lbp_residual_silu_L8_d256_mix0.2,0.52374267578125,,5.799711123108864,,10.115001361317395,,1,2.0,0.4,924.0,2346246.0,bands_indices_glcm_lbp,residual,silu,layernorm
bands_indices_hog_residual_silu_L4_d256,0.523478090763092,,5.399884283542633,,10.14733575668451,,1,2.0,0.3,1002.0,1312518.0,bands_indices_hog,residual,silu,layernorm
bands_indices_glcm_lbp_residual_gelu_L4_d256,0.5226994156837463,,5.154229328036308,,9.708414970746972,,1,2.0,0.2,924.0,1292550.0,bands_indices_glcm_lbp,residual,gelu,layernorm
bands_indices_texture_residual_silu_L4_d256,0.5223446488380432,,5.698885396122932,,10.312875571362248,,1,2.0,0.3,1368.0,1406214.0,bands_indices_texture,residual,silu,layernorm
