name,r2_mean,r2_std,mae_mean,mae_std,n_folds
plain_silu_L7_d1024_bn,0.7641877174377442,0.02141217375000334,2.6037233881652355,1.1172292544219087,5
plain_silu_L7_d1536_bn,0.7544940948486328,0.07374068947948552,2.5710699521005154,1.1300636725512794,5
residual_silu_L10_d512_bn_lr5e-4,0.7516568660736084,0.047992746889599674,2.74991886690259,1.1974194945335161,5
plain_silu_L5_d2048_bn,0.7511610388755798,0.05222063045237767,2.6202877424657345,1.114427553160628,5
residual_silu_L20_d256_bn_lr5e-4,0.7337648391723632,0.035766546556302556,2.6970661245286465,1.1905371996941143,5
residual_silu_L20_d512_bn_lr5e-4,0.7261638164520263,0.03291198585870317,2.7987775951623917,1.255927560287611,5
