model,r2_uniform,r2_weighted,mae_mean_pp,rmse_mean_pp,aitchison_mean,r2_tree_cover,r2_grassland,r2_cropland,r2_built_up,r2_bare_sparse,r2_water,mae_tree_cover_pp,mae_grassland_pp,mae_cropland_pp,mae_built_up_pp,mae_bare_sparse_pp,mae_water_pp,pct_valid_sum,pct_valid_range,pct_fully_valid,mean_sum,std_sum,name,section,activation,n_layers,hidden_dim,dropout,lr,weight_decay,l1_lambda,feature_set,n_features,n_params,epochs,best_val_loss,elapsed_s
model,0.8064826303760088,0.9275075913290595,2.6157734692967964,5.991049284262705,7.5202895471112745,0.9483958564713545,0.8565448575558677,0.8609636997486843,0.9523907228073433,0.39066237597629183,0.8299382696964834,4.866663810513034,3.618179671766514,1.7899296088510965,4.879594640424776,0.2434601773176966,0.29681290690765777,100.0,100.0,100.0,1.0,7.308420890694833e-08,feat_bands_and_indices_gelu_L3_h256,feature_ablation,gelu,3,256,0.15,0.001,0.0001,0.0,bands_and_indices,798,339206,64,0.055268,48.7
model,0.8251597889633926,0.9288673597672991,2.6158798317017684,5.911648987378842,7.676035249258449,0.9488179877535491,0.8584895414276754,0.8629241058118648,0.9533332624424787,0.49507294131486224,0.8323208950298999,4.850629340143628,3.6147997407010064,1.831171468342626,4.835772149277337,0.2546717900260185,0.30823450171999595,100.0,100.0,100.0,1.0,7.420718617368038e-08,feat_bands_and_indices_silu_L3_h256,feature_ablation,silu,3,256,0.15,0.001,0.0001,0.0,bands_and_indices,798,339206,65,0.055528,48.5
model,0.7486245290833343,0.9112644463555615,2.8540646265501906,6.652590496288872,7.688346814459758,0.9392437849623031,0.8411996094765042,0.7750932658992535,0.9454116540544176,0.18026317683369986,0.8105356832737791,5.272280286064564,3.883936663520083,2.180673750638789,5.151287127502484,0.2799435487167928,0.3562663828584309,100.0,100.0,100.0,1.0,7.176537764053137e-08,feat_top500_geglu_L3_h256,feature_ablation,geglu,3,256,0.15,0.001,0.0001,0.0,top500,500,522758,49,0.067022,40.3
model,0.7428550032901474,0.9122317182820379,2.785702237463395,6.6251579094299755,7.496726375723773,0.94149664469026,0.832077077474707,0.7880136200578554,0.9463461856059912,0.1371209219619659,0.8120755699500591,5.134992360433868,3.8986924400634635,2.035714573561498,5.033367503819389,0.28205921819690666,0.3293873287052436,100.0,100.0,100.0,1.0,7.253627387626693e-08,feat_top500_gelu_L3_h256,feature_ablation,gelu,3,256,0.15,0.001,0.0001,0.0,top500,500,262918,89,0.062185,62.9
model,0.7694710793191565,0.9161024911990134,2.772533038001446,6.462493573119598,7.864600052194324,0.9458026893234597,0.8355178964660946,0.7881245322907905,0.9496320580009506,0.2841984557107873,0.8135508441228144,4.997797586317112,3.9174694161426533,2.1685868448725265,4.94317592899061,0.2743128400040962,0.3338556116816786,100.0,100.0,100.0,1.0,7.187890815885112e-08,feat_top500_silu_L3_h256,feature_ablation,silu,3,256,0.15,0.001,0.0001,0.0,top500,500,262918,71,0.060913,49.6
model,0.7190030544389211,0.909355374888877,2.923063889497805,6.7539389787633315,7.945757603564812,0.9369852086771564,0.8358450973519795,0.7845091349927391,0.9442490376905833,0.011946180029952513,0.8004836678910661,5.456199609555235,4.0346471964378114,2.1193357704803066,5.252866334969202,0.28099849274873984,0.39433593279553125,100.0,100.0,100.0,1.0,7.327918893906826e-08,feat_top300_geglu_L3_h256,feature_ablation,geglu,3,256,0.15,0.001,0.0001,0.0,top300,300,420358,44,0.072908,35.6
model,0.7462686413626437,0.9208986166909943,2.7381514447268716,6.343987776237787,7.942569606155349,0.9456867121307532,0.8521465356801132,0.8267641757553509,0.9509968720028,0.12168712683245242,0.780330425774358,5.063973884474196,3.803734289122195,1.9541154460326973,4.9063503554226955,0.28623538254080644,0.4144993107686398,100.0,100.0,100.0,1.0,7.399891188697438e-08,feat_top300_gelu_L3_h256,feature_ablation,gelu,3,256,0.15,0.001,0.0001,0.0,top300,300,211718,94,0.065745,66.2
model,0.7480834301732896,0.9232408506969584,2.723131132264253,6.239344362163349,7.944082096497045,0.9459506400980429,0.8610796657852261,0.8421996363244708,0.9500849739815002,0.08462875978095974,0.8045569050695061,5.065669589335782,3.7548182115317075,1.895628900813684,4.94622919180897,0.2898360458271958,0.3866048542681776,100.0,100.0,100.0,1.0,7.274072544305454e-08,feat_top300_silu_L3_h256,feature_ablation,silu,3,256,0.15,0.001,0.0001,0.0,top300,300,211718,104,0.06442,70.7
model,0.6932358052371684,0.8895274873178634,3.2531718095181748,7.4208250740424875,8.218978174733866,0.9166637704246674,0.7739062605315916,0.7683904069385983,0.9377889230588642,0.026382394249377383,0.7362830762198643,6.099154245487074,4.867486694015617,2.321023963717788,5.440071268766483,0.3692305319997508,0.42206415312233786,100.0,100.0,100.0,1.0,7.351723496640261e-08,feat_top100_geglu_L3_h256,feature_ablation,geglu,3,256,0.15,0.001,0.0001,0.0,top100,100,317958,51,0.085102,39.1
model,0.728355801767865,0.9073335086495038,3.029798417701861,6.81008663472624,8.181002179439623,0.9304210743395177,0.8091430369453791,0.821639679518515,0.9457754331728003,0.08983174065850896,0.7733238459724364,5.68453200173194,4.591017867687816,2.060748326429267,5.106271169772538,0.3165521053453093,0.41966903524429877,100.0,100.0,100.0,1.0,7.370712040710714e-08,feat_top100_gelu_L3_h256,feature_ablation,gelu,3,256,0.15,0.001,0.0001,0.0,top100,100,160518,78,0.075163,52.5
model,0.7265916056199923,0.9098349757287427,2.981115732782956,6.709342174928458,8.196047915937877,0.9337700946352161,0.8157800534899056,0.8254078495033029,0.9454838952132257,0.029861698322007246,0.8092460425562591,5.573984171789651,4.49635616515873,2.014531832112455,5.1010201902819645,0.3110274634727709,0.38977457388216596,100.0,100.0,100.0,1.0,7.462199391738977e-08,feat_top100_silu_L3_h256,feature_ablation,silu,3,256,0.15,0.001,0.0001,0.0,top100,100,160518,105,0.074107,69.7
