model,r2_uniform,r2_weighted,mae_mean_pp,rmse_mean_pp,aitchison_mean,r2_tree_cover,r2_grassland,r2_cropland,r2_built_up,r2_bare_sparse,r2_water,mae_tree_cover_pp,mae_grassland_pp,mae_cropland_pp,mae_built_up_pp,mae_bare_sparse_pp,mae_water_pp,pct_valid_sum,pct_valid_range,pct_fully_valid,mean_sum,std_sum,name,fold,stage,head,feature_set,n_features,epochs,elapsed_s
model,0.22966623306274414,0.8890213370323181,4.698570445179939,8.367013931274414,10.950698836187637,0.9046401381492615,0.8220828175544739,0.8844918608665466,0.926358699798584,-2.723442554473877,0.5636573433876038,6.031639501452446,6.104931980371475,6.0835544019937515,6.139480322599411,1.7854176461696625,2.04644538462162,100.0,100.0,100.0,1.0,5.610225883856401e-08,bi_LBP_dirichlet_geglu_L3_h1024,3,v10,dirichlet_geglu,bi_LBP,864,63,39.2
model,0.47845566272735596,0.8863601684570312,4.103787615895271,8.152160793542862,7.781368727790291,0.9158022403717041,0.8313510417938232,0.8627820014953613,0.9181368350982666,-1.519054651260376,0.8615385293960571,5.4467178881168365,6.11991323530674,6.136484071612358,6.37061670422554,0.23690604139119387,0.3121376968920231,100.0,100.0,100.0,1.0,6.345082681491476e-08,bi_MP_Gabor_softmax_geglu_L3_h1024,3,v10,softmax_geglu,bi_MP_Gabor,996,60,37.1
model,-0.9463486671447754,0.8370111584663391,5.76753057539463,9.977832436561584,11.26993078927843,0.9092532992362976,0.8057334423065186,0.7336321473121643,0.9234144687652588,-9.370595932006836,0.31980597972869873,6.411249935626984,6.6024646162986755,9.257347136735916,6.60017654299736,2.811843529343605,2.9220720753073692,100.0,100.0,100.0,1.0,5.632185917647803e-08,bi_MP_Gabor_dirichlet_geglu_L3_h1024,3,v10,dirichlet_geglu,bi_MP_Gabor,996,54,34.1
model,0.4187612533569336,0.9015147089958191,3.8326669484376907,7.668152451515198,7.958053414642595,0.9211229085922241,0.8292123675346375,0.8901325464248657,0.9378303289413452,-1.9282171726226807,0.862278401851654,5.318154394626617,6.174585223197937,5.463198572397232,5.431961268186569,0.2875580918043852,0.3205598797649145,100.0,100.0,100.0,1.0,6.264858853910482e-08,bi_LBP_MP_Gabor_softmax_geglu_L3_h1024,3,v10,softmax_geglu,bi_LBP_MP_Gabor,1062,53,32.8
model,-0.2014980912208557,0.87226802110672,5.025077238678932,8.940399438142776,11.051276117698556,0.911976158618927,0.8159769773483276,0.8303383588790894,0.9270579814910889,-5.195524215698242,0.5008386969566345,6.096360459923744,6.236369535326958,7.225558906793594,6.155966594815254,2.1252406761050224,2.3109471425414085,100.0,100.0,100.0,1.0,5.529685509486626e-08,bi_LBP_MP_Gabor_dirichlet_geglu_L3_h1024,3,v10,dirichlet_geglu,bi_LBP_MP_Gabor,1062,58,36.0
model,0.8060192465782166,0.9582061767578125,1.1841858737170696,3.4427184611558914,7.623350841562671,0.9666670560836792,0.856597900390625,0.7199892997741699,0.9708706140518188,0.3493909239768982,0.9726017713546753,2.780076116323471,1.6680825501680374,0.27307611890137196,1.9779648631811142,0.18484736792743206,0.22106976248323917,100.0,100.0,100.0,1.0,7.763219400658272e-08,bi_LBP_plain_silu_L5_d1024_bn,4,v10,ilr_v4,bi_LBP,864,679,91.2
model,0.8220836520195007,0.9604974389076233,1.1257176287472248,3.339860588312149,7.139280122413117,0.9682995080947876,0.8449292182922363,0.7313005924224854,0.9763984084129333,0.4381321668624878,0.9734441041946411,2.618730627000332,1.730143465101719,0.2747652353718877,1.7941845580935478,0.14630755176767707,0.19018041202798486,100.0,100.0,100.0,1.0,7.632659304590561e-08,bi_LBP_plain_silu_L5_d512_bn,4,v10,ilr_v4,bi_LBP,864,709,91.6
model,0.8056978583335876,0.9613738656044006,1.1520353145897388,3.3494986593723297,7.626391344229163,0.9690616726875305,0.8639841079711914,0.6993458271026611,0.9752148389816284,0.3591407537460327,0.9674416184425354,2.723056450486183,1.6223113983869553,0.2720940625295043,1.8677756190299988,0.18396868836134672,0.2430140506476164,100.0,100.0,100.0,1.0,7.647191324622327e-08,bi_LBP_residual_silu_L20_d256_bn_lr0.0005,4,v10,ilr_v4,bi_LBP,864,731,384.8
model,0.8046660423278809,0.9627456068992615,1.0898392647504807,3.3069703727960587,6.91699350316959,0.9713280200958252,0.8586882948875427,0.5641240477561951,0.9777408838272095,0.48425787687301636,0.9718562364578247,2.5315625593066216,1.6173573210835457,0.2896917751058936,1.784946769475937,0.1279139774851501,0.18757256912067533,100.0,100.0,100.0,1.0,7.630362830468584e-08,bi_MP_Gabor_plain_silu_L5_d1024_bn,4,v10,ilr_v4,bi_MP_Gabor,996,712,92.0
model,0.7561668753623962,0.9600772857666016,1.1132079176604748,3.4274179488420486,6.569875780321648,0.9698070883750916,0.8582946062088013,0.6964148879051208,0.9728121757507324,0.06906425952911377,0.9706077575683594,2.582988329231739,1.642099767923355,0.2726896433159709,1.8579546362161636,0.1483280910179019,0.17519091488793492,100.0,100.0,100.0,1.0,7.560354475799613e-08,bi_MP_Gabor_plain_silu_L5_d512_bn,4,v10,ilr_v4,bi_MP_Gabor,996,766,96.6
model,0.7186031937599182,0.9610204100608826,1.1700861155986786,3.4671399742364883,7.825243268064847,0.9706618189811707,0.8628765344619751,0.4665205478668213,0.9768022298812866,0.07166588306427002,0.9630903005599976,2.667536772787571,1.6620781272649765,0.367919635027647,1.8107391893863678,0.22463109344244003,0.2876168116927147,100.0,100.0,100.0,1.0,7.683781433343029e-08,bi_MP_Gabor_residual_silu_L20_d256_bn_lr0.0005,4,v10,ilr_v4,bi_MP_Gabor,996,712,401.0
model,0.7325592041015625,0.9579522609710693,1.2183601967990398,3.545841947197914,7.920944259256374,0.9668415188789368,0.860233724117279,0.5562419891357422,0.9728237390518188,0.07218259572982788,0.9670314788818359,2.8090832754969597,1.6916854307055473,0.34004352055490017,1.971631869673729,0.23879113141447306,0.2589317737147212,100.0,100.0,100.0,1.0,7.562285730955409e-08,bi_LBP_MP_Gabor_plain_silu_L5_d1024_bn,4,v10,ilr_v4,bi_LBP_MP_Gabor,1062,661,88.2
model,0.7728610634803772,0.9567384719848633,1.1726432479918003,3.552202880382538,7.090414113094783,0.9661115407943726,0.8373523950576782,0.4796566367149353,0.9744443893432617,0.4083847999572754,0.9712154865264893,2.721685916185379,1.7291286960244179,0.3464522073045373,1.8860017880797386,0.15452083898708224,0.19807463977485895,100.0,100.0,100.0,1.0,7.69290124935651e-08,bi_LBP_MP_Gabor_plain_silu_L5_d512_bn,4,v10,ilr_v4,bi_LBP_MP_Gabor,1062,716,96.1
model,0.620268702507019,0.9540079832077026,1.1720524169504642,3.7739768624305725,7.171831563610148,0.9668340086936951,0.8387402296066284,0.4010418653488159,0.9707832932472229,-0.4198085069656372,0.9640193581581116,2.677672356367111,1.664663664996624,0.34316363744437695,1.9358498975634575,0.19256002269685268,0.21840552799403667,100.0,100.0,100.0,1.0,7.714140082271115e-08,bi_LBP_MP_Gabor_residual_silu_L20_d256_bn_lr0.0005,4,v10,ilr_v4,bi_LBP_MP_Gabor,1062,774,408.1
model,0.7406315207481384,0.9528816938400269,1.2140724807977676,3.65772545337677,6.171057485827511,0.9627017378807068,0.8287293910980225,0.6936649680137634,0.9687968492507935,0.013510525226593018,0.9763875007629395,2.788633480668068,1.7826961353421211,0.3048718674108386,2.0612817257642746,0.18057344714179635,0.1663745497353375,100.0,100.0,100.0,1.0,7.41520480573854e-08,bi_LBP_softmax_geglu_L3_h1024,4,v10,softmax_geglu,bi_LBP,864,40,21.2
model,0.35646963119506836,0.9181530475616455,2.478478103876114,5.201981961727142,9.389806974759118,0.9551379084587097,0.7766900062561035,0.29020243883132935,0.9668817520141602,-1.1535563468933105,0.3034587502479553,5.218276008963585,2.5019919499754906,1.3293903321027756,2.71162036806345,1.2730374932289124,1.8365593627095222,100.0,100.0,100.0,1.0,5.668011127113459e-08,bi_LBP_dirichlet_geglu_L3_h1024,4,v10,dirichlet_geglu,bi_LBP,864,52,27.3
model,0.7685787677764893,0.9548053741455078,1.2486969120800495,3.5864517092704773,6.321118860159439,0.9636013507843018,0.8371974229812622,0.5606645345687866,0.9713820219039917,0.29944801330566406,0.9791775345802307,2.9166869819164276,1.8077310174703598,0.3451241645962,2.1308569237589836,0.1467450987547636,0.1450331532396376,100.0,100.0,100.0,1.0,7.289234105201103e-08,bi_MP_Gabor_softmax_geglu_L3_h1024,4,v10,softmax_geglu,bi_MP_Gabor,996,41,22.0
model,0.4059618413448334,0.918422520160675,2.5637345388531685,5.156492069363594,9.488309597821024,0.9534680843353271,0.7985573410987854,0.3995323181152344,0.9649849534034729,-0.9666866064071655,0.28591060638427734,5.4714202880859375,2.494584210216999,1.3677091337740421,2.797744609415531,1.3278543017804623,1.9230982288718224,100.0,100.0,100.0,1.0,5.4974030661014694e-08,bi_MP_Gabor_dirichlet_geglu_L3_h1024,4,v10,dirichlet_geglu,bi_MP_Gabor,996,48,25.1
model,0.7253260016441345,0.9534211754798889,1.2545897625386715,3.6778349429368973,6.4530010272698455,0.9632009267807007,0.835687518119812,0.5738803148269653,0.9697868227958679,0.03471505641937256,0.9746841788291931,2.8946243226528168,1.8406029790639877,0.35574103239923716,2.109668403863907,0.16427725786343217,0.1626236829906702,100.0,100.0,100.0,1.0,7.265949619750245e-08,bi_LBP_MP_Gabor_softmax_geglu_L3_h1024,4,v10,softmax_geglu,bi_LBP_MP_Gabor,1062,39,20.7
model,0.32131221890449524,0.9137617349624634,2.5992022827267647,5.360914766788483,9.479428110505632,0.9534037113189697,0.76432865858078,0.19149112701416016,0.9614046812057495,-1.2503080368041992,0.307547926902771,5.507903918623924,2.5948604568839073,1.4051382429897785,2.8476882725954056,1.3407927937805653,1.8988380208611488,100.0,100.0,100.0,1.0,5.7974599343424416e-08,bi_LBP_MP_Gabor_dirichlet_geglu_L3_h1024,4,v10,dirichlet_geglu,bi_LBP_MP_Gabor,1062,48,25.6
