model,r2_uniform,r2_weighted,mae_mean_pp,rmse_mean_pp,aitchison_mean,r2_tree_cover,r2_grassland,r2_cropland,r2_built_up,r2_bare_sparse,r2_water,mae_tree_cover_pp,mae_grassland_pp,mae_cropland_pp,mae_built_up_pp,mae_bare_sparse_pp,mae_water_pp,pct_valid_sum,pct_valid_range,pct_fully_valid,mean_sum,std_sum,name,fold,stage,head,feature_set,n_features,epochs,elapsed_s
model,0.7722749710083008,0.9418855309486389,1.676860824227333,4.2709410190582275,7.389577385526855,0.9578952789306641,0.8387730717658997,0.7057878971099854,0.9547364115715027,0.340459942817688,0.8359060287475586,3.731991723179817,2.322092652320862,0.4121944773942232,3.1383033841848373,0.28983738739043474,0.16676262021064758,100.0,100.0,100.0,1.0,7.417330749603934e-08,bi_LBP_plain_silu_L5_d1024_bn,2,v10,ilr_v4,bi_LBP,864,581,70.2
model,0.7207788825035095,0.9397711157798767,1.7011933028697968,4.428479075431824,7.6512560690200075,0.9583813548088074,0.8418110013008118,0.6489136219024658,0.9515527486801147,0.17951059341430664,0.7443966865539551,3.7574324756860733,2.2528743371367455,0.5214456934481859,3.1806595623493195,0.3043169155716896,0.19044141517952085,100.0,100.0,100.0,1.0,7.611172492261176e-08,bi_LBP_plain_silu_L5_d512_bn,2,v10,ilr_v4,bi_LBP,864,587,71.0
model,0.7083311676979065,0.9364377856254578,1.7704043537378311,4.521669447422028,7.625305557592963,0.9551874399185181,0.8225042819976807,0.6151859760284424,0.9518094062805176,0.07993000745773315,0.8252549767494202,3.8977451622486115,2.4593625217676163,0.480496883392334,3.2437168061733246,0.34239646047353745,0.19871138501912355,100.0,100.0,100.0,1.0,7.50862838572175e-08,bi_LBP_residual_silu_L20_d256_bn_lr0.0005,2,v10,ilr_v4,bi_LBP,864,642,329.6
model,0.7541254162788391,0.9437733292579651,1.634667068719864,4.229092597961426,7.306906611630004,0.9613496661186218,0.8527990579605103,0.7473177909851074,0.9526216983795166,0.2041195034980774,0.806438684463501,3.6038819700479507,2.1722275763750076,0.4295102786272764,3.1529247760772705,0.28890003450214863,0.16056670574471354,100.0,100.0,100.0,1.0,7.490053377523509e-08,bi_MP_Gabor_plain_silu_L5_d1024_bn,2,v10,ilr_v4,bi_MP_Gabor,996,596,71.2
model,0.77557373046875,0.9431136250495911,1.657428778707981,4.1932325810194016,6.977767273083002,0.9585803747177124,0.8631850481033325,0.7567827701568604,0.9508528709411621,0.25620007514953613,0.8677546381950378,3.732403740286827,2.100093476474285,0.40127490647137165,3.297688439488411,0.27787000872194767,0.13524993555620313,100.0,100.0,100.0,1.0,7.407934532466243e-08,bi_MP_Gabor_plain_silu_L5_d512_bn,2,v10,ilr_v4,bi_MP_Gabor,996,616,75.9
model,0.6854036450386047,0.9418125748634338,1.718771643936634,4.36701737344265,8.002499033658259,0.9611622095108032,0.8531440496444702,0.6855882406234741,0.951629102230072,-0.13818740844726562,0.7989735007286072,3.7240829318761826,2.2900937125086784,0.47162920236587524,3.209523484110832,0.38445787504315376,0.23286181967705488,100.0,100.0,100.0,1.0,7.509434851726837e-08,bi_MP_Gabor_residual_silu_L20_d256_bn_lr0.0005,2,v10,ilr_v4,bi_MP_Gabor,996,618,316.1
model,0.7374973893165588,0.9408880472183228,1.657288521528244,4.356931522488594,7.39215570878545,0.9597219228744507,0.8371138572692871,0.6720212697982788,0.9523813724517822,0.19597893953323364,0.8076496124267578,3.645355999469757,2.2304365411400795,0.43514659628272057,3.172055631875992,0.30198460444808006,0.1587715232744813,100.0,100.0,100.0,1.0,7.51991180436562e-08,bi_LBP_MP_Gabor_plain_silu_L5_d1024_bn,2,v10,ilr_v4,bi_LBP_MP_Gabor,1062,596,70.6
model,0.736453115940094,0.9433082342147827,1.6442971304059029,4.282214865088463,7.159093912803148,0.9614686965942383,0.849881649017334,0.6267402172088623,0.954069972038269,0.19131839275360107,0.8351272344589233,3.5956837236881256,2.1853847429156303,0.4784786142408848,3.15520241856575,0.29877289198338985,0.15227706171572208,100.0,100.0,100.0,1.0,7.570081095309433e-08,bi_LBP_MP_Gabor_plain_silu_L5_d512_bn,2,v10,ilr_v4,bi_LBP_MP_Gabor,1062,619,76.4
model,0.7160193920135498,0.9426630735397339,1.6961289569735527,4.293718934059143,8.134512744052644,0.9602027535438538,0.8540475964546204,0.7009822726249695,0.9530203342437744,-0.018813729286193848,0.8465918898582458,3.6771219223737717,2.2372685372829437,0.47705103643238544,3.172120451927185,0.3730232594534755,0.2401967067271471,100.0,100.0,100.0,1.0,7.314966410376655e-08,bi_LBP_MP_Gabor_residual_silu_L20_d256_bn_lr0.0005,2,v10,ilr_v4,bi_LBP_MP_Gabor,1062,603,307.8
model,0.6371154189109802,0.93241286277771,1.755046285688877,4.794579744338989,6.460931492633595,0.9553177952766418,0.8162224292755127,0.5105680823326111,0.9488828778266907,0.10535812377929688,0.48620665073394775,3.8108959794044495,2.3793160915374756,0.5012930370867252,3.299293667078018,0.3382798284292221,0.20119550172239542,100.0,100.0,100.0,1.0,7.242994826128779e-08,bi_LBP_softmax_geglu_L3_h1024,2,v10,softmax_geglu,bi_LBP,864,49,22.2
model,0.5009563565254211,0.9206000566482544,2.627141773700714,5.283493176102638,9.73527396477534,0.9455899000167847,0.785415530204773,0.25435298681259155,0.948095977306366,-0.1632758378982544,0.23538833856582642,5.545525252819061,2.7126898989081383,1.3136688619852066,3.7759974598884583,1.2333648279309273,1.1815856210887432,100.0,100.0,100.0,1.0,7.933387280445459e-08,bi_LBP_dirichlet_geglu_L3_h1024,2,v10,dirichlet_geglu,bi_LBP,864,52,25.0
model,0.6596231460571289,0.9330772161483765,1.733657531440258,4.738262668251991,6.211144779654106,0.9557198882102966,0.8288869261741638,0.5969935059547424,0.9453991651535034,0.16361159086227417,0.46700137853622437,3.811943531036377,2.328142710030079,0.4486367106437683,3.351099416613579,0.29051052406430244,0.17163250595331192,100.0,100.0,100.0,1.0,7.04504188320243e-08,bi_MP_Gabor_softmax_geglu_L3_h1024,2,v10,softmax_geglu,bi_MP_Gabor,996,49,31.1
model,0.5357980132102966,0.9231889843940735,2.6805302128195763,5.1711637526750565,9.785742749523596,0.9483082890510559,0.7952066659927368,0.4466104507446289,0.9456331133842468,-0.07166600227355957,0.1505810022354126,5.557816848158836,2.6973839849233627,1.331870909780264,3.9841830730438232,1.2543478980660439,1.257568970322609,100.0,100.0,100.0,1.0,6.825409570865304e-08,bi_MP_Gabor_dirichlet_geglu_L3_h1024,2,v10,dirichlet_geglu,bi_MP_Gabor,996,50,26.4
model,0.6923660635948181,0.9324701428413391,1.7965273931622505,4.669621586799622,6.842525394095523,0.9544715285301208,0.8152581453323364,0.5531179904937744,0.9458388686180115,0.07982802391052246,0.8055760860443115,3.922133520245552,2.461499162018299,0.5421442911028862,3.421521559357643,0.2877181861549616,0.144154392182827,100.0,100.0,100.0,1.0,7.068643270713437e-08,bi_LBP_MP_Gabor_softmax_geglu_L3_h1024,2,v10,softmax_geglu,bi_LBP_MP_Gabor,1062,40,21.0
model,0.49222835898399353,0.9186462163925171,2.6506332680583,5.342816933989525,9.727983105175905,0.9481813311576843,0.7771852016448975,0.2989814877510071,0.941527247428894,-0.250791072845459,0.23817592859268188,5.43072335422039,2.747419662773609,1.346471905708313,3.909578174352646,1.2660675682127476,1.2035690248012543,100.0,100.0,100.0,1.0,6.77508964486151e-08,bi_LBP_MP_Gabor_dirichlet_geglu_L3_h1024,2,v10,dirichlet_geglu,bi_LBP_MP_Gabor,1062,50,25.3
model,0.7529826164245605,0.9121487736701965,3.6051813513040543,7.121008634567261,8.363839111593089,0.9295477867126465,0.8538408279418945,0.9045866131782532,0.9367790818214417,-5.543231964111328e-05,0.8931318521499634,5.000583454966545,5.7354312390089035,4.982144758105278,5.427851155400276,0.16969015123322606,0.3154060337692499,100.0,100.0,100.0,1.0,6.880072334070064e-08,bi_LBP_plain_silu_L5_d1024_bn,3,v10,ilr_v4,bi_LBP,864,620,100.6
model,0.6413293480873108,0.909761369228363,3.6047838628292084,7.288356125354767,7.963265636584197,0.9237451553344727,0.8557438254356384,0.8982470631599426,0.9397023320198059,-0.6384749412536621,0.8688830137252808,5.200930684804916,5.4684024304151535,5.136482790112495,5.317218229174614,0.1799941761419177,0.32569444738328457,100.0,100.0,100.0,1.0,6.826034137930037e-08,bi_LBP_plain_silu_L5_d512_bn,3,v10,ilr_v4,bi_LBP,864,689,117.4
model,0.7155256867408752,0.8956623077392578,3.9037253707647324,7.722819596529007,8.73656911153737,0.9260386824607849,0.8428093194961548,0.8712680339813232,0.9248980283737183,-0.13610875606536865,0.8641785979270935,5.031619220972061,5.9335410594940186,5.949106439948082,5.8714609593153,0.25068928953260183,0.38595646619796753,100.0,100.0,100.0,1.0,7.048246430940708e-08,bi_LBP_residual_silu_L20_d256_bn_lr0.0005,3,v10,ilr_v4,bi_LBP,864,695,457.3
model,0.6856102347373962,0.9007943272590637,3.802896663546562,7.548297941684723,8.196362438394829,0.9229698777198792,0.8485158681869507,0.8782144784927368,0.9336514472961426,-0.35618019104003906,0.8863747715950012,5.184634029865265,5.84481954574585,5.695993825793266,5.570344626903534,0.20316350273787975,0.3184376051649451,100.0,100.0,100.0,1.0,6.96574744551981e-08,bi_MP_Gabor_plain_silu_L5_d1024_bn,3,v10,ilr_v4,bi_MP_Gabor,996,652,109.6
model,0.6464397311210632,0.90194171667099,3.777850419282913,7.543104887008667,7.953132363214079,0.9234610795974731,0.8518083691596985,0.8819559216499329,0.9323304295539856,-0.5875240564346313,0.8764787912368774,5.2675120532512665,5.712936073541641,5.528581142425537,5.6395024061203,0.2001371467486024,0.31843853648751974,100.0,100.0,100.0,1.0,6.962289234024865e-08,bi_MP_Gabor_plain_silu_L5_d512_bn,3,v10,ilr_v4,bi_MP_Gabor,996,665,108.5
model,0.7443068623542786,0.9070258140563965,3.687189519405365,7.3103368282318115,8.339543561177358,0.9270036220550537,0.8553416132926941,0.8882343769073486,0.9374982118606567,-0.01851952075958252,0.8762105703353882,5.04918210208416,5.675747245550156,5.489602312445641,5.388156697154045,0.17909557791426778,0.3413473954424262,100.0,100.0,100.0,1.0,6.960126341937212e-08,bi_MP_Gabor_residual_silu_L20_d256_bn_lr0.0005,3,v10,ilr_v4,bi_MP_Gabor,996,731,473.5
model,0.7337352633476257,0.9007604122161865,3.748353198170662,7.546457648277283,8.17447328455519,0.9226256608963013,0.8422038555145264,0.883169412612915,0.9320212602615356,-0.052823781967163086,0.8751437664031982,5.203863233327866,5.794254690408707,5.372555926442146,5.60494028031826,0.18378671957179904,0.3307269187644124,100.0,100.0,100.0,1.0,6.970500265879309e-08,bi_LBP_MP_Gabor_plain_silu_L5_d1024_bn,3,v10,ilr_v4,bi_LBP_MP_Gabor,1062,626,103.7
model,0.619731605052948,0.9084109663963318,3.680207207798958,7.3129914700984955,8.255733844897525,0.9286850094795227,0.8558264970779419,0.8928948044776917,0.9367623329162598,-0.7856122255325317,0.8896908760070801,5.065198987722397,5.661938712000847,5.3147561848163605,5.46882338821888,0.2535152481868863,0.31702511478215456,100.0,100.0,100.0,1.0,6.981721867305168e-08,bi_LBP_MP_Gabor_plain_silu_L5_d512_bn,3,v10,ilr_v4,bi_LBP_MP_Gabor,1062,640,109.0
model,0.7454343438148499,0.8918667435646057,3.892286494374275,7.811948657035828,8.86132341903101,0.9238486289978027,0.8503783941268921,0.85924232006073,0.9218491315841675,0.04950153827667236,0.8677281141281128,5.237056314945221,5.629327148199081,6.040632724761963,5.842190980911255,0.22183088585734367,0.3826921805739403,100.0,100.0,100.0,1.0,6.982583755643645e-08,bi_LBP_MP_Gabor_residual_silu_L20_d256_bn_lr0.0005,3,v10,ilr_v4,bi_LBP_MP_Gabor,1062,628,392.8
model,0.658839762210846,0.8874967694282532,3.9966240525245667,8.028016984462738,7.825594386821928,0.9173305630683899,0.8228441476821899,0.8628250956535339,0.9231182336807251,-0.44304513931274414,0.8698656558990479,5.320092290639877,6.2866076827049255,5.910453572869301,5.948364734649658,0.19362085731700063,0.32065799459815025,100.0,100.0,100.0,1.0,6.193810264676358e-08,bi_LBP_softmax_geglu_L3_h1024,3,v10,softmax_geglu,bi_LBP,864,59,36.5
