model,r2_uniform,r2_weighted,mae_mean_pp,rmse_mean_pp,aitchison_mean,r2_tree_cover,r2_grassland,r2_cropland,r2_built_up,r2_bare_sparse,r2_water,mae_tree_cover_pp,mae_grassland_pp,mae_cropland_pp,mae_built_up_pp,mae_bare_sparse_pp,mae_water_pp,pct_valid_sum,pct_valid_range,pct_fully_valid,mean_sum,std_sum,name,fold,stage,texture_combo,combo_size,n_features,n_texture_features,epochs,elapsed_s
model,0.7541254162788391,0.9437733292579651,1.634667068719864,4.229092597961426,7.306906611630004,0.9613496661186218,0.8527990579605103,0.7473177909851074,0.9526216983795166,0.2041195034980774,0.806438684463501,3.6038819700479507,2.1722275763750076,0.4295102786272764,3.1529247760772705,0.28890003450214863,0.16056670574471354,100.0,100.0,100.0,1.0,7.490053377523509e-08,bi_MP+Gabor_plain_silu_L5_d1024_bn,2,v9,MP+Gabor,2,996,198,596,87.1
model,0.7265646457672119,0.9398178458213806,1.6923904418945312,4.409092292189598,6.862733895269572,0.9559468626976013,0.847772479057312,0.721849799156189,0.9524568319320679,0.18064147233963013,0.7006140351295471,3.7853460758924484,2.293255738914013,0.44190245680511,3.1755726784467697,0.28183748945593834,0.17644480103626847,100.0,100.0,100.0,1.0,7.529570211772807e-08,bi_MP+SV_plain_silu_L5_d1024_bn,2,v9,MP+SV,2,894,96,626,93.1
model,0.6935629844665527,0.9361676573753357,1.7784835770726204,4.551699757575989,7.804023466654309,0.9565149545669556,0.8406022787094116,0.6147882342338562,0.9464831352233887,0.018325865268707275,0.7845560908317566,3.8659922778606415,2.3704173043370247,0.5202836822718382,3.3586744219064713,0.3487550653517246,0.20678367000073195,100.0,100.0,100.0,1.0,7.446667638077997e-08,bi_HOG+Gabor_plain_silu_L5_d1024_bn,2,v9,HOG+Gabor,2,1146,348,540,80.9
model,0.6853383183479309,0.9344521760940552,1.8021190539002419,4.660281538963318,7.969753842617602,0.9553827047348022,0.8316577672958374,0.661327600479126,0.9468221068382263,0.2623872756958008,0.4543273448944092,3.927093744277954,2.405453100800514,0.4733302630484104,3.3709075301885605,0.3432540921494365,0.29268988873809576,100.0,100.0,100.0,1.0,7.562877613054297e-08,bi_HOG+SV_plain_silu_L5_d1024_bn,2,v9,HOG+SV,2,1044,246,540,81.6
model,0.7077962756156921,0.9381879568099976,1.6915997490286827,4.502664506435394,7.232623500069978,0.9580541253089905,0.8472954034805298,0.6296065449714661,0.9479133486747742,0.18033289909362793,0.6834369897842407,3.739926964044571,2.177547849714756,0.43721264228224754,3.3050034195184708,0.2966497093439102,0.1932763960212469,100.0,100.0,100.0,1.0,7.518703881714828e-08,bi_Gabor+SV_plain_silu_L5_d1024_bn,2,v9,Gabor+SV,2,984,186,605,91.4
model,0.6566571593284607,0.9352513551712036,1.7280405387282372,4.697047173976898,7.534282801655486,0.9589062929153442,0.8238937854766846,0.43636131286621094,0.9497839212417603,0.23199480772018433,0.5388347506523132,3.7055619060993195,2.4097027257084846,0.5793247371912003,3.1738579273223877,0.28837111312896013,0.21143683698028326,100.0,100.0,100.0,1.0,7.572881344231064e-08,bi_GLCM+LBP+MP_plain_silu_L5_d1024_bn,2,v9,GLCM+LBP+MP,3,978,180,596,89.7
model,0.714085042476654,0.9393847584724426,1.7317002639174461,4.452984035015106,7.945805254339177,0.9594773650169373,0.8445743322372437,0.702846109867096,0.9487234354019165,0.18375855684280396,0.6450319290161133,3.777853399515152,2.3292554542422295,0.4270396661013365,3.2793305814266205,0.3495021490380168,0.22723719011992216,100.0,100.0,100.0,1.0,7.448700500845007e-08,bi_GLCM+LBP+HOG_plain_silu_L5_d1024_bn,2,v9,GLCM+LBP+HOG,3,1128,330,540,81.3
model,0.7189760208129883,0.938497006893158,1.7163367941975594,4.485554620623589,7.300356277191602,0.9575448632240295,0.8505998849868774,0.6119487285614014,0.9483860731124878,0.2672494053840637,0.6780003905296326,3.7847455590963364,2.2241363301873207,0.4616919904947281,3.3400755375623703,0.2924641128629446,0.1949132769368589,100.0,100.0,100.0,1.0,7.548047875616248e-08,bi_GLCM+LBP+Gabor_plain_silu_L5_d1024_bn,2,v9,GLCM+LBP+Gabor,3,1068,270,581,89.1
model,0.6945252418518066,0.9389010667800903,1.6915662214159966,4.519356414675713,7.310599000303773,0.9592633843421936,0.8344632983207703,0.6222079992294312,0.9520887136459351,0.2189130187034607,0.5800606608390808,3.6728840321302414,2.3630453273653984,0.474561657756567,3.15110944211483,0.2892425050958991,0.19857008010149002,100.0,100.0,100.0,1.0,7.43160626370809e-08,bi_GLCM+LBP+SV_plain_silu_L5_d1024_bn,2,v9,GLCM+LBP+SV,3,966,168,596,89.3
model,0.7240179181098938,0.9381712675094604,1.778753474354744,4.450948536396027,7.741386671347975,0.9573665857315063,0.8315148949623108,0.5810145139694214,0.9511722326278687,0.16917908191680908,0.8537644743919373,3.8459952920675278,2.4464640766382217,0.5527650471776724,3.2950416207313538,0.3377809189260006,0.19448804669082165,100.0,100.0,100.0,1.0,7.474269381191334e-08,bi_GLCM+MP+HOG_plain_silu_L5_d1024_bn,2,v9,GLCM+MP+HOG,3,1116,318,551,60.8
model,0.7213948369026184,0.9436149597167969,1.6210118308663368,4.303572699427605,7.212671221286703,0.9627509713172913,0.8596931099891663,0.6746429800987244,0.9516889452934265,0.14354532957077026,0.7359253764152527,3.5543568432331085,2.08330899477005,0.42618419975042343,3.2022088766098022,0.2943430794402957,0.16568012069910765,100.0,100.0,100.0,1.0,7.50055733078625e-08,bi_GLCM+MP+Gabor_plain_silu_L5_d1024_bn,2,v9,GLCM+MP+Gabor,3,1056,258,604,68.3
model,0.6959431171417236,0.9390184283256531,1.742509938776493,4.518762603402138,7.6309293306183745,0.9585514068603516,0.8446406722068787,0.5569849014282227,0.9517446756362915,0.25821465253829956,0.60538649559021,3.778131678700447,2.4037737399339676,0.5546881817281246,3.18576842546463,0.3184134839102626,0.21429031621664762,100.0,100.0,100.0,1.0,7.401800417028426e-08,bi_GLCM+MP+SV_plain_silu_L5_d1024_bn,2,v9,GLCM+MP+SV,3,954,156,588,67.4
model,0.7075089812278748,0.940210223197937,1.7389750108122826,4.397550597786903,7.895297093111436,0.9603694677352905,0.8392965197563171,0.5624709129333496,0.9517627358436584,0.05536019802093506,0.8756981492042542,3.7238921970129013,2.339767850935459,0.518665136769414,3.2881319522857666,0.37817261181771755,0.1852317713201046,100.0,100.0,100.0,1.0,7.557670755886647e-08,bi_GLCM+HOG+Gabor_plain_silu_L5_d1024_bn,2,v9,GLCM+HOG+Gabor,3,1206,408,551,62.8
model,0.6871218085289001,0.9360860586166382,1.7718330025672913,4.587933793663979,7.800076858389446,0.9558817148208618,0.8323875665664673,0.5046620965003967,0.9505473375320435,0.11047393083572388,0.7686622738838196,3.8397837430238724,2.41122804582119,0.5578143987804651,3.252078592777252,0.3553341841325164,0.21476438269019127,100.0,100.0,100.0,1.0,7.471432184047444e-08,bi_GLCM+HOG+SV_plain_silu_L5_d1024_bn,2,v9,GLCM+HOG+SV,3,1104,306,551,60.7
model,0.7197371125221252,0.9407482147216797,1.6737528145313263,4.406572878360748,7.38745679449174,0.9590124487876892,0.8536234498023987,0.671601414680481,0.950803816318512,0.20740175247192383,0.6758383512496948,3.6922570317983627,2.2229673340916634,0.41014733724296093,3.221900761127472,0.30828132294118404,0.18698166823014617,100.0,100.0,100.0,1.0,7.482367436750792e-08,bi_GLCM+Gabor+SV_plain_silu_L5_d1024_bn,2,v9,GLCM+Gabor+SV,3,1044,246,583,65.0
model,0.7528705596923828,0.9387864470481873,1.759420707821846,4.383322969079018,7.963523887473983,0.9572674036026001,0.8358081579208374,0.6712170839309692,0.9495370388031006,0.24695265293121338,0.8563586473464966,3.856213763356209,2.3583516478538513,0.48305774107575417,3.3166419714689255,0.3385774325579405,0.20369726698845625,100.0,100.0,100.0,1.0,7.522327649667204e-08,bi_LBP+MP+HOG_plain_silu_L5_d1024_bn,2,v9,LBP+MP+HOG,3,1122,324,540,59.5
model,0.7374973893165588,0.9408880472183228,1.657288521528244,4.356931522488594,7.39215570878545,0.9597219228744507,0.8371138572692871,0.6720212697982788,0.9523813724517822,0.19597893953323364,0.8076496124267578,3.645355999469757,2.2304365411400795,0.43514659628272057,3.172055631875992,0.30198460444808006,0.1587715232744813,100.0,100.0,100.0,1.0,7.51991180436562e-08,bi_LBP+MP+Gabor_plain_silu_L5_d1024_bn,2,v9,LBP+MP+Gabor,3,1062,264,596,66.9
model,0.7264670729637146,0.9405421614646912,1.685379445552826,4.424409195780754,7.313701416965441,0.9588742256164551,0.8394778370857239,0.6554985046386719,0.9536647200584412,0.3362618684768677,0.6148853302001953,3.687036409974098,2.287309616804123,0.48210611566901207,3.165523335337639,0.2756577217951417,0.21465560421347618,100.0,100.0,100.0,1.0,7.519508926634444e-08,bi_LBP+MP+SV_plain_silu_L5_d1024_bn,2,v9,LBP+MP+SV,3,960,162,596,67.3
model,0.6526435017585754,0.9359620213508606,1.7637234181165695,4.647571966052055,7.935841743375587,0.959086537361145,0.8379945158958435,0.6228545904159546,0.9462230801582336,0.021486997604370117,0.5280919075012207,3.7885673344135284,2.3529140278697014,0.4912549164146185,3.31496000289917,0.3690520999953151,0.2655940130352974,100.0,100.0,100.0,1.0,7.673777702166262e-08,bi_LBP+HOG+Gabor_plain_silu_L5_d1024_bn,2,v9,LBP+HOG+Gabor,3,1212,414,540,61.1
model,0.6727792620658875,0.9339279532432556,1.8269475549459457,4.693663492798805,8.065465807865303,0.9559112191200256,0.8209395408630371,0.5916343927383423,0.9480016231536865,0.15177303552627563,0.5682992935180664,3.9130225777626038,2.6125887408852577,0.5179897416383028,3.310853987932205,0.3458363935351372,0.2614082070067525,100.0,100.0,100.0,1.0,7.490053377523509e-08,bi_LBP+HOG+SV_plain_silu_L5_d1024_bn,2,v9,LBP+HOG+SV,3,1110,312,540,60.9
model,0.7294332385063171,0.9411615133285522,1.6974540427327156,4.382667317986488,7.6270719333127674,0.958845317363739,0.8504506945610046,0.5961458086967468,0.9528601169586182,0.25943124294281006,0.7587667107582092,3.744671121239662,2.2188056260347366,0.4990745335817337,3.229387104511261,0.30635653529316187,0.1864441903308034,100.0,100.0,100.0,1.0,7.473458651929832e-08,bi_LBP+Gabor+SV_plain_silu_L5_d1024_bn,2,v9,LBP+Gabor+SV,3,1050,252,575,75.3
model,0.7145662307739258,0.938707172870636,1.738419570028782,4.471969977021217,7.789312151375263,0.9597857594490051,0.835540771484375,0.6010812520980835,0.9492491483688354,0.1769028902053833,0.7647415995597839,3.7579234689474106,2.317938767373562,0.5031716544181108,3.3086664974689484,0.3377882298082113,0.20504121202975512,100.0,100.0,100.0,1.0,7.504190335794192e-08,bi_MP+HOG+Gabor_plain_silu_L5_d1024_bn,2,v9,MP+HOG+Gabor,3,1200,402,551,95.3
model,0.7292346954345703,0.9380568265914917,1.7604799941182137,4.459360241889954,7.883143741375206,0.957152783870697,0.8336378931999207,0.6967004537582397,0.9495240449905396,0.19093143939971924,0.747376561164856,3.8624536246061325,2.4250054731965065,0.447181798517704,3.283342346549034,0.3342268755659461,0.21068027708679438,100.0,100.0,100.0,1.0,7.469405716165056e-08,bi_MP+HOG+SV_plain_silu_L5_d1024_bn,2,v9,MP+HOG+SV,3,1098,300,551,64.9
model,0.7362769246101379,0.9428922533988953,1.6496969386935234,4.292837157845497,7.030385535197208,0.9606702327728271,0.8553614020347595,0.6694615483283997,0.952449381351471,0.1715531349182129,0.8080587387084961,3.59627902507782,2.237207256257534,0.43646288104355335,3.1840000301599503,0.2973730908706784,0.14686540234833956,100.0,100.0,100.0,1.0,7.61077458832915e-08,bi_MP+Gabor+SV_plain_silu_L5_d1024_bn,2,v9,MP+Gabor+SV,3,1038,240,607,72.1
model,0.7252869009971619,0.9367886185646057,1.7922814935445786,4.47569377720356,7.941699989407664,0.9563164710998535,0.8311627507209778,0.6454043388366699,0.9482091665267944,0.11667835712432861,0.853860080242157,3.881877288222313,2.4444621056318283,0.4893944598734379,3.374691680073738,0.3546296386048198,0.20864466205239296,100.0,100.0,100.0,1.0,7.479129493503933e-08,bi_HOG+Gabor+SV_plain_silu_L5_d1024_bn,2,v9,HOG+Gabor+SV,3,1188,390,540,74.7
