model,r2_uniform,r2_weighted,mae_mean_pp,rmse_mean_pp,aitchison_mean,r2_tree_cover,r2_grassland,r2_cropland,r2_built_up,r2_bare_sparse,r2_water,mae_tree_cover_pp,mae_grassland_pp,mae_cropland_pp,mae_built_up_pp,mae_bare_sparse_pp,mae_water_pp,pct_valid_sum,pct_valid_range,pct_fully_valid,mean_sum,std_sum,name,fold,stage,texture_combo,combo_size,n_features,n_texture_features,epochs,elapsed_s
model,0.8317961692810059,0.9299280643463135,2.6006674394011497,5.870369076728821,8.026851316637064,0.9513829946517944,0.8706015944480896,0.8337984085083008,0.9552364349365234,0.5412408709526062,0.8384868502616882,4.7869522124528885,3.4619029611349106,1.9392529502511024,4.8303768038749695,0.27802723925560713,0.3075040178373456,100.0,100.0,100.0,1.0,7.009026603554958e-08,bi_GLCM+MP+Gabor_plain_silu_L5_d1024_bn,0,v9,GLCM+MP+Gabor,3,1056,258,647,83.3
model,0.8124805092811584,0.9274083375930786,2.6687970384955406,5.990074947476387,8.043736515411103,0.9485597610473633,0.8532683253288269,0.8418241739273071,0.956058919429779,0.4374960660934448,0.8376625180244446,4.931608587503433,3.7431415170431137,1.8968192860484123,4.820946231484413,0.3265409031882882,0.29371948912739754,100.0,100.0,100.0,1.0,6.952292608275457e-08,bi_GLCM+MP+SV_plain_silu_L5_d1024_bn,0,v9,GLCM+MP+SV,3,954,156,689,87.2
model,0.8302435874938965,0.9239259362220764,2.8295740485191345,6.077193841338158,8.548319271542336,0.9449439644813538,0.8631216287612915,0.8216433525085449,0.950514554977417,0.5525689125061035,0.8486603498458862,5.2367862313985825,3.5972673445940018,2.128319628536701,5.315784364938736,0.33374177291989326,0.36557207349687815,100.0,100.0,100.0,1.0,6.958991605188203e-08,bi_GLCM+HOG+Gabor_plain_silu_L5_d1024_bn,0,v9,GLCM+HOG+Gabor,3,1206,408,608,74.9
model,0.8354437947273254,0.9209796786308289,2.7568573132157326,6.165987625718117,7.234110978293291,0.94051194190979,0.8468013405799866,0.8217407464981079,0.9515692591667175,0.6030791401863098,0.848946750164032,5.270472913980484,3.7473689764738083,1.9822223111987114,5.0477296113967896,0.23095915094017982,0.2624023240059614,100.0,100.0,100.0,1.0,6.891712445167286e-08,bi_GLCM+HOG+SV_plain_silu_L5_d1024_bn,0,v9,GLCM+HOG+SV,3,1104,306,851,103.5
model,0.8446879386901855,0.9311477541923523,2.590414695441723,5.791129544377327,7.812878615521826,0.9528282284736633,0.8663420677185059,0.8459553718566895,0.9549597501754761,0.5981639623641968,0.8498634696006775,4.735351726412773,3.5594280809164047,1.8933113664388657,4.816771298646927,0.26195954997092485,0.27565567288547754,100.0,100.0,100.0,1.0,6.956480547160027e-08,bi_GLCM+Gabor+SV_plain_silu_L5_d1024_bn,0,v9,GLCM+Gabor+SV,3,1044,246,675,82.1
model,0.7915747165679932,0.920324981212616,2.8014125302433968,6.261555105447769,7.952528615144773,0.9435131549835205,0.8442603349685669,0.8169423937797546,0.9513792395591736,0.34232407808303833,0.8510152101516724,5.147464573383331,3.786521404981613,2.258007787168026,5.059855431318283,0.2605655463412404,0.29604847077280283,100.0,100.0,100.0,1.0,6.949360198404975e-08,bi_LBP+MP+HOG_plain_silu_L5_d1024_bn,0,v9,LBP+MP+HOG,3,1122,324,683,82.1
model,0.8677904009819031,0.9329613447189331,2.6447780430316925,5.67382238805294,7.985758971379002,0.9517818689346313,0.8732113838195801,0.8490824699401855,0.9562729597091675,0.723693311214447,0.8526833653450012,4.751961305737495,3.5209041088819504,2.0797597244381905,4.940994828939438,0.29914085753262043,0.2758980495855212,100.0,100.0,100.0,1.0,6.899736604282225e-08,bi_LBP+MP+Gabor_plain_silu_L5_d1024_bn,0,v9,LBP+MP+Gabor,3,1062,264,683,81.1
model,0.8533557057380676,0.931520402431488,2.649112045764923,5.757370591163635,8.146799255439838,0.9488651752471924,0.8622565269470215,0.8680039048194885,0.9558604955673218,0.6438522934913635,0.8412766456604004,4.943497106432915,3.6719370633363724,1.816420815885067,4.8614367842674255,0.29020465444773436,0.3111765254288912,100.0,100.0,100.0,1.0,7.06983769305225e-08,bi_LBP+MP+SV_plain_silu_L5_d1024_bn,0,v9,LBP+MP+SV,3,960,162,675,80.0
model,0.791564404964447,0.9202632308006287,2.8662867844104767,6.271563470363617,8.603125269137724,0.945602536201477,0.8544763326644897,0.8068938851356506,0.9487359523773193,0.35200822353363037,0.8416622877120972,5.179721862077713,3.679339215159416,2.2112462669610977,5.360047519207001,0.38448511622846127,0.38289607036858797,100.0,100.0,100.0,1.0,6.848052436225771e-08,bi_LBP+HOG+Gabor_plain_silu_L5_d1024_bn,0,v9,LBP+HOG+Gabor,3,1212,414,608,73.2
model,0.796603262424469,0.9205424785614014,2.7817124500870705,6.262411922216415,8.231284206079403,0.9432592988014221,0.8525497913360596,0.8206666707992554,0.9493501782417297,0.38539236783981323,0.8283898830413818,5.1159147173166275,3.63108366727829,2.0880579948425293,5.173713713884354,0.33812879119068384,0.34338184632360935,100.0,100.0,100.0,1.0,6.95857309551684e-08,bi_LBP+HOG+SV_plain_silu_L5_d1024_bn,0,v9,LBP+HOG+SV,3,1110,312,636,76.5
model,0.8314631581306458,0.9282892942428589,2.6796353980898857,5.921629071235657,7.7737611325434015,0.9497885704040527,0.8652547597885132,0.8261055946350098,0.9553031921386719,0.5403441190719604,0.8519665002822876,4.896842688322067,3.5978950560092926,2.111012116074562,4.9288310110569,0.25609610602259636,0.2871299395337701,100.0,100.0,100.0,1.0,6.966102006344954e-08,bi_LBP+Gabor+SV_plain_silu_L5_d1024_bn,0,v9,LBP+Gabor+SV,3,1050,252,695,84.2
model,0.7782785296440125,0.9218822121620178,2.7573561295866966,6.233192980289459,8.357946052764436,0.9461944103240967,0.8553680181503296,0.8180402517318726,0.9503844976425171,0.2579740881919861,0.8417033553123474,5.171148478984833,3.6460798233747482,1.9778447225689888,5.074683949351311,0.3268062602728605,0.347574963234365,100.0,100.0,100.0,1.0,6.916177142102242e-08,bi_MP+HOG+Gabor_plain_silu_L5_d1024_bn,0,v9,MP+HOG+Gabor,3,1200,402,608,76.4
model,0.8250324726104736,0.9191575050354004,2.778366208076477,6.244482100009918,7.66382848584716,0.9380474090576172,0.8378642797470093,0.8190430402755737,0.9528176784515381,0.5517120361328125,0.8506892919540405,5.25839626789093,3.7823911756277084,2.1051177754998207,4.978179559111595,0.2687193686142564,0.27738313656300306,100.0,100.0,100.0,1.0,6.868433644058314e-08,bi_MP+HOG+SV_plain_silu_L5_d1024_bn,0,v9,MP+HOG+SV,3,1098,300,683,85.4
model,0.8418055176734924,0.9270620942115784,2.6644891127943993,5.947737023234367,7.765224894767667,0.9492016434669495,0.8642538189888,0.8228737711906433,0.9533921480178833,0.6138702630996704,0.8472210764884949,4.847308620810509,3.5974428057670593,2.0806433632969856,4.9263495951890945,0.2544921124354005,0.2807011129334569,100.0,100.0,100.0,1.0,6.972369703817094e-08,bi_MP+Gabor+SV_plain_silu_L5_d1024_bn,0,v9,MP+Gabor+SV,3,1038,240,698,86.1
model,0.7659327387809753,0.9180113673210144,2.9396487399935722,6.3692353665828705,8.574230082992784,0.9415793418884277,0.8523567318916321,0.8129472732543945,0.9470547437667847,0.18667817115783691,0.8549711108207703,5.496902763843536,3.6828674376010895,2.1595729514956474,5.5362362414598465,0.39034963119775057,0.371959269978106,100.0,100.0,100.0,1.0,7.018576297923573e-08,bi_HOG+Gabor+SV_plain_silu_L5_d1024_bn,0,v9,HOG+Gabor+SV,3,1188,390,608,74.9
model,0.7474877238273621,0.942840039730072,1.6674153506755829,4.276179149746895,6.846451368570714,0.9592025876045227,0.8547188639640808,0.7058613300323486,0.9533610939979553,0.21038293838500977,0.8013006448745728,3.682006150484085,2.302512712776661,0.41529349982738495,3.1686440110206604,0.2917519072070718,0.1443048706278205,100.0,100.0,100.0,1.0,7.536002044616907e-08,bi_GLCM_plain_silu_L5_d1024_bn,2,v9,GLCM,1,858,60,642,88.0
model,0.7722749710083008,0.9418855309486389,1.676860824227333,4.2709410190582275,7.389577385526855,0.9578952789306641,0.8387730717658997,0.7057878971099854,0.9547364115715027,0.340459942817688,0.8359060287475586,3.731991723179817,2.322092652320862,0.4121944773942232,3.1383033841848373,0.28983738739043474,0.16676262021064758,100.0,100.0,100.0,1.0,7.417330749603934e-08,bi_LBP_plain_silu_L5_d1024_bn,2,v9,LBP,1,864,66,581,77.8
model,0.710093080997467,0.9397144913673401,1.705600880086422,4.445279762148857,7.51987130444092,0.959095299243927,0.8428322672843933,0.7705275416374207,0.9503744840621948,0.23133772611618042,0.5062604546546936,3.6810148507356644,2.4241726845502853,0.40626381523907185,3.187992423772812,0.30032212380319834,0.23385072126984596,100.0,100.0,100.0,1.0,7.412838698428459e-08,bi_MP_plain_silu_L5_d1024_bn,2,v9,MP,1,852,54,583,76.3
model,0.7473098635673523,0.9401463270187378,1.7529666423797607,4.3456461280584335,8.016223926298528,0.9581835865974426,0.8406574726104736,0.6717653870582581,0.9509924650192261,0.20011407136917114,0.8620626926422119,3.8145236670970917,2.373422123491764,0.4869903437793255,3.2868467271327972,0.34781191498041153,0.20822333171963692,100.0,100.0,100.0,1.0,7.427937731563361e-08,bi_HOG_plain_silu_L5_d1024_bn,2,v9,HOG,1,1002,204,540,70.6
model,0.7216467261314392,0.9426788687705994,1.6543485224246979,4.329481720924377,7.531321582472632,0.9614836573600769,0.8578953742980957,0.5912230014801025,0.9519996047019958,0.16204017400741577,0.8051255345344543,3.634743019938469,2.1477144211530685,0.48469286412000656,3.1790602952241898,0.3148206043988466,0.16506920801475644,100.0,100.0,100.0,1.0,7.5552655687261e-08,bi_Gabor_plain_silu_L5_d1024_bn,2,v9,Gabor,1,942,144,589,77.5
model,0.7253191471099854,0.9401280879974365,1.740405522286892,4.408995434641838,7.510974200418519,0.9578863382339478,0.8428508639335632,0.6964037418365479,0.9521970152854919,0.18964266777038574,0.712803840637207,3.7994474172592163,2.445318177342415,0.46358155086636543,3.2220300287008286,0.3124568145722151,0.19962028600275517,100.0,100.0,100.0,1.0,7.527961543019046e-08,bi_SV_plain_silu_L5_d1024_bn,2,v9,SV,1,840,42,580,80.6
model,0.7442813515663147,0.9426797032356262,1.6809014603495598,4.296160116791725,7.460771401049915,0.9604448676109314,0.8432077169418335,0.6350080966949463,0.9547671675682068,0.24380385875701904,0.8283452987670898,3.6604471504688263,2.3725533857941628,0.4692215006798506,3.117852285504341,0.2916970057412982,0.1736464910209179,100.0,100.0,100.0,1.0,7.471027174688061e-08,bi_GLCM+LBP_plain_silu_L5_d1024_bn,2,v9,GLCM+LBP,2,924,126,588,87.2
model,0.7577474117279053,0.9454615712165833,1.614430919289589,4.161477088928223,7.073775506690215,0.961288571357727,0.85670006275177,0.7038960456848145,0.9562056064605713,0.20060235261917114,0.8676972389221191,3.6003299057483673,2.2034943103790283,0.39918292313814163,3.0514299869537354,0.29324754141271114,0.13890970731154084,100.0,100.0,100.0,1.0,7.404663904253539e-08,bi_GLCM+MP_plain_silu_L5_d1024_bn,2,v9,GLCM+MP,2,912,114,619,93.4
model,0.722714364528656,0.9396103024482727,1.7552489414811134,4.441168904304504,7.863122823807581,0.9586116075515747,0.8371684551239014,0.6452106237411499,0.951959490776062,0.22940337657928467,0.7138369083404541,3.772774338722229,2.4692879989743233,0.5100754089653492,3.2273758202791214,0.3460144158452749,0.20597358234226704,100.0,100.0,100.0,1.0,7.553662584314225e-08,bi_GLCM+HOG_plain_silu_L5_d1024_bn,2,v9,GLCM+HOG,2,1062,264,551,83.2
model,0.7521879076957703,0.9449546337127686,1.6303805634379387,4.172558709979057,7.263945602061587,0.9613762497901917,0.8593244552612305,0.7436479926109314,0.9540421962738037,0.13466614484786987,0.859965443611145,3.5967040807008743,2.1946029737591743,0.40719015523791313,3.1349599361419678,0.29876031912863255,0.1500735990703106,100.0,100.0,100.0,1.0,7.554864822623131e-08,bi_GLCM+Gabor_plain_silu_L5_d1024_bn,2,v9,GLCM+Gabor,2,1002,204,583,88.2
model,0.6971274018287659,0.9391941428184509,1.6847776249051094,4.492294788360596,6.647504317508933,0.9574247002601624,0.8405961990356445,0.6662414073944092,0.95301753282547,0.16179996728897095,0.6035637259483337,3.684552386403084,2.3843929171562195,0.40852976962924004,3.1302519142627716,0.30894866213202477,0.19201847026124597,100.0,100.0,100.0,1.0,7.648480249144995e-08,bi_GLCM+SV_plain_silu_L5_d1024_bn,2,v9,GLCM+SV,2,900,102,654,99.3
model,0.7391141057014465,0.9422374963760376,1.664196141064167,4.308219254016876,7.238147330619546,0.9606738686561584,0.8444392085075378,0.6364398002624512,0.9532476663589478,0.1970042586326599,0.8427720665931702,3.633725270628929,2.283898927271366,0.4584822803735733,3.161199390888214,0.2933447016403079,0.15454411040991545,100.0,100.0,100.0,1.0,7.439344074100518e-08,bi_LBP+MP_plain_silu_L5_d1024_bn,2,v9,LBP+MP,2,918,120,604,92.0
model,0.6907983422279358,0.9379582405090332,1.7520135268568993,4.546062648296356,7.867558785862093,0.9589145183563232,0.831981360912323,0.5257967114448547,0.9514741897583008,0.17441189289093018,0.702104926109314,3.771878033876419,2.3400194942951202,0.5129179917275906,3.2985299825668335,0.3549234941601753,0.23382806684821844,100.0,100.0,100.0,1.0,7.473863661289215e-08,bi_LBP+HOG_plain_silu_L5_d1024_bn,2,v9,LBP+HOG,2,1068,270,551,81.2
model,0.7435248494148254,0.9421783685684204,1.6577096655964851,4.298862814903259,7.130684641368482,0.9603039622306824,0.8462740182876587,0.6456630825996399,0.9528154134750366,0.20358902215957642,0.8523976802825928,3.6496084183454514,2.243424393236637,0.43954974971711636,3.190818801522255,0.28545211534947157,0.13741855509579182,100.0,100.0,100.0,1.0,7.558071501989616e-08,bi_LBP+Gabor_plain_silu_L5_d1024_bn,2,v9,LBP+Gabor,2,1008,210,605,88.1
model,0.7368271350860596,0.9400047659873962,1.7019929364323616,4.399732127785683,7.427120002328583,0.9576094150543213,0.8324929475784302,0.6062188148498535,0.9546514749526978,0.2692912817001343,0.8005815744400024,3.7258394062519073,2.352190390229225,0.5246210843324661,3.1362242996692657,0.29426650144159794,0.17882566899061203,100.0,100.0,100.0,1.0,7.502575982698545e-08,bi_LBP+SV_plain_silu_L5_d1024_bn,2,v9,LBP+SV,2,906,108,596,89.0
model,0.7337732315063477,0.9391614198684692,1.7511047422885895,4.40932996571064,7.92886441000032,0.957768976688385,0.8416556715965271,0.7401385307312012,0.9491243362426758,0.17385053634643555,0.740010142326355,3.8467977195978165,2.3494048044085503,0.4387734457850456,3.3170871436595917,0.34117891918867826,0.21339673548936844,100.0,100.0,100.0,1.0,7.476699437347634e-08,bi_MP+HOG_plain_silu_L5_d1024_bn,2,v9,MP+HOG,2,1056,258,540,78.5
