model,r2_uniform,mae_mean_pp,aitchison_mean,aitchison_median,kl_mean,kl_median,pct_valid_sum,pct_valid_range,pct_fully_valid,mean_sum,std_sum
MLP,0.8334180151431533,2.4924556063668377,7.812614545511526,7.593640816921757,0.08037957477904212,0.02040619780968786,100.0,100.0,100.0,1.000000007588971,5.823676503825083e-08
Ridge,0.6507651155207813,5.614635974861639,11.2023743748398,11.392477694904013,0.2745906401607421,0.11594132861409111,100.0,100.0,100.0,1.000000000049031,5.106909975880191e-08
